"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.ELC.PETR.ZS","Producción de electricidad a partir del petróleo (% del total)","Se denominan fuentes de electricidad a los insumos que se utilizan para generar electricidad. El petróleo se refiere al crudo y a los derivados del petróleo.","Agencia Internacional de la Energía (AIE) (Estadísticas de la AIE © OCDE/AIE, http://www.iea.org/stats/index.asp); Estadísticas de energía y balances de países no pertenecientes a la OCDE; Estadísticas de energía de países de la OCDE, y balances de energía de países de la OCDE.",
