Unnamed: 0,class,type,date,value,percentage,aacc,unit
327,solar,Renovable,2015-01-01,6782.668,0.0393603380714249,La Rioja,MWh
328,bioenergy,Renovable,2015-01-01,862.437,0.0050047874796917,La Rioja,MWh
329,oil_gas,No-Renovable,2015-01-01,6609.616,0.0383561041587616,La Rioja,MWh
330,others,Generación total,2015-01-01,172322.40200000003,1.0,La Rioja,MWh
331,,Renovable,2015-01-01,8325.584,0.0169863225829355,Murcia,MWh
332,oil_gas,No-Renovable,2015-01-01,224439.92,0.4579148900075045,Murcia,MWh
333,,Renovable,2015-01-01,60806.581,0.1240609908003327,Murcia,MWh
334,solar,Renovable,2015-01-01,53562.315,0.1092808337383666,Murcia,MWh
335,solar,Renovable,2015-01-01,1629.424,0.0033244420677729,Murcia,MWh
336,bioenergy,Renovable,2015-01-01,3005.015,0.0061309998381566,Murcia,MWh
337,oil_gas,No-Renovable,2015-01-01,138365.736,0.2823015209649309,Murcia,MWh
338,others,Generación total,2015-01-01,490134.57500000007,1.0,Murcia,MWh
339,,Renovable,2016-01-01,307.662,0.0004244329908154,Canarias,MWh
340,oil_gas,No-Renovable,2016-01-01,190988.363,0.2634766793397566,Canarias,MWh
341,oil_gas,No-Renovable,2016-01-01,18430.33,0.025425434677064,Canarias,MWh
342,oil_gas,No-Renovable,2016-01-01,229357.249,0.3164082114731866,Canarias,MWh
343,oil_gas,No-Renovable,2016-01-01,245251.456,0.3383349551517986,Canarias,MWh
344,hydropower,Renovable,2016-01-01,790.736,0.0010908543967906,Canarias,MWh
345,,Renovable,2016-01-01,19203.504,0.0264920615378421,Canarias,MWh
346,solar,Renovable,2016-01-01,19686.59,0.0271584994983346,Canarias,MWh
347,bioenergy,Renovable,2016-01-01,861.786,0.0011888709344112,Canarias,MWh
348,others,Generación total,2016-01-01,724877.676,1.0,Canarias,MWh
349,coal,No-Renovable,2016-01-01,114409.217,0.3567784300756627,Baleares,MWh
350,oil_gas,No-Renovable,2016-01-01,37783.989,0.1178271526621505,Baleares,MWh
351,oil_gas,No-Renovable,2016-01-01,48057.168,0.1498634585788868,Baleares,MWh
352,oil_gas,No-Renovable,2016-01-01,92204.111,0.2875331099338101,Baleares,MWh
353,,Renovable,2016-01-01,530.127,0.0016531699434733,Baleares,MWh
354,solar,Renovable,2016-01-01,7081.305,0.02208263413591,Baleares,MWh
355,bioenergy,Renovable,2016-01-01,176.264,0.0005496689414355,Baleares,MWh
356,oil_gas,No-Renovable,2016-01-01,3301.81,0.0102965007461603,Baleares,MWh
357,coal,No-Renovable,2016-01-01,8564.515,0.0267079374912553,Baleares,MWh
358,bioenergy,Renovable,2016-01-01,8564.515,0.0267079374912553,Baleares,MWh
359,others,Generación total,2016-01-01,320673.021,1.0,Baleares,MWh
360,oil_gas,No-Renovable,2016-01-01,17310.614,0.9999683441238664,Ceuta,MWh
361,oil_gas,No-Renovable,2016-01-01,0.548,3.165587613356053e-05,Ceuta,MWh
362,others,Generación total,2016-01-01,17311.162,1.0,Ceuta,MWh
363,oil_gas,No-Renovable,2016-01-01,16079.162,0.9426482385746604,Melilla,MWh
364,oil_gas,No-Renovable,2016-02-01,0.274,1.6997543916938836e-05,Melilla,MWh
365,solar,Renovable,2016-01-01,4.303,0.0002522653463275,Melilla,MWh
366,coal,No-Renovable,2016-01-01,486.9855,0.028549748039506,Melilla,MWh
367,bioenergy,Renovable,2016-01-01,486.9855,0.028549748039506,Melilla,MWh
368,others,Generación total,2016-01-01,17057.435999999998,1.0,Melilla,MWh
369,,Renovable,2016-01-01,27321.172,0.0110636070202532,Andalucia,MWh
370,hydropower,No-Renovable,2016-01-01,38812.998,0.0157171792319112,Andalucia,MWh
371,coal,No-Renovable,2016-01-01,746745.551,0.3023918344493588,Andalucia,MWh
372,oil_gas,No-Renovable,2016-01-01,419398.78,0.1698339766205357,Andalucia,MWh
373,,Renovable,2016-01-01,587036.601,0.2377182889507517,Andalucia,MWh
374,solar,Renovable,2016-01-01,77772.405,0.0314936462440182,Andalucia,MWh
375,solar,Renovable,2016-01-01,34863.464,0.0141178301231274,Andalucia,MWh
376,bioenergy,Renovable,2016-01-01,104973.066,0.0425084527828859,Andalucia,MWh
377,oil_gas,No-Renovable,2016-01-01,432539.308,0.1751551845771576,Andalucia,MWh
378,coal,Renovable,2016-02-01,416.052,0.0001685547717082,Andalucia,MWh
379,others,Generación total,2016-01-01,2469463.345,1.0,Andalucia,MWh
380,,Renovable,2016-01-01,207323.595,0.1933406304447187,Aragon,MWh
381,hydropower,No-Renovable,2016-01-01,43258.257,0.0403406987049383,Aragon,MWh
382,coal,No-Renovable,2016-01-01,186812.487,0.1742128965664801,Aragon,MWh
383,oil_gas,No-Renovable,2016-01-01,20348.062,0.0189756845351259,Aragon,MWh
384,,Renovable,2016-01-01,367291.73,0.3425196955287767,Aragon,MWh
385,solar,Renovable,2016-01-01,11873.667,0.0110728461151305,Aragon,MWh
386,bioenergy,Renovable,2016-01-01,5479.952,0.0051103559847435,Aragon,MWh
387,oil_gas,No-Renovable,2016-01-01,198944.76,0.1855269069691429,Aragon,MWh
388,coal,Renovable,2016-01-01,30990.439,0.0289002851509429,Aragon,MWh
389,others,Generación total,2016-01-01,1072322.949,1.0,Aragon,MWh
390,,Renovable,2016-01-01,20134.369,0.1410343835581607,Cantabria,MWh
391,hydropower,No-Renovable,2016-01-01,54625.46,0.3826327051858921,Cantabria,MWh
392,,Renovable,2016-01-01,9279.857,0.0650022313340379,Cantabria,MWh
393,solar,Renovable,2016-01-01,81.027,0.000567566482792,Cantabria,MWh
394,bioenergy,Renovable,2016-01-01,4489.022,0.0314440671346105,Cantabria,MWh
395,oil_gas,No-Renovable,2016-01-01,47757.572,0.3345254935605122,Cantabria,MWh
396,coal,Renovable,2016-01-01,3197.4115,0.0223967763719972,Cantabria,MWh
397,bioenergy,Renovable,2016-01-01,3197.4115,0.0223967763719972,Cantabria,MWh
398,others,Generación total,2016-01-01,142762.12999999998,1.0,Cantabria,MWh
399,,Renovable,2016-01-01,38409.754,0.018262567559309,Castilla-La Mancha,MWh
400,hydropower,No-Renovable,2016-01-01,12013.16,0.0057118602243791,Castilla-La Mancha,MWh
401,nuclear,No-Renovable,2016-01-01,743136.605,0.3533368751751988,Castilla-La Mancha,MWh
402,coal,No-Renovable,2016-01-01,-1100.771,0.0005233802006341,Castilla-La Mancha,MWh
403,oil_gas,No-Renovable,2016-01-01,154146.076,0.0732913604953677,Castilla-La Mancha,MWh
404,,Renovable,2016-01-01,986575.047,0.4690838022072738,Castilla-La Mancha,MWh
405,solar,Renovable,2016-01-01,71510.187,0.0340007285979058,Castilla-La Mancha,MWh
406,solar,Renovable,2016-01-01,6119.934,0.0029098261898139,Castilla-La Mancha,MWh
407,bioenergy,Renovable,2016-01-01,20968.482,0.0099698196229311,Castilla-La Mancha,MWh
408,oil_gas,No-Renovable,2016-01-01,69215.708,0.0329097797271862,Castilla-La Mancha,MWh
409,others,Generación total,2016-01-01,2100994.182,1.0,Castilla-La Mancha,MWh
410,,Renovable,2016-01-01,1064810.658,0.3429065668951653,Castilla-Leon,MWh
411,hydropower,No-Renovable,2016-01-01,86800.312,0.0279527602111484,Castilla-Leon,MWh
412,nuclear,No-Renovable,2016-01-01,-1814.74,0.0005844102503408,Castilla-Leon,MWh
413,coal,No-Renovable,2016-01-01,318926.231,0.1027054886644686,Castilla-Leon,MWh
414,,Renovable,2016-01-01,1421817.058,0.4578752123194507,Castilla-Leon,MWh
415,solar,Renovable,2016-01-01,27163.809,0.0087477040335803,Castilla-Leon,MWh
416,bioenergy,Renovable,2016-01-01,17978.447,0.0057896936817443,Castilla-Leon,MWh
417,oil_gas,No-Renovable,2016-01-01,165938.865,0.0534381639441012,Castilla-Leon,MWh
418,others,Generación total,2016-01-01,3101620.6400000006,1.0,Castilla-Leon,MWh
419,,Renovable,2016-01-01,240742.787,0.0629304183690364,Cataluña,MWh
420,hydropower,No-Renovable,2016-01-01,33807.4,0.0088372900076518,Cataluña,MWh
421,nuclear,No-Renovable,2016-01-01,2260528.143,0.5909044401565854,Cataluña,MWh
422,oil_gas,No-Renovable,2016-01-01,542737.539,0.1418721649751909,Cataluña,MWh
423,,Renovable,2016-01-01,288811.455,0.0754956188694457,Cataluña,MWh
424,solar,Renovable,2016-01-01,19332.045,0.005053416947354,Cataluña,MWh
425,solar,Renovable,2016-01-01,3651.407,0.0009544816399655,Cataluña,MWh
426,bioenergy,Renovable,2016-01-01,13477.744,0.0035230964929834,Cataluña,MWh
427,oil_gas,No-Renovable,2016-01-01,398619.932,0.1041996705429719,Cataluña,MWh
428,coal,Renovable,2016-01-01,11915.411,0.0031147009994073,Cataluña,MWh
429,bioenergy,Renovable,2016-01-01,11915.411,0.0031147009994073,Cataluña,MWh
430,others,Generación total,2016-01-01,3825539.274,1.0,Cataluña,MWh
431,,Renovable,2016-01-01,29522.061,0.0629600428758669,Pais Vasco,MWh
432,oil_gas,No-Renovable,2016-01-01,162084.366,0.3456682320677987,Pais Vasco,MWh
433,,Renovable,2016-01-01,39266.747,0.0837419878888475,Pais Vasco,MWh
434,solar,Renovable,2016-01-01,1100.871,0.0023477658067571,Pais Vasco,MWh
435,bioenergy,Renovable,2016-01-01,1073.087,0.0022885124290453,Pais Vasco,MWh
436,oil_gas,No-Renovable,2016-01-01,171363.352,0.3654570048233516,Pais Vasco,MWh
437,coal,Renovable,2016-01-01,43050.574,0.0918115434037847,Pais Vasco,MWh
438,bioenergy,Renovable,2016-01-01,21440.481,0.0457249107045477,Pais Vasco,MWh
439,others,Generación total,2016-01-01,468901.5390000001,1.0,Pais Vasco,MWh
440,,Renovable,2016-01-01,255760.493,0.2169607307687514,Asturias,MWh
441,hydropower,No-Renovable,2016-01-01,5187.706,0.0044007128371207,Asturias,MWh
442,coal,No-Renovable,2016-01-01,608822.048,0.5164616117713218,Asturias,MWh
443,oil_gas,No-Renovable,2016-01-01,34086.924,0.0289158182874588,Asturias,MWh
444,,Renovable,2016-01-01,168879.605,0.1432599776570578,Asturias,MWh
445,solar,Renovable,2016-01-01,24.036,2.038965464755228e-05,Asturias,MWh
446,bioenergy,Renovable,2016-01-01,20304.813,0.0172245017787123,Asturias,MWh
447,oil_gas,No-Renovable,2016-01-01,27883.657,0.023653608609619,Asturias,MWh
448,coal,Renovable,2016-01-01,57883.828,0.0491026486353102,Asturias,MWh
449,others,Generación total,2016-01-01,1178833.11,1.0,Asturias,MWh
450,,Renovable,2016-01-01,3201.816,0.0354742757222917,Madrid,MWh
451,solar,Renovable,2016-01-01,3513.879,0.0389317538861604,Madrid,MWh
452,bioenergy,Renovable,2016-01-01,12134.304,0.1344410939898193,Madrid,MWh
453,oil_gas,No-Renovable,2016-01-01,60454.313,0.669798941589312,Madrid,MWh
454,coal,Renovable,2016-01-01,5476.5455,0.0606769674062082,Madrid,MWh
455,bioenergy,Renovable,2016-01-01,5476.5455,0.0606769674062082,Madrid,MWh
456,others,Generación total,2016-01-01,90257.40300000002,1.0,Madrid,MWh
457,,Renovable,2016-01-01,62926.695,0.1812727075399565,Navarra,MWh
458,oil_gas,No-Renovable,2016-01-01,52640.903,0.1516424629349788,Navarra,MWh
459,,Renovable,2016-01-01,125638.654,0.3619268258448309,Navarra,MWh
460,solar,Renovable,2016-01-01,10544.925,0.0303767281208043,Navarra,MWh
461,bioenergy,Renovable,2016-01-01,27401.08,0.0789341941622542,Navarra,MWh
462,oil_gas,No-Renovable,2016-01-01,67986.018,0.1958470813971752,Navarra,MWh
463,others,Generación total,2016-01-01,347138.275,1.0,Navarra,MWh
464,,Renovable,2016-01-01,25303.712,0.0137461674109328,Valencia,MWh
465,hydropower,No-Renovable,2016-01-01,169090.201,0.0918577563044621,Valencia,MWh
466,nuclear,No-Renovable,2016-01-01,791761.401,0.4301220614454027,Valencia,MWh
467,oil_gas,No-Renovable,2016-02-01,0.236,1.392233764921671e-07,Valencia,MWh
468,oil_gas,No-Renovable,2016-01-01,363531.98,0.1974876830841226,Valencia,MWh
469,,Renovable,2016-01-01,303375.252,0.1648077168411478,Valencia,MWh
470,solar,Renovable,2016-01-01,26588.217,0.0144439709889289,Valencia,MWh
471,solar,Renovable,2016-01-01,546.832,0.0002970648819293,Valencia,MWh
472,bioenergy,Renovable,2016-01-01,3608.722,0.0019604276539156,Valencia,MWh
473,oil_gas,No-Renovable,2016-01-01,123901.344,0.067309042130403,Valencia,MWh
474,coal,Renovable,2016-01-01,33075.391,0.0179681092587547,Valencia,MWh
475,others,Generación total,2016-01-01,1840783.052,1.0,Valencia,MWh
476,,Renovable,2016-01-01,70585.444,0.0730880941415699,Extremadura,MWh
477,hydropower,No-Renovable,2016-01-01,8713.401,0.0090223399682978,Extremadura,MWh
478,nuclear,No-Renovable,2016-01-01,813949.267,0.8428083367012303,Extremadura,MWh
479,solar,Renovable,2016-01-01,40829.576,0.0422772136199693,Extremadura,MWh
480,solar,Renovable,2016-01-01,13848.125,0.014339118752079,Extremadura,MWh
481,bioenergy,Renovable,2016-01-01,15362.816,0.0159075140490384,Extremadura,MWh
482,oil_gas,No-Renovable,2016-01-01,2469.814,0.0025573827678149,Extremadura,MWh
483,others,Generación total,2016-01-01,965758.443,1.0,Extremadura,MWh
484,,Renovable,2016-01-01,1374592.245,0.3869760201954854,Galicia,MWh
485,hydropower,No-Renovable,2016-01-01,2675.981,0.0007533437506762,Galicia,MWh
486,coal,No-Renovable,2016-01-01,720440.527,0.2028188424167911,Galicia,MWh
487,oil_gas,No-Renovable,2016-01-01,13455.942,0.0037881247345035,Galicia,MWh
488,,Renovable,2016-01-01,1164268.502,0.3277655559179439,Galicia,MWh
489,solar,Renovable,2016-01-01,520.647,0.0001465728507632,Galicia,MWh
490,bioenergy,Renovable,2016-01-01,17143.536,0.0048262583740664,Galicia,MWh
491,oil_gas,No-Renovable,2016-01-01,228500.496,0.0643275945113268,Galicia,MWh
492,coal,Renovable,2016-01-01,15270.086,0.0042988436242216,Galicia,MWh
493,bioenergy,Renovable,2016-01-01,15270.086,0.0042988436242216,Galicia,MWh
494,others,Generación total,2016-01-01,3552138.0479999995,1.0,Galicia,MWh
495,,Renovable,2016-01-01,14617.722,0.0961556632052864,La Rioja,MWh
496,oil_gas,No-Renovable,2016-01-01,51264.957,0.3372218967856612,La Rioja,MWh
497,,Renovable,2016-01-01,75435.454,0.4962159020784411,La Rioja,MWh
498,solar,Renovable,2016-01-01,4700.021,0.0309168307027437,La Rioja,MWh
499,bioenergy,Renovable,2016-01-01,635.368,0.0041794632172794,La Rioja,MWh
500,oil_gas,No-Renovable,2016-01-01,5367.914,0.035310244010588,La Rioja,MWh
501,others,Generación total,2016-01-01,152021.436,1.0,La Rioja,MWh
502,,Renovable,2016-01-01,6267.944,0.0212832543888904,Murcia,MWh
503,oil_gas,No-Renovable,2016-01-01,46766.415,0.1587987236805912,Murcia,MWh
504,,Renovable,2016-01-01,67168.148,0.2280742745491408,Murcia,MWh
505,solar,Renovable,2016-01-01,42130.752,0.1430579967547976,Murcia,MWh
506,solar,Renovable,2016-01-01,883.879,0.0030012746773101,Murcia,MWh
507,bioenergy,Renovable,2016-01-01,4556.07,0.0154704631731859,Murcia,MWh
508,oil_gas,No-Renovable,2016-01-01,126727.994,0.4303140127760836,Murcia,MWh
509,others,Generación total,2016-01-01,294501.20200000005,1.0,Murcia,MWh
510,,Renovable,2017-01-01,262.545,0.000352216869032,Canarias,MWh
511,oil_gas,No-Renovable,2017-01-01,187922.753,0.25210750035818,Canarias,MWh
512,oil_gas,No-Renovable,2017-01-01,31081.89,0.0416978650494116,Canarias,MWh
513,oil_gas,No-Renovable,2017-01-01,210591.342,0.2825185134909907,Canarias,MWh
514,oil_gas,No-Renovable,2017-01-01,280539.103,0.3763568321610104,Canarias,MWh
515,hydropower,Renovable,2017-01-01,1068.971,0.001434076515287,Canarias,MWh
516,,Renovable,2017-01-01,15115.34,0.0202779627460226,Canarias,MWh
517,solar,Renovable,2017-01-01,18013.853,0.0241664587132229,Canarias,MWh
518,bioenergy,Renovable,2017-01-01,811.431,0.0010885740968425,Canarias,MWh
519,others,Generación total,2017-01-01,745407.228,1.0,Canarias,MWh
520,coal,No-Renovable,2017-01-01,221058.173,0.5806181686760253,Baleares,MWh
521,oil_gas,No-Renovable,2017-01-01,84274.308,0.221349854263924,Baleares,MWh
522,oil_gas,No-Renovable,2017-01-01,13229.322,0.0347473454983519,Baleares,MWh
523,oil_gas,No-Renovable,2017-01-01,37633.499,0.0988458964159223,Baleares,MWh
524,,Renovable,2017-01-01,468.562,0.001230696909592,Baleares,MWh
525,solar,Renovable,2017-01-01,5799.134,0.0152316583336046,Baleares,MWh
526,bioenergy,Renovable,2017-01-01,159.457,0.0004188202140011,Baleares,MWh
527,oil_gas,No-Renovable,2017-01-01,3018.215,0.0079274629034888,Baleares,MWh
528,coal,No-Renovable,2017-01-01,7544.1635,0.0198150483925446,Baleares,MWh
529,bioenergy,Renovable,2017-01-01,7544.1635,0.0198150483925446,Baleares,MWh
530,others,Generación total,2017-01-01,380728.9970000001,1.0,Baleares,MWh
531,oil_gas,No-Renovable,2017-01-01,18539.673,0.999979395961878,Ceuta,MWh
532,oil_gas,No-Renovable,2017-01-01,0.382,2.0604038121785508e-05,Ceuta,MWh
533,others,Generación total,2017-01-01,18540.055,1.0,Ceuta,MWh
534,oil_gas,No-Renovable,2017-01-01,17659.624,0.9510634580714262,Melilla,MWh
535,oil_gas,No-Renovable,2017-02-01,4.096,0.0002625289640719,Melilla,MWh
536,solar,Renovable,2017-01-01,4.628,0.0002492420950726,Melilla,MWh
537,coal,No-Renovable,2017-01-01,452.02,0.0243436499167505,Melilla,MWh
538,bioenergy,Renovable,2017-01-01,452.02,0.0243436499167505,Melilla,MWh
539,others,Generación total,2017-01-01,18568.292,1.0,Melilla,MWh
540,,Renovable,2017-01-01,28966.93,0.0108601435606922,Andalucia,MWh
541,hydropower,No-Renovable,2017-01-01,20446.637,0.0076657558517026,Andalucia,MWh
542,coal,No-Renovable,2017-01-01,808180.811,0.3029993040497108,Andalucia,MWh
543,oil_gas,No-Renovable,2017-01-01,511917.15,0.1919255419949725,Andalucia,MWh
544,,Renovable,2017-01-01,486002.615,0.1822097878433042,Andalucia,MWh
545,solar,Renovable,2017-01-01,105876.631,0.0396947626960274,Andalucia,MWh
546,solar,Renovable,2017-01-01,71769.211,0.0269073710848064,Andalucia,MWh
547,bioenergy,Renovable,2017-01-01,124726.443,0.0467618445169888,Andalucia,MWh
548,oil_gas,No-Renovable,2017-01-01,481661.362,0.1805821859257629,Andalucia,MWh
549,coal,Renovable,2017-01-01,27721.739,0.0103933024760318,Andalucia,MWh
550,others,Generación total,2017-01-01,2667269.529,1.0,Andalucia,MWh
551,,Renovable,2017-01-01,192792.129,0.1140800833199205,Aragon,MWh
552,hydropower,No-Renovable,2017-01-01,18309.887,0.0108344331554029,Aragon,MWh
553,coal,No-Renovable,2017-01-01,566856.081,0.3354233872840507,Aragon,MWh
554,oil_gas,No-Renovable,2017-01-01,44634.775,0.0264115494619902,Aragon,MWh
555,,Renovable,2017-01-01,555685.491,0.3288134606001004,Aragon,MWh
556,solar,Renovable,2017-01-01,15602.544,0.0092324283608213,Aragon,MWh
557,bioenergy,Renovable,2017-01-01,4781.263,0.0028291968362175,Aragon,MWh
558,oil_gas,No-Renovable,2017-01-01,254873.385,0.1508151663018888,Aragon,MWh
559,coal,Renovable,2017-01-01,36436.291,0.0215602946796073,Aragon,MWh
560,others,Generación total,2017-01-01,1689971.846,1.0,Aragon,MWh
561,,Renovable,2017-01-01,17878.633,0.1017005136837468,Cantabria,MWh
562,hydropower,No-Renovable,2017-01-01,36863.891,0.2096959343078216,Cantabria,MWh
563,,Renovable,2017-01-01,7822.318,0.0444963414595298,Cantabria,MWh
564,solar,Renovable,2017-01-01,103.405,0.0005882072537351,Cantabria,MWh
565,bioenergy,Renovable,2017-01-01,7349.406,0.0418062368342373,Cantabria,MWh
566,oil_gas,No-Renovable,2017-01-01,99348.111,0.5651301149371935,Cantabria,MWh
567,coal,Renovable,2017-01-01,3215.558,0.0182913257618679,Cantabria,MWh
568,bioenergy,Renovable,2017-01-01,3215.558,0.0182913257618679,Cantabria,MWh
569,others,Generación total,2017-01-01,175796.88,1.0,Cantabria,MWh
570,,Renovable,2017-01-01,37808.44,0.0186217594726817,Castilla-La Mancha,MWh
571,hydropower,No-Renovable,2017-01-01,363.75,0.00017915748463,Castilla-La Mancha,MWh
572,nuclear,No-Renovable,2017-01-01,741130.636,0.3650284550599715,Castilla-La Mancha,MWh
573,oil_gas,No-Renovable,2017-01-01,201971.787,0.0994769960829303,Castilla-La Mancha,MWh
574,,Renovable,2017-01-01,822673.425,0.4051906570310034,Castilla-La Mancha,MWh
575,solar,Renovable,2017-01-01,93197.369,0.0459024225544551,Castilla-La Mancha,MWh
576,solar,Renovable,2017-01-01,16230.123,0.0079938089674696,Castilla-La Mancha,MWh
577,bioenergy,Renovable,2017-01-01,23743.209,0.0116942229594136,Castilla-La Mancha,MWh
578,oil_gas,No-Renovable,2017-01-01,93217.871,0.0459125203874445,Castilla-La Mancha,MWh
579,others,Generación total,2017-01-01,2030336.61,1.0,Castilla-La Mancha,MWh
580,,Renovable,2017-01-01,679865.372,0.2044696323494654,Castilla-Leon,MWh
581,hydropower,No-Renovable,2017-01-01,38834.123,0.0116793694449611,Castilla-Leon,MWh
582,nuclear,No-Renovable,2017-01-01,-1906.104,0.0005732611192614,Castilla-Leon,MWh
583,coal,No-Renovable,2017-01-01,1295668.159,0.3896724307906635,Castilla-Leon,MWh
584,,Renovable,2017-01-01,1058838.44,0.318445850400337,Castilla-Leon,MWh
585,solar,Renovable,2017-01-01,49348.663,0.0148416192324436,Castilla-Leon,MWh
586,bioenergy,Renovable,2017-01-01,22769.086,0.006847806690989,Castilla-Leon,MWh
587,oil_gas,No-Renovable,2017-01-01,177788.855,0.0534700299718786,Castilla-Leon,MWh
588,others,Generación total,2017-01-01,3321206.594,1.0,Castilla-Leon,MWh
589,,Renovable,2017-01-01,254323.473,0.0636831133831092,Cataluña,MWh
590,hydropower,No-Renovable,2017-01-01,15297.05,0.0038304123409681,Cataluña,MWh
591,nuclear,No-Renovable,2017-01-01,2254940.523,0.5646416797649525,Cataluña,MWh
592,oil_gas,No-Renovable,2017-01-01,652443.5,0.1633731754936069,Cataluña,MWh
593,,Renovable,2017-01-01,297735.172,0.074553490847522,Cataluña,MWh
594,solar,Renovable,2017-01-01,19987.989,0.005005032979348,Cataluña,MWh
595,solar,Renovable,2017-01-01,6716.683,0.0016818710439968,Cataluña,MWh
596,bioenergy,Renovable,2017-01-01,19754.85,0.0049466545009642,Cataluña,MWh
597,oil_gas,No-Renovable,2017-01-01,447559.94,0.1120699165851574,Cataluña,MWh
598,coal,Renovable,2017-01-01,12462.8685,0.0031207275459166,Cataluña,MWh
599,bioenergy,Renovable,2017-01-01,12355.8325,0.0030939255144577,Cataluña,MWh
600,others,Generación total,2017-01-01,3993577.881000001,1.0,Cataluña,MWh
601,,Renovable,2017-01-01,40501.03,0.0752086287692224,Pais Vasco,MWh
602,oil_gas,No-Renovable,2017-01-01,197416.374,0.3665935109584123,Pais Vasco,MWh
603,,Renovable,2017-01-01,37011.942,0.0687295460363846,Pais Vasco,MWh
604,solar,Renovable,2017-01-01,1469.139,0.0027281264121279,Pais Vasco,MWh
605,bioenergy,Renovable,2017-01-01,4125.436,0.0076607529397446,Pais Vasco,MWh
606,oil_gas,No-Renovable,2017-01-01,183090.845,0.3399916345991263,Pais Vasco,MWh
607,coal,Renovable,2017-01-01,45630.696,0.0847341925858489,Pais Vasco,MWh
608,bioenergy,Renovable,2017-01-01,29270.273,0.0543536076991325,Pais Vasco,MWh
609,others,Generación total,2017-01-01,538515.7350000001,1.0,Pais Vasco,MWh
610,,Renovable,2017-01-01,74870.719,0.046090316388183,Asturias,MWh
611,hydropower,No-Renovable,2017-01-01,1028.916,0.0006333993396919,Asturias,MWh
612,coal,No-Renovable,2017-01-01,1208958.454,0.7442332381638898,Asturias,MWh
613,oil_gas,No-Renovable,2017-01-01,123399.089,0.0759643172923658,Asturias,MWh
614,,Renovable,2017-01-01,88953.48,0.0547596455836081,Asturias,MWh
615,solar,Renovable,2017-01-01,26.577,1.6360766331745012e-05,Asturias,MWh
616,bioenergy,Renovable,2017-01-01,23368.292,0.014385489896677,Asturias,MWh
617,oil_gas,No-Renovable,2017-01-01,36749.99,0.0226232456290764,Asturias,MWh
618,coal,Renovable,2017-01-01,67079.394,0.041293986940176,Asturias,MWh
619,others,Generación total,2017-01-01,1624434.9109999998,1.0,Asturias,MWh
620,,Renovable,2017-01-01,7750.341,0.0726575066925166,Madrid,MWh
621,solar,Renovable,2017-01-01,4601.593,0.0431387824347003,Madrid,MWh
622,bioenergy,Renovable,2017-01-01,14179.16,0.1329260754583912,Madrid,MWh
623,oil_gas,No-Renovable,2017-01-01,65322.532,0.6123823849766261,Madrid,MWh
624,coal,Renovable,2017-01-01,7407.9445,0.0694476252188828,Madrid,MWh
625,bioenergy,Renovable,2017-01-01,7407.9445,0.0694476252188828,Madrid,MWh
626,others,Generación total,2017-01-01,106669.515,1.0,Madrid,MWh
627,,Renovable,2017-01-01,49738.778,0.07572002396861,Navarra,MWh
628,oil_gas,No-Renovable,2017-01-01,178337.938,0.2714934600900829,Navarra,MWh
629,,Renovable,2017-01-01,309121.316,0.4705920490593532,Navarra,MWh
630,solar,Renovable,2017-01-01,16343.186,0.0248801133723762,Navarra,MWh
631,bioenergy,Renovable,2017-01-01,26720.906,0.0406786761585291,Navarra,MWh
632,oil_gas,No-Renovable,2017-01-01,76615.349,0.1166356773510483,Navarra,MWh
633,others,Generación total,2017-01-01,656877.473,1.0,Navarra,MWh
634,,Renovable,2017-01-01,28199.751,0.0144920310336243,Valencia,MWh
635,hydropower,No-Renovable,2017-01-01,147504.879,0.0758036935886068,Valencia,MWh
636,nuclear,No-Renovable,2017-01-01,789593.01,0.4057768596911686,Valencia,MWh
637,oil_gas,No-Renovable,2017-03-01,0.001,6.340474030983199e-10,Valencia,MWh
638,oil_gas,No-Renovable,2017-01-01,531735.9,0.2732624541433786,Valencia,MWh
639,,Renovable,2017-01-01,279388.201,0.1435793698788506,Valencia,MWh
640,solar,Renovable,2017-01-01,28696.036,0.0147470750452371,Valencia,MWh
641,solar,Renovable,2017-01-01,1826.287,0.0009385404814498,Valencia,MWh
642,bioenergy,Renovable,2017-01-01,2136.344,0.0010978807418014,Valencia,MWh
643,oil_gas,No-Renovable,2017-01-01,132384.956,0.0680334691869087,Valencia,MWh
644,coal,Renovable,2017-01-01,4414.474,0.0022686262089735,Valencia,MWh
645,others,Generación total,2017-01-01,1945879.838,1.0,Valencia,MWh
646,,Renovable,2017-01-01,256955.097,0.1349077104893943,Extremadura,MWh
647,hydropower,No-Renovable,2017-01-01,1839.059,0.0009655509543946,Extremadura,MWh
648,nuclear,No-Renovable,2017-01-01,1499796.27,0.7874297235140404,Extremadura,MWh
649,solar,Renovable,2017-01-01,65871.82,0.0345843165818559,Extremadura,MWh
650,solar,Renovable,2017-01-01,51541.839,0.0270607260765991,Extremadura,MWh
651,bioenergy,Renovable,2017-01-01,25239.819,0.0132515222862331,Extremadura,MWh
652,oil_gas,No-Renovable,2017-01-01,3429.269,0.0018004500974824,Extremadura,MWh
653,others,Generación total,2017-01-01,1904673.173,1.0,Extremadura,MWh
654,,Renovable,2017-01-01,361409.733,0.1379149764383455,Galicia,MWh
655,hydropower,No-Renovable,2017-01-01,10724.826,0.0040926239390884,Galicia,MWh
656,coal,No-Renovable,2017-01-01,1278584.98,0.4879116451219714,Galicia,MWh
657,oil_gas,No-Renovable,2017-01-01,34739.585,0.0132567239044248,Galicia,MWh
