project,type,country,unit,status,capacity,start_year,owner,lat,lng,url,aacc
Jalon solar farm,solar,Spain,MWh,pre-construction,166320.0,,,41.3473,-0.7809,https://gem.wiki/Jalon_solar_farm,Aragón
Jaén (Aquila Clean Energy) solar farm,solar,Spain,MWh,operating,36000.0,,,37.7798,-3.7883,https://gem.wiki/Jaén_(Aquila_Clean_Energy)_solar_farm,Andalucía
Jerez De Los Caballeros solar farm,solar,Spain,MWh,announced,36000.0,,REEF Development LTD,38.3266,-6.7788,https://gem.wiki/Jerez_De_Los_Caballeros_solar_farm,Extremadura
Jerez de la Frontera solar farm,solar,Spain,MWh,pre-construction,108000.0,,,37.6087,-4.6016,https://gem.wiki/Jerez_de_la_Frontera_solar_farm,Andalucía
Jeréz Las Torres H2 solar farm,solar,Spain,MWh,pre-construction,316800.0,,,37.6087,-4.6016,https://gem.wiki/Jeréz_Las_Torres_H2_solar_farm,Andalucía
José Cabrera (Grenergy) solar farm,solar,Spain,MWh,pre-construction,36000.0,,Grenergy,40.6302,-3.1909,https://gem.wiki/José_Cabrera_(Grenergy)_solar_farm,Castilla_la_Mancha
Jumilla solar farm,solar,Spain,MWh,construction,24480.0,,Naturgy,37.9809,-1.1248,https://gem.wiki/Jumilla_solar_farm,Murcia
Kissoro solar farm,solar,Spain,MWh,operating,30455.999999999996,2022.0,Blue Elephant Energy AG (BEE),37.1766,-2.9497,https://gem.wiki/Kissoro_solar_farm,Andalucía
La Africana Thermosolar farm,solar,Spain,MWh,operating,35928.0,2012.0,Magtel; TSK; Grupo Ortiz,37.7553,-5.0576,https://gem.wiki/La_Africana_Thermosolar_farm,Andalucía
La Alcarria solar farm,solar,Spain,MWh,pre-construction,263016.0,,,39.6111,-2.7904,https://gem.wiki/La_Alcarria_solar_farm,Castilla_la_Mancha
La Aljorra solar farm,solar,Spain,MWh,pre-construction,22392.0,,,37.7214,-1.1724,https://gem.wiki/La_Aljorra_solar_farm,Murcia
La Atalaya solar farm,solar,Spain,MWh,construction,86400.0,,X-Elio,38.6375,-0.8637,https://gem.wiki/La_Atalaya_solar_farm,Valencia
La Cabrita solar farm,solar,Spain,MWh,operating,33264.0,2021.0,UTE Aurinka International SL; Steag New Energies GMBH,37.0444,-2.3221,https://gem.wiki/La_Cabrita_solar_farm,Andalucía
La Campiña solar farm,solar,Spain,MWh,pre-construction,162000.0,,,39.6111,-2.7904,https://gem.wiki/La_Campiña_solar_farm,Castilla_la_Mancha
La Cerámica solar farm,solar,Spain,MWh,pre-construction,68328.0,,,39.5578,-0.7295,https://gem.wiki/La_Cerámica_solar_farm,Valencia
La Cima solar farm,solar,Spain,MWh,pre-construction,108000.0,,,39.6111,-2.7904,https://gem.wiki/La_Cima_solar_farm,Castilla_la_Mancha
La Concepcion solar farm,solar,Spain,MWh,pre-construction,36720.0,,Matrix Renewables,37.4519,-4.1546,https://gem.wiki/La_Concepcion_solar_farm,Andalucía
La Condesa solar farm,solar,Spain,MWh,pre-construction,64151.99999999999,,,41.3473,-0.7809,https://gem.wiki/La_Condesa_solar_farm,Aragón
La Dehesa CSP solar farm,solar,Spain,MWh,operating,35928.0,2011.0,Renovables SAMCA,38.9507,-6.4683,https://gem.wiki/La_Dehesa_CSP_solar_farm,Extremadura
La Enjarada solar farm,solar,Spain,MWh,pre-construction,87840.0,,,38.791,-5.6362,https://gem.wiki/La_Enjarada_solar_farm,Extremadura
La Fernandina solar farm,solar,Spain,MWh,operating,32400.0,2019.0,Opdenergy,38.9492,-6.3337,https://gem.wiki/La_Fernandina_solar_farm,Extremadura
La Florida CSP solar farm,solar,Spain,MWh,operating,35928.0,2010.0,Renovables SAMCA,38.8158,-6.8375,https://gem.wiki/La_Florida_CSP_solar_farm,Extremadura
La Flota solar farm,solar,Spain,MWh,pre-construction,64728.00000000001,,X-Elio,38.1801,-1.1265,https://gem.wiki/La_Flota_solar_farm,Murcia
La Guita solar farm,solar,Spain,MWh,operating,33552.0,2022.0,Renewables Infrastructure Group LTD (TRIG),36.6061,-5.7988,https://gem.wiki/La_Guita_solar_farm,Andalucía
La Isla solar farm,solar,Spain,MWh,operating,113400.0,,Ardian; White Summit Capital,37.243,-5.8741,https://gem.wiki/La_Isla_solar_farm,Andalucía
La Labranza solar farm,solar,Spain,MWh,pre-construction,43200.0,,,39.6111,-2.7904,https://gem.wiki/La_Labranza_solar_farm,Castilla_la_Mancha
La Magascona solar farm,solar,Spain,MWh,operating,16560.0,2007.0,FSL Solar,39.4329,-5.9353,https://gem.wiki/La_Magascona_solar_farm,Extremadura
La Majada solar farm,solar,Spain,MWh,pre-construction,154080.0,,,38.791,-5.6362,https://gem.wiki/La_Majada_solar_farm,Extremadura
La Nava solar farm,solar,Spain,MWh,operating,34560.0,2019.0,Naturgy,38.6766,-4.1907,https://gem.wiki/La_Nava_solar_farm,Castilla_la_Mancha
La Pinilla solar farm,solar,Spain,MWh,operating,35136.0,2021.0,China Three Gorges CORP (CTG),37.7214,-1.1724,https://gem.wiki/La_Pinilla_solar_farm,Murcia
La Pradera solar farm,solar,Spain,MWh,pre-construction,216000.0,,Naturgy,41.8518,-4.2423,https://gem.wiki/La_Pradera_solar_farm,Castilla_León
La Rambla solar farm,solar,Spain,MWh,pre-construction,72000.0,,Capital Energy,37.0409,-2.2011,https://gem.wiki/La_Rambla_solar_farm,Andalucía
La Revuelta solar farm,solar,Spain,MWh,pre-construction,90648.0,,Enel Green Power España,39.0011,-3.3712,https://gem.wiki/La_Revuelta_solar_farm,Castilla_la_Mancha
La Risca - Alvarado 1 CSP solar farm,solar,Spain,MWh,operating,36000.0,2009.0,Acciona,38.827,-6.826,https://gem.wiki/La_Risca_-_Alvarado_1_CSP_solar_farm,Extremadura
La Robla solar farm,solar,Spain,MWh,construction,324000.0,,Naturgy; Enagás Renovable,42.799,-5.6248,https://gem.wiki/La_Robla_solar_farm,Castilla_León
La Roca solar farm,solar,Spain,MWh,pre-construction,127800.0,,,38.791,-5.6362,https://gem.wiki/La_Roca_solar_farm,Extremadura
La Roda solar farm,solar,Spain,MWh,pre-construction,108360.0,,,37.6087,-4.6016,https://gem.wiki/La_Roda_solar_farm,Andalucía
La Serna solar farm,solar,Spain,MWh,pre-construction,35640.0,,Naturgy,41.8518,-4.2423,https://gem.wiki/La_Serna_solar_farm,Castilla_León
La Solana (Bruc Energy) solar farm,solar,Spain,MWh,pre-construction,158400.0,,Bruc Iberia Energy Investment Partners,38.9839,-3.9315,https://gem.wiki/La_Solana_(Bruc_Energy)_solar_farm,Castilla_la_Mancha
La Solanilla solar farm,solar,Spain,MWh,operating,36000.0,2020.0,Abdul Latif Jameel Energy and Environmental Services,39.431,-5.9253,https://gem.wiki/La_Solanilla_solar_farm,Extremadura
La Torre 40 solar farm,solar,Spain,MWh,operating,30240.0,2022.0,,37.7813,-3.7876,https://gem.wiki/La_Torre_40_solar_farm,Andalucía
La Vaguada solar farm,solar,Spain,MWh,pre-construction,78336.0,,,39.8704,-4.0334,https://gem.wiki/La_Vaguada_solar_farm,Castilla_la_Mancha
La Vega (Capital Energy) solar farm,solar,Spain,MWh,pre-construction,93600.0,,Capital Energy,40.257,-3.7801,https://gem.wiki/La_Vega_(Capital_Energy)_solar_farm,Madrid
La Vega solar farm,solar,Spain,MWh,operating,36000.0,2020.0,Endesa,36.9898,-4.913,https://gem.wiki/La_Vega_solar_farm,Andalucía
La Vega solar farm,solar,Spain,MWh,operating,25920.0,2020.0,Endesa,36.9898,-4.913,https://gem.wiki/La_Vega_solar_farm,Andalucía
La Verilleja solar farm,solar,Spain,MWh,operating,18720.0,2010.0,SolEs Badajoz GMBH,38.7247,-5.5138,https://gem.wiki/La_Verilleja_solar_farm,Extremadura
Laguna solar farm,solar,Spain,MWh,pre-construction,63648.00000000001,,,38.791,-5.6362,https://gem.wiki/Laguna_solar_farm,Extremadura
Lamos solar farm,solar,Spain,MWh,pre-construction,38520.0,,,41.3473,-0.7809,https://gem.wiki/Lamos_solar_farm,Aragón
Larral-Peñaza solar farm,solar,Spain,MWh,pre-construction,51120.0,,Opdenergy,41.6248,-1.0321,https://gem.wiki/Larral-Peñaza_solar_farm,Aragón
Las Arenas solar farm,solar,Spain,MWh,pre-construction,36720.0,,,37.6087,-4.6016,https://gem.wiki/Las_Arenas_solar_farm,Andalucía
Las Brozas solar farm,solar,Spain,MWh,pre-construction,72000.0,,,38.791,-5.6362,https://gem.wiki/Las_Brozas_solar_farm,Extremadura
Las Casas solar farm,solar,Spain,MWh,pre-construction,97200.0,,,39.6111,-2.7904,https://gem.wiki/Las_Casas_solar_farm,Castilla_la_Mancha
Las Corchas solar farm,solar,Spain,MWh,operating,36000.0,2020.0,Endesa,37.4743,-5.7034,https://gem.wiki/Las_Corchas_solar_farm,Andalucía
Las Coronas solar farm,solar,Spain,MWh,pre-construction,36072.0,,Opdenergy,41.587,-5.1341,https://gem.wiki/Las_Coronas_solar_farm,Castilla_León
Las Ermitas solar farm,solar,Spain,MWh,pre-construction,182952.0,,,41.3473,-0.7809,https://gem.wiki/Las_Ermitas_solar_farm,Aragón
Las Jaras solar farm,solar,Spain,MWh,construction,36000.0,,Naturgy,38.7176,-6.8227,https://gem.wiki/Las_Jaras_solar_farm,Extremadura
Las Naranjillas solar farm,solar,Spain,MWh,operating,36000.0,2021.0,Amarenco,37.4773,-5.6591,https://gem.wiki/Las_Naranjillas_solar_farm,Andalucía
Las Navas solar farm,solar,Spain,MWh,pre-construction,72000.0,,,39.6111,-2.7904,https://gem.wiki/Las_Navas_solar_farm,Castilla_la_Mancha
Las Pastorizas solar farm,solar,Spain,MWh,pre-construction,180000.0,,,37.6087,-4.6016,https://gem.wiki/Las_Pastorizas_solar_farm,Andalucía
Las Quinientas solar farm,solar,Spain,MWh,operating,79200.0,2021.0,Bruc Iberia Energy Investment Partners,36.6123,-6.1122,https://gem.wiki/Las_Quinientas_solar_farm,Andalucía
Las Vaguadas solar farm,solar,Spain,MWh,construction,19440.0,2023.0,RWE AG,38.8452,-6.9715,https://gem.wiki/Las_Vaguadas_solar_farm,Extremadura
Lebrija 1 CSP solar farm,solar,Spain,MWh,operating,36000.0,2011.0,Solel Renovables SL [50%]; Valoriza Energía [50%],37.0058,-6.049,https://gem.wiki/Lebrija_1_CSP_solar_farm,Andalucía
Leon (Euder Energy) solar farm,solar,Spain,MWh,announced,36000.0,,Euder Energy SL,42.604,-5.5704,https://gem.wiki/Leon_(Euder_Energy)_solar_farm,Castilla_León
Leon (Euder Energy) solar farm,solar,Spain,MWh,announced,36000.0,,Euder Energy SL,42.604,-5.5704,https://gem.wiki/Leon_(Euder_Energy)_solar_farm,Castilla_León
Leon (Euder Energy) solar farm,solar,Spain,MWh,announced,36000.0,,Euder Energy SL,42.604,-5.5704,https://gem.wiki/Leon_(Euder_Energy)_solar_farm,Castilla_León
Lepe solar farm,solar,Spain,MWh,pre-construction,64800.0,,Ence Energía y Celulosa,37.3104,-7.2522,https://gem.wiki/Lepe_solar_farm,Andalucía
Liana solar farm,solar,Spain,MWh,pre-construction,137808.0,,,41.3473,-0.7809,https://gem.wiki/Liana_solar_farm,Aragón
Libienergy Aragonesa solar farm,solar,Spain,MWh,pre-construction,27000.0,,Libienergy Energías SL,41.5325,0.3532,https://gem.wiki/Libienergy_Aragonesa_solar_farm,Aragón
Limonero solar farm,solar,Spain,MWh,pre-construction,89928.0,,Ignis Energia,39.4874,-1.1027,https://gem.wiki/Limonero_solar_farm,Valencia
Linares solar farm,solar,Spain,MWh,pre-construction,120960.0,,,37.6087,-4.6016,https://gem.wiki/Linares_solar_farm,Andalucía
Lizandra solar farm,solar,Spain,MWh,pre-construction,61704.0,,,41.3473,-0.7809,https://gem.wiki/Lizandra_solar_farm,Aragón
Llanos del Este solar farm,solar,Spain,MWh,pre-construction,87048.0,,,41.3473,-0.7809,https://gem.wiki/Llanos_del_Este_solar_farm,Aragón
Logro solar farm,solar,Spain,MWh,operating,33912.0,,,41.2617,-0.1265,https://gem.wiki/Logro_solar_farm,Aragón
Lomillas Hybrid solar farm,solar,Spain,MWh,construction,28080.0,,EDP Renewables,39.4691,-2.1709,https://gem.wiki/Lomillas_Hybrid_solar_farm,Castilla_la_Mancha
Lorca solar farm,solar,Spain,MWh,construction,244080.0,2023.0,Brookfield Renewable Partners; KKR,37.671,-1.6973,https://gem.wiki/Lorca_solar_farm,Murcia
Los Belos solar farm,solar,Spain,MWh,operating,36000.0,2020.0,Opdenergy,41.4936,-1.0927,https://gem.wiki/Los_Belos_solar_farm,Aragón
Los Corrales solar farm,solar,Spain,MWh,pre-construction,180000.0,,Naturgy,41.8518,-4.2423,https://gem.wiki/Los_Corrales_solar_farm,Castilla_León
Los Escuderos solar farm,solar,Spain,MWh,operating,36000.0,,Grenergy Renovables,39.9312,-2.4474,https://gem.wiki/Los_Escuderos_solar_farm,Castilla_la_Mancha
Los Escuderos solar farm,solar,Spain,MWh,operating,36000.0,,Grenergy Renovables,39.9312,-2.4474,https://gem.wiki/Los_Escuderos_solar_farm,Castilla_la_Mancha
Los Escuderos solar farm,solar,Spain,MWh,operating,36000.0,,Grenergy Renovables,39.9312,-2.4474,https://gem.wiki/Los_Escuderos_solar_farm,Castilla_la_Mancha
Los Escuderos solar farm,solar,Spain,MWh,operating,36000.0,,Grenergy Renovables,39.9312,-2.4474,https://gem.wiki/Los_Escuderos_solar_farm,Castilla_la_Mancha
Los Gonzalez solar farm,solar,Spain,MWh,operating,36000.0,2020.0,Encavis AG,37.2507,-5.6827,https://gem.wiki/Los_Gonzalez_solar_farm,Andalucía
Los Hierros solar farm,solar,Spain,MWh,pre-construction,57168.00000000001,,Stratkraft,39.3859,-0.7419,https://gem.wiki/Los_Hierros_solar_farm,Valencia
Los Limonetes solar farm,solar,Spain,MWh,operating,35928.0,,,38.7771,-6.8101,https://gem.wiki/Los_Limonetes_solar_farm,Extremadura
Los Llanos solar farm (Spain),solar,Spain,MWh,construction,36000.0,,Brookfield Renewable Partners; KKR,38.7986,-6.2371,https://gem.wiki/Los_Llanos_solar_farm_(Spain),Extremadura
Los Llanos solar farm (Spain),solar,Spain,MWh,construction,25200.0,,Brookfield Renewable Partners; KKR,38.7986,-6.2371,https://gem.wiki/Los_Llanos_solar_farm_(Spain),Extremadura
Los Llanos solar farm (Spain),solar,Spain,MWh,construction,36000.0,,Brookfield Renewable Partners; KKR,38.7986,-6.2371,https://gem.wiki/Los_Llanos_solar_farm_(Spain),Extremadura
Los Naranjos solar farm,solar,Spain,MWh,operating,36000.0,2020.0,Endesa,37.4283,-5.8708,https://gem.wiki/Los_Naranjos_solar_farm,Andalucía
Los Negrillos solar farm,solar,Spain,MWh,pre-construction,57384.0,,,39.6111,-2.7904,https://gem.wiki/Los_Negrillos_solar_farm,Castilla_la_Mancha
Los Nevados solar farm,solar,Spain,MWh,pre-construction,72000.0,,,39.6111,-2.7904,https://gem.wiki/Los_Nevados_solar_farm,Castilla_la_Mancha
Los Pastores solar farm,solar,Spain,MWh,pre-construction,83880.0,,,39.6111,-2.7904,https://gem.wiki/Los_Pastores_solar_farm,Castilla_la_Mancha
Los Predios solar farm,solar,Spain,MWh,pre-construction,57168.00000000001,,Stratkraft,39.3925,-0.7522,https://gem.wiki/Los_Predios_solar_farm,Valencia
Los Quincetos solar farm,solar,Spain,MWh,pre-construction,36072.0,,Opdenergy,41.6328,-5.178,https://gem.wiki/Los_Quincetos_solar_farm,Castilla_León
Los Silos solar farm,solar,Spain,MWh,pre-construction,36000.0,,Opdenergy,41.2135,-4.6773,https://gem.wiki/Los_Silos_solar_farm,Castilla_León
Lucena solar farm,solar,Spain,MWh,pre-construction,82224.0,,,41.3473,-0.7809,https://gem.wiki/Lucena_solar_farm,Aragón
Luciérnaga solar farm,solar,Spain,MWh,pre-construction,82800.0,,,39.6111,-2.7904,https://gem.wiki/Luciérnaga_solar_farm,Castilla_la_Mancha
Luke solar farm,solar,Spain,MWh,pre-construction,61128.00000000001,,Ventaja Solar 22 SL,37.6087,-4.6016,https://gem.wiki/Luke_solar_farm,Andalucía
Luminora solar farm,solar,Spain,MWh,pre-construction,144000.0,,Total Energies SE,37.8346,-0.7927,https://gem.wiki/Luminora_solar_farm,Murcia
Luzentia solar farm,solar,Spain,MWh,operating,16560.0,2007.0,Cubico Sustainable Investments,38.4715,-1.4231,https://gem.wiki/Luzentia_solar_farm,Murcia
MRH1 solar farm,solar,Spain,MWh,pre-construction,36000.0,,Matrix Renewables,39.5512,-2.755,https://gem.wiki/MRH1_solar_farm,Castilla_la_Mancha
MRH2 solar farm,solar,Spain,MWh,pre-construction,72000.0,,Matrix Renewables,41.7494,-4.7398,https://gem.wiki/MRH2_solar_farm,Castilla_León
MRH3 solar farm,solar,Spain,MWh,pre-construction,108000.0,,Matrix Renewables,41.7494,-4.7398,https://gem.wiki/MRH3_solar_farm,Castilla_León
MRV solar farm,solar,Spain,MWh,pre-construction,39600.0,,Matrix Renewables,42.0093,-4.5276,https://gem.wiki/MRV_solar_farm,Castilla_León
Madrid Norte solar farm,solar,Spain,MWh,pre-construction,66240.0,,Matrix Renewables,39.5512,-2.755,https://gem.wiki/Madrid_Norte_solar_farm,Castilla_la_Mancha
Magallon (Fornax) solar farm,solar,Spain,MWh,pre-construction,86256.0,,Fornax Energy,41.8329,-1.4647,https://gem.wiki/Magallon_(Fornax)_solar_farm,Aragón
Magallon (Fornax) solar farm,solar,Spain,MWh,pre-construction,86256.0,,Fornax Energy,41.8329,-1.4647,https://gem.wiki/Magallon_(Fornax)_solar_farm,Aragón
Magallon (Fornax) solar farm,solar,Spain,MWh,pre-construction,86256.0,,Fornax Energy,41.8329,-1.4647,https://gem.wiki/Magallon_(Fornax)_solar_farm,Aragón
Magda solar farm,solar,Spain,MWh,pre-construction,108000.0,,Akuo Energy,40.008,-0.1038,https://gem.wiki/Magda_solar_farm,Valencia
Maira Alpha solar farm,solar,Spain,MWh,pre-construction,122328.0,,,41.77,-4.2093,https://gem.wiki/Maira_Alpha_solar_farm,Castilla_León
Maira Beta solar farm,solar,Spain,MWh,pre-construction,107928.0,,,41.77,-4.2093,https://gem.wiki/Maira_Beta_solar_farm,Castilla_León
Majada Alta solar farm,solar,Spain,MWh,construction,36000.0,2024.0,Iberdrola SA,39.6511,-7.4991,https://gem.wiki/Majada_Alta_solar_farm,Extremadura
Majadas CSP solar farm,solar,Spain,MWh,operating,36000.0,2010.0,Acciona,39.9696,-5.7417,https://gem.wiki/Majadas_CSP_solar_farm,Extremadura
Majadas solar farm,solar,Spain,MWh,pre-construction,144000.0,,,39.6111,-2.7904,https://gem.wiki/Majadas_solar_farm,Castilla_la_Mancha
Malabrigo solar farm,solar,Spain,MWh,operating,33552.0,2022.0,Renewables Infrastructure Group LTD (TRIG),36.6901,-6.1264,https://gem.wiki/Malabrigo_solar_farm,Andalucía
Malaga solar farm,solar,Spain,MWh,announced,74736.0,,Euder Energy SL,36.7339,-4.5299,https://gem.wiki/Malaga_solar_farm,Andalucía
Manantiales solar farm,solar,Spain,MWh,construction,21600.0,,Iberdrola SA,40.6341,-3.1717,https://gem.wiki/Manantiales_solar_farm,Castilla_la_Mancha
Manchasol CSP solar farm,solar,Spain,MWh,operating,36000.0,2011.0,Cobra Group,39.1887,-3.3116,https://gem.wiki/Manchasol_CSP_solar_farm,Castilla_la_Mancha
Manchasol CSP solar farm,solar,Spain,MWh,operating,36000.0,2011.0,Cobra Group,39.1772,-3.3131,https://gem.wiki/Manchasol_CSP_solar_farm,Castilla_la_Mancha
Mangraners & Albatarrec solar farm,solar,Spain,MWh,announced,129600.0,,Solaria Energía y Medio Ambiente SA,41.6131,0.5016,https://gem.wiki/Mangraners_&_Albatarrec_solar_farm,Cataluña
Mantia solar farm,solar,Spain,MWh,pre-construction,89928.0,,,40.0213,-3.9894,https://gem.wiki/Mantia_solar_farm,Castilla_la_Mancha
Mantia solar farm,solar,Spain,MWh,pre-construction,21528.0,,,40.0213,-3.9894,https://gem.wiki/Mantia_solar_farm,Castilla_la_Mancha
Mantina 3 solar farm,solar,Spain,MWh,pre-construction,21528.0,,,39.6111,-2.7904,https://gem.wiki/Mantina_3_solar_farm,Castilla_la_Mancha
Manto solar farm,solar,Spain,MWh,pre-construction,38520.0,,,41.3473,-0.7809,https://gem.wiki/Manto_solar_farm,Aragón
Manzanares (Elawan Energy) solar farm,solar,Spain,MWh,construction,25920.0,2023.0,Elawan Energy,39.0242,-3.381,https://gem.wiki/Manzanares_(Elawan_Energy)_solar_farm,Castilla_la_Mancha
Manzanares Gorbea solar farm,solar,Spain,MWh,pre-construction,61344.0,,,39.6111,-2.7904,https://gem.wiki/Manzanares_Gorbea_solar_farm,Castilla_la_Mancha
Manzanares solar farm,solar,Spain,MWh,construction,30240.0,2024.0,China Three Gorges CORP (CTG),38.9964,-3.3847,https://gem.wiki/Manzanares_solar_farm,Castilla_la_Mancha
Manzanares solar farm,solar,Spain,MWh,construction,30240.0,,China Three Gorges CORP (CTG),38.9964,-3.3847,https://gem.wiki/Manzanares_solar_farm,Castilla_la_Mancha
Maragato Solar 1 solar farm,solar,Spain,MWh,pre-construction,130608.0,,Stratkraft,42.4099,-6.0974,https://gem.wiki/Maragato_Solar_1_solar_farm,Castilla_León
Maragato solar farm,solar,Spain,MWh,pre-construction,100440.0,,Zabar Solar Group,42.4543,-6.0155,https://gem.wiki/Maragato_solar_farm,Castilla_León
Marciaga solar farm,solar,Spain,MWh,pre-construction,45000.0,,Ignis Energia,36.7862,-4.8434,https://gem.wiki/Marciaga_solar_farm,Andalucía
Marmolejo solar farm,solar,Spain,MWh,pre-construction,21600.0,,Greenalia,38.0449,-4.171,https://gem.wiki/Marmolejo_solar_farm,Andalucía
Marmolejo solar farm,solar,Spain,MWh,pre-construction,21600.0,,Greenalia,38.0449,-4.171,https://gem.wiki/Marmolejo_solar_farm,Andalucía
Martiánez solar farm,solar,Spain,MWh,pre-construction,37080.0,,Total Energies SE,40.4195,-3.698,https://gem.wiki/Martiánez_solar_farm,Madrid
Matahermosa solar farm,solar,Spain,MWh,pre-construction,54288.00000000001,,,39.6111,-2.7904,https://gem.wiki/Matahermosa_solar_farm,Castilla_la_Mancha
Mauircio solar farm,solar,Spain,MWh,pre-construction,72000.0,,Total Energies SE,40.4195,-3.698,https://gem.wiki/Mauircio_solar_farm,Madrid
Mauricio solar farm,solar,Spain,MWh,pre-construction,72000.0,,,40.4325,-3.6799,https://gem.wiki/Mauricio_solar_farm,Madrid
Meco solar farm,solar,Spain,MWh,pre-construction,36000.0,,Matrix Renewables,40.5458,-3.3103,https://gem.wiki/Meco_solar_farm,Madrid
Medina solar farm,solar,Spain,MWh,operating,21600.0,2019.0,Solaria Energía y Medio Ambiente SA,41.3057,-4.9299,https://gem.wiki/Medina_solar_farm,Castilla_León
Mediomonte solar farm,solar,Spain,MWh,operating,35856.0,,,41.2874,-0.324,https://gem.wiki/Mediomonte_solar_farm,Aragón
Minglanilla solar farm,solar,Spain,MWh,operating,71712.0,2022.0,Enel Green Power España,39.5331,-1.5974,https://gem.wiki/Minglanilla_solar_farm,Castilla_la_Mancha
Minglanilla solar farm,solar,Spain,MWh,operating,71712.0,2022.0,Enel Green Power España,39.5331,-1.5974,https://gem.wiki/Minglanilla_solar_farm,Castilla_la_Mancha
Mirabel Ellomay solar farm,solar,Spain,MWh,pre-construction,216000.0,,,38.791,-5.6362,https://gem.wiki/Mirabel_Ellomay_solar_farm,Extremadura
Miraflores solar farm,solar,Spain,MWh,operating,15840.0,2022.0,Naturgy,38.7503,-5.5455,https://gem.wiki/Miraflores_solar_farm,Extremadura
Miralcampo solar farm,solar,Spain,MWh,pre-construction,206856.0,,,39.6111,-2.7904,https://gem.wiki/Miralcampo_solar_farm,Castilla_la_Mancha
Miramundo solar farm,solar,Spain,MWh,operating,36000.0,2019.0,Opdenergy,36.5409,-6.0828,https://gem.wiki/Miramundo_solar_farm,Andalucía
Mocatero solar farm,solar,Spain,MWh,operating,28872.0,,,41.2874,-0.324,https://gem.wiki/Mocatero_solar_farm,Aragón
Monclova solar farm,solar,Spain,MWh,operating,36000.0,2019.0,Solarpack,37.4744,-5.3375,https://gem.wiki/Monclova_solar_farm,Andalucía
Monforte del Cid solar farm,solar,Spain,MWh,pre-construction,72000.0,,Bruc Iberia Energy Investment Partners,38.3621,-0.4845,https://gem.wiki/Monforte_del_Cid_solar_farm,Valencia
Monteria (Grupo Ignis) solar farm,solar,Spain,MWh,pre-construction,46800.0,,Ignis Energia,40.5718,-3.2918,https://gem.wiki/Monteria_(Grupo_Ignis)_solar_farm,Madrid
Montería (Total Energies) solar farm,solar,Spain,MWh,pre-construction,32760.0,,Total Energies SE,40.2033,-3.8764,https://gem.wiki/Montería_(Total_Energies)_solar_farm,Madrid
Montería (Total Energies) solar farm,solar,Spain,MWh,pre-construction,32760.0,,Total Energies SE,40.2033,-3.8764,https://gem.wiki/Montería_(Total_Energies)_solar_farm,Madrid
Montería 2 (Bidasoa) solar farm,solar,Spain,MWh,pre-construction,36000.0,,,39.6111,-2.7904,https://gem.wiki/Montería_2_(Bidasoa)_solar_farm,Castilla_la_Mancha
Montería 2 (Bidasoa) solar farm,solar,Spain,MWh,pre-construction,36000.0,,,39.6111,-2.7904,https://gem.wiki/Montería_2_(Bidasoa)_solar_farm,Castilla_la_Mancha
Montesol solar farm,solar,Spain,MWh,operating,36000.0,2020.0,Opdenergy,40.7088,-0.9188,https://gem.wiki/Montesol_solar_farm,Aragón
Montesordo solar farm,solar,Spain,MWh,pre-construction,54000.0,,,38.791,-5.6362,https://gem.wiki/Montesordo_solar_farm,Extremadura
Montesordo solar farm,solar,Spain,MWh,pre-construction,43416.0,,,38.791,-5.6362,https://gem.wiki/Montesordo_solar_farm,Extremadura
Monóver solar farm,solar,Spain,MWh,pre-construction,83808.0,,Atitlan Helios,38.3615,-0.5108,https://gem.wiki/Monóver_solar_farm,Valencia
Morata (Alten) solar farm,solar,Spain,MWh,pre-construction,43200.0,,Alten Energías Renovables,39.8585,-4.031,https://gem.wiki/Morata_(Alten)_solar_farm,Castilla_la_Mancha
Morata (Libienergy) solar farm,solar,Spain,MWh,pre-construction,38880.0,,Libienergy Energías SL,39.6111,-2.7904,https://gem.wiki/Morata_(Libienergy)_solar_farm,Castilla_la_Mancha
Morata (Matrix) solar farm,solar,Spain,MWh,pre-construction,43200.0,,Matrix Renewables,39.9315,-3.3459,https://gem.wiki/Morata_(Matrix)_solar_farm,Castilla_la_Mancha
Morena solar farm,solar,Spain,MWh,pre-construction,79128.0,,Total Energies SE,40.4154,-3.7043,https://gem.wiki/Morena_solar_farm,Madrid
Morón Thermosolar solar farm,solar,Spain,MWh,operating,35928.0,2012.0,Grupo Ibereólica Renovables,37.1182,-5.5711,https://gem.wiki/Morón_Thermosolar_solar_farm,Andalucía
Morón de Almazán Hybrid solar farm,solar,Spain,MWh,pre-construction,35640.0,,Iberdrola SA,41.3892,-2.4272,https://gem.wiki/Morón_de_Almazán_Hybrid_solar_farm,Castilla_León
Mosquetón solar farm,solar,Spain,MWh,pre-construction,64008.00000000001,,Ignis Energia,40.5169,-3.1261,https://gem.wiki/Mosquetón_solar_farm,Castilla_la_Mancha
Motilla solar farm,solar,Spain,MWh,pre-construction,218880.0,,,39.6111,-2.7904,https://gem.wiki/Motilla_solar_farm,Castilla_la_Mancha
Mudejar solar farm,solar,Spain,MWh,construction,36000.0,2023.0,Grupo SAMCA,40.9829,-0.4421,https://gem.wiki/Mudejar_solar_farm,Aragón
Mula Solar Photovoltaic Power Plant,solar,Spain,MWh,operating,355680.0,2019.0,Northleaf Capital Partners,38.0224,-1.492,https://gem.wiki/Mula_Solar_Photovoltaic_Power_Plant,Murcia
