project,type,country,unit,status,capacity,start_year,owner,lat,lng,url,aacc
Mallén wind farm,wind,Spain,MWh,operating,21600.0,2006.0,,41.882,-1.392,https://gem.wiki/Mallén_wind_farm,Aragón
Mallén wind farm,wind,Spain,MWh,pre-construction,14400.0,,Viesgo Renovables SL,41.9046,-1.4205,https://gem.wiki/Mallén_wind_farm,Aragón
Malpica wind farm,wind,Spain,MWh,retired,12240.0,1997.0,Enerfin Resources CO,39.3261,-4.838,https://gem.wiki/Malpica_wind_farm,Extremadura
Malpica wind farm,wind,Spain,MWh,operating,12240.0,2017.0,Enerfin Resources CO,43.3228,-8.8105,https://gem.wiki/Malpica_wind_farm,
Mangraners wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.4637,0.4119,https://gem.wiki/Mangraners_wind_farm,Cataluña
Manzanal wind farm,wind,Spain,MWh,operating,29520.0,2003.0,Energaas Renovables del Bierzo (ERBI),42.0286,-2.231,https://gem.wiki/Manzanal_wind_farm,Castilla_León
Manzanera wind farm,wind,Spain,MWh,operating,18720.0,2006.0,Acciona Energía [50%]; Med Wind [50%],40.6377,-0.3404,https://gem.wiki/Manzanera_wind_farm,Valencia
Manzanera wind farm,wind,Spain,MWh,operating,17280.0,2022.0,Acciona Energía [50%]; Med Wind [50%],39.9665,-0.0812,https://gem.wiki/Manzanera_wind_farm,Valencia
Mar De Ágata wind farm,wind,Spain,MWh,pre-construction,216000.0,2027.0,BlueFloat Energy; SENER,36.8684,-1.8926,https://gem.wiki/Mar_De_Ágata_wind_farm,
Mar De Canarias wind farm,wind,Spain,MWh,pre-construction,7200.0,,Esdras Automática SL,27.8701,-15.3394,https://gem.wiki/Mar_De_Canarias_wind_farm,
Maragouto wind farm,wind,Spain,MWh,construction,25200.0,2023.0,Capital Energy,42.8428,-8.9085,https://gem.wiki/Maragouto_wind_farm,Galicia
Maranchón Sur wind farm,wind,Spain,MWh,operating,8640.0,2006.0,Iberdrola Renovables Energia SA,41.0299,-2.1964,https://gem.wiki/Maranchón_Sur_wind_farm,Castilla_la_Mancha
Maranchón wind farm,wind,Spain,MWh,operating,12960.0,2005.0,Iberdrola Renovables Energia SA,41.0475,-2.2048,https://gem.wiki/Maranchón_wind_farm,Castilla_la_Mancha
Maranchón wind farm,wind,Spain,MWh,operating,34560.0,2005.0,Iberdrola Renovables Energia SA,41.0501,-2.2001,https://gem.wiki/Maranchón_wind_farm,Castilla_la_Mancha
Mareiro wind farm,wind,Spain,MWh,operating,10800.0,2003.0,Acciona Energía,43.5601,-7.6401,https://gem.wiki/Mareiro_wind_farm,Galicia
Maresia Offshore wind farm,wind,Spain,MWh,pre-construction,183600.0,,Capital Energy,28.1781,-15.4709,https://gem.wiki/Maresia_Offshore_wind_farm,
María wind farm,wind,Spain,MWh,pre-construction,35280.0,,,41.3787,-0.7639,https://gem.wiki/María_wind_farm,Aragón
María wind farm,wind,Spain,MWh,pre-construction,35280.0,,,41.3413,-0.9595,https://gem.wiki/María_wind_farm,Aragón
Marmellar wind farm,wind,Spain,MWh,operating,36000.0,2007.0,Exus Partners,42.4048,-3.7696,https://gem.wiki/Marmellar_wind_farm,Castilla_León
Martí wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.5647,1.1835,https://gem.wiki/Martí_wind_farm,Cataluña
Martín De La Jara wind farm,wind,Spain,MWh,operating,25920.0,2022.0,Iberdrola Renovables Energia SA,37.1078,-4.9636,https://gem.wiki/Martín_De_La_Jara_wind_farm,Andalucía
Masgalán-Campo De Coco wind farm,wind,Spain,MWh,operating,36000.0,2001.0,Iberdrola Renovables Energia SA,42.601,-8.267,https://gem.wiki/Masgalán-Campo_De_Coco_wind_farm,Galicia
Matabuey wind farm,wind,Spain,MWh,operating,11520.0,2010.0,Viesgo Renovables SL,40.8705,-5.4349,https://gem.wiki/Matabuey_wind_farm,Castilla_León
Matasejun wind farm,wind,Spain,MWh,pre-construction,19440.0,,Retasa,41.988,-2.2326,https://gem.wiki/Matasejun_wind_farm,Castilla_León
Maza wind farm,wind,Spain,MWh,operating,36000.0,2005.0,Iberdrola Renovables Energia SA,39.6358,-1.7449,https://gem.wiki/Maza_wind_farm,Castilla_la_Mancha
Mazoral Y Rajola wind farm,wind,Spain,MWh,operating,20160.0,2007.0,Acciona Energía,39.9986,-0.7201,https://gem.wiki/Mazoral_Y_Rajola_wind_farm,Valencia
Meda Galicia wind farm,wind,Spain,MWh,cancelled,8640.0,,Iberdrola Renovables Energia SA,42.2753,-7.5027,https://gem.wiki/Meda_Galicia_wind_farm,Galicia
Meda Galicia wind farm,wind,Spain,MWh,cancelled,10080.0,,Iberdrola Renovables Energia SA,42.3021,-7.0008,https://gem.wiki/Meda_Galicia_wind_farm,Galicia
Medfloat Pilot Parc Offshore Floating wind farm,wind,Spain,MWh,announced,36000.0,2025.0,Saitec Offshore,42.3221,3.3192,https://gem.wiki/Medfloat_Pilot_Parc_Offshore_Floating_wind_farm,
Meirama wind farm,wind,Spain,MWh,pre-construction,32040.0,,Naturgy,43.2097,-8.4385,https://gem.wiki/Meirama_wind_farm,Galicia
Menaute wind farm,wind,Spain,MWh,operating,26640.0,,Enel Green Power España,37.0474,-4.9177,https://gem.wiki/Menaute_wind_farm,Andalucía
Mency Floating Offshore wind farm,wind,Spain,MWh,pre-construction,108000.0,,Capital Energy,28.4176,-16.6559,https://gem.wiki/Mency_Floating_Offshore_wind_farm,
Merengue wind farm,wind,Spain,MWh,operating,28800.0,2019.0,Naturgy,39.9857,-6.1539,https://gem.wiki/Merengue_wind_farm,Extremadura
Merengue wind farm,wind,Spain,MWh,construction,36000.0,2023.0,Naturgy,39.9859,-6.154,https://gem.wiki/Merengue_wind_farm,Extremadura
Merindad wind farm,wind,Spain,MWh,pre-construction,32400.0,,Naturgy,42.3448,-3.6812,https://gem.wiki/Merindad_wind_farm,Castilla_León
Merindades wind farm,wind,Spain,MWh,pre-construction,35280.0,,Villar Mir Energía (VME),42.3448,-3.6812,https://gem.wiki/Merindades_wind_farm,Castilla_León
Metis wind farm,wind,Spain,MWh,construction,36000.0,2023.0,Forestalia,41.3787,-0.7639,https://gem.wiki/Metis_wind_farm,Aragón
Millars wind farm,wind,Spain,MWh,pre-construction,20880.0,,Naturgy,41.7721,1.395,https://gem.wiki/Millars_wind_farm,Cataluña
Mingorrubio wind farm,wind,Spain,MWh,operating,18000.0,2009.0,Viesgo Renovables SL,38.9386,-2.2946,https://gem.wiki/Mingorrubio_wind_farm,Castilla_la_Mancha
Mínguez wind farm,wind,Spain,MWh,pre-construction,13680.0,,Siemens Gamesa Renewable Energy,41.3787,-0.7639,https://gem.wiki/Mínguez_wind_farm,Aragón
Miñon wind farm,wind,Spain,MWh,operating,17280.0,2019.0,Greenalia,43.1084,-9.0684,https://gem.wiki/Miñon_wind_farm,Galicia
Mirabel wind farm,wind,Spain,MWh,operating,18720.0,2020.0,Naturgy,41.8401,-5.02,https://gem.wiki/Mirabel_wind_farm,Castilla_León
Miramón wind farm,wind,Spain,MWh,pre-construction,51840.0,,Opdenergy,42.4728,-2.4211,https://gem.wiki/Miramón_wind_farm,La_Rioja
Mistral Onshore Wind,wind,Spain,MWh,pre-construction,76608.0,,Greenalia,43.1808,-7.8939,https://gem.wiki/Mistral_Onshore_Wind,Galicia
Mizán wind farm,wind,Spain,MWh,pre-construction,18000.0,,Villar Mir Energía (VME),36.9023,-3.5498,https://gem.wiki/Mizán_wind_farm,Andalucía
Moixacre wind farm,wind,Spain,MWh,pre-construction,36000.0,,Iberdrola Renovables Energia SA,40.6188,-0.0998,https://gem.wiki/Moixacre_wind_farm,Valencia
Mojo wind farm,wind,Spain,MWh,pre-construction,36000.0,2025.0,Greenalia,27.8701,-15.3394,https://gem.wiki/Mojo_wind_farm,
Molar De Molinar wind farm,wind,Spain,MWh,operating,36000.0,2000.0,Iberdrola Renovables Energia SA,38.6938,-2.0506,https://gem.wiki/Molar_De_Molinar_wind_farm,Castilla_la_Mancha
Molinaseca wind farm,wind,Spain,MWh,pre-construction,43200.0,,Endesa,42.5892,-5.5633,https://gem.wiki/Molinaseca_wind_farm,Castilla_León
Moncayuelo wind farm,wind,Spain,MWh,operating,34560.0,2005.0,Acciona Energía,42.4419,-1.7503,https://gem.wiki/Moncayuelo_wind_farm,Navarra
Monciro wind farm,wind,Spain,MWh,operating,30240.0,2019.0,Naturgy,43.0801,-7.2901,https://gem.wiki/Monciro_wind_farm,Galicia
Monclues wind farm,wind,Spain,MWh,operating,21600.0,2010.0,Eolia Renovables SA (EOLIASUR),41.3257,0.7298,https://gem.wiki/Monclues_wind_farm,Cataluña
Mondoñedo wind farm,wind,Spain,MWh,operating,35280.0,2007.0,Eolia Renovables SA (EOLIASUR),43.4523,-7.4041,https://gem.wiki/Mondoñedo_wind_farm,Galicia
Monforte wind farm,wind,Spain,MWh,operating,35280.0,,Mirova Eurofideme,41.077,-1.0101,https://gem.wiki/Monforte_wind_farm,Aragón
Monforte wind farm,wind,Spain,MWh,operating,16560.0,,Mirova Eurofideme,41.091,-1.016,https://gem.wiki/Monforte_wind_farm,Aragón
Monlora wind farm,wind,Spain,MWh,operating,36000.0,,Mirova Eurofideme,42.076,-1.008,https://gem.wiki/Monlora_wind_farm,Aragón
Monlora wind farm,wind,Spain,MWh,operating,36000.0,,Mirova Eurofideme,42.074,-0.956,https://gem.wiki/Monlora_wind_farm,Aragón
Monlora wind farm,wind,Spain,MWh,operating,36000.0,,Mirova Eurofideme,42.031,-1.012,https://gem.wiki/Monlora_wind_farm,Aragón
Monlora wind farm,wind,Spain,MWh,operating,15840.0,,Mirova Eurofideme,42.023,-0.9001,https://gem.wiki/Monlora_wind_farm,Aragón
Monlora wind farm,wind,Spain,MWh,operating,21600.0,,Mirova Eurofideme,42.021,-0.874,https://gem.wiki/Monlora_wind_farm,Aragón
Monseivane wind farm,wind,Spain,MWh,operating,29520.0,2004.0,EDP Renovables España,43.397,-7.557,https://gem.wiki/Monseivane_wind_farm,Galicia
Montamarta wind farm,wind,Spain,MWh,operating,15840.0,2008.0,Naturgy,41.6401,-5.8801,https://gem.wiki/Montamarta_wind_farm,Castilla_León
Montaña De Arinaga wind farm,wind,Spain,MWh,operating,13680.0,2022.0,Grupo Lopesan,37.1392,-3.6705,https://gem.wiki/Montaña_De_Arinaga_wind_farm,Andalucía
Montaña De Muros wind farm,wind,Spain,MWh,pre-construction,30960.0,,,40.3042,0.2253,https://gem.wiki/Montaña_De_Muros_wind_farm,Valencia
Montanchez wind farm,wind,Spain,MWh,pre-construction,31680.0,2023.0,Grupo Reoleum,39.3261,-4.838,https://gem.wiki/Montanchez_wind_farm,Extremadura
Montanchez wind farm,wind,Spain,MWh,pre-construction,14400.0,,Grupo Reoleum,39.3261,-4.838,https://gem.wiki/Montanchez_wind_farm,Extremadura
Montañés wind farm,wind,Spain,MWh,pre-construction,17280.0,,,41.6517,-0.7839,https://gem.wiki/Montañés_wind_farm,Aragón
Montargull wind farm,wind,Spain,MWh,operating,21600.0,2009.0,Gerrsa,41.5536,1.3745,https://gem.wiki/Montargull_wind_farm,Cataluña
Montargull wind farm,wind,Spain,MWh,operating,10080.0,,Enel Green Power España; Elawan Energy,41.5536,1.3745,https://gem.wiki/Montargull_wind_farm,Cataluña
Monte Cabezas wind farm,wind,Spain,MWh,operating,27360.0,2005.0,Enerfin Resources CO,42.7234,-7.8865,https://gem.wiki/Monte_Cabezas_wind_farm,Galicia
Monte Carrio wind farm,wind,Spain,MWh,operating,22320.0,2002.0,Iberdrola Renovables Energia SA,42.6609,-8.1129,https://gem.wiki/Monte_Carrio_wind_farm,Galicia
Monte Da Serra wind farm,wind,Spain,MWh,operating,10080.0,2000.0,Naturgy; ACS Group,43.5179,-7.8822,https://gem.wiki/Monte_Da_Serra_wind_farm,Galicia
Monte De La Cueva wind farm,wind,Spain,MWh,pre-construction,36000.0,,Windvision,41.2592,-6.0739,https://gem.wiki/Monte_De_La_Cueva_wind_farm,Castilla_León
Monte De Porcallos wind farm,wind,Spain,MWh,construction,40320.0,2023.0,,42.6614,-8.111,https://gem.wiki/Monte_De_Porcallos_wind_farm,Galicia
Monte Do Cordal wind farm,wind,Spain,MWh,pre-construction,9360.0,,Greenalia,43.0304,-7.7939,https://gem.wiki/Monte_Do_Cordal_wind_farm,Galicia
Monte Inxeiro wind farm,wind,Spain,MWh,pre-construction,27360.0,,,43.0768,-8.4078,https://gem.wiki/Monte_Inxeiro_wind_farm,Galicia
Monte Marbán wind farm,wind,Spain,MWh,operating,7920.0,1999.0,Naturgy; ACS Group,43.5179,-7.8822,https://gem.wiki/Monte_Marbán_wind_farm,Galicia
Monte Molón wind farm,wind,Spain,MWh,operating,21600.0,2002.0,Iberdrola Renovables Energia SA,39.7046,-1.3809,https://gem.wiki/Monte_Molón_wind_farm,Castilla_la_Mancha
Monte Peón wind farm,wind,Spain,MWh,pre-construction,9072.0,,Naturgy,42.871,-8.1228,https://gem.wiki/Monte_Peón_wind_farm,Galicia
Monte Redondo wind farm (Spain),wind,Spain,MWh,operating,36000.0,2001.0,Naturgy; ACS Group,43.1201,-9.0901,https://gem.wiki/Monte_Redondo_wind_farm_(Spain),Galicia
Monte Seixo wind farm,wind,Spain,MWh,operating,17280.0,2000.0,Fomentos de Construcciones y Contratas (FCC),42.4906,-8.3675,https://gem.wiki/Monte_Seixo_wind_farm,Galicia
Monte Seixo wind farm,wind,Spain,MWh,operating,7920.0,,Fomentos de Construcciones y Contratas (FCC),42.1388,-8.7897,https://gem.wiki/Monte_Seixo_wind_farm,Galicia
Monte Tourado wind farm,wind,Spain,MWh,operating,7200.0,2021.0,Greenalia,43.0715,-9.0086,https://gem.wiki/Monte_Tourado_wind_farm,Galicia
Monte Tourado-Eixe wind farm,wind,Spain,MWh,operating,28800.0,2019.0,Naturgy,43.0715,-9.0086,https://gem.wiki/Monte_Tourado-Eixe_wind_farm,Galicia
Monte Toural wind farm,wind,Spain,MWh,construction,12960.0,2023.0,Greenalia,43.371,-8.3959,https://gem.wiki/Monte_Toural_wind_farm,Galicia
Monte Treito wind farm,wind,Spain,MWh,operating,28080.0,2001.0,Iberdrola Renovables Energia SA,42.7501,-8.7801,https://gem.wiki/Monte_Treito_wind_farm,Galicia
Monte Villalbesa wind farm,wind,Spain,MWh,operating,17280.0,2000.0,Naturgy; ACS Group,43.5179,-7.8822,https://gem.wiki/Monte_Villalbesa_wind_farm,Galicia
Montegordo wind farm,wind,Spain,MWh,operating,34560.0,2010.0,Saeta Yield SA,37.3288,-7.4085,https://gem.wiki/Montegordo_wind_farm,Andalucía
Monteiro wind farm,wind,Spain,MWh,pre-construction,24480.0,,Greenalia,42.8545,-7.1616,https://gem.wiki/Monteiro_wind_farm,Galicia
Montejo De Bricia wind farm,wind,Spain,MWh,operating,10080.0,,Naturgy,42.9001,-3.8601,https://gem.wiki/Montejo_De_Bricia_wind_farm,Castilla_León
Montemayor wind farm,wind,Spain,MWh,operating,15120.0,2005.0,Acciona Energía,43.4401,-7.4201,https://gem.wiki/Montemayor_wind_farm,Galicia
Montemayor wind farm,wind,Spain,MWh,operating,9360.0,2005.0,Acciona Energía,43.3667,-7.4833,https://gem.wiki/Montemayor_wind_farm,Galicia
Montero wind farm,wind,Spain,MWh,operating,18720.0,2003.0,Grupo SAMCA,41.768,-1.263,https://gem.wiki/Montero_wind_farm,Aragón
Montes De Abella wind farm,wind,Spain,MWh,operating,10800.0,2019.0,Fergo Galicia Vento SI,42.796,-7.2622,https://gem.wiki/Montes_De_Abella_wind_farm,Galicia
Montes De Cierzo wind farm,wind,Spain,MWh,operating,20880.0,2000.0,Enerfin Resources CO,42.0617,-1.6045,https://gem.wiki/Montes_De_Cierzo_wind_farm,Navarra
Montes De Cierzo wind farm,wind,Spain,MWh,operating,22320.0,2000.0,Enerfin Resources CO,42.0617,-1.6045,https://gem.wiki/Montes_De_Cierzo_wind_farm,Navarra
Montes De Cierzo wind farm,wind,Spain,MWh,operating,25200.0,2022.0,Enerfin Resources CO,42.3598,-1.4548,https://gem.wiki/Montes_De_Cierzo_wind_farm,Navarra
Montes De Cierzo wind farm,wind,Spain,MWh,operating,20880.0,,Enerfin Resources CO,42.3598,-1.4548,https://gem.wiki/Montes_De_Cierzo_wind_farm,Navarra
Montes De Iturrieta wind farm,wind,Spain,MWh,pre-construction,54000.0,,Aixendar,42.7403,-2.4475,https://gem.wiki/Montes_De_Iturrieta_wind_farm,País_Vasco
Montija wind farm,wind,Spain,MWh,operating,22320.0,2004.0,Naturgy; Grupo Jorge,43.101,-3.4801,https://gem.wiki/Montija_wind_farm,Castilla_León
Montouto 2000 wind farm,wind,Spain,MWh,operating,28800.0,2000.0,Adelanta Group,42.1479,-8.3593,https://gem.wiki/Montouto_2000_wind_farm,Galicia
Montouto wind farm,wind,Spain,MWh,operating,15120.0,2001.0,Norvento Enerxia,43.3001,-7.6833,https://gem.wiki/Montouto_wind_farm,Galicia
Monzón wind farm,wind,Spain,MWh,pre-construction,36000.0,,Greenalia,43.2136,-7.2937,https://gem.wiki/Monzón_wind_farm,Galicia
Moratalla wind farm,wind,Spain,MWh,cancelled,15840.0,,,38.1893,-1.8918,https://gem.wiki/Moratalla_wind_farm,Murcia
Morón De Almazán wind farm,wind,Spain,MWh,operating,36000.0,2006.0,Iberdrola Renovables Energia SA,41.3892,-2.4272,https://gem.wiki/Morón_De_Almazán_wind_farm,Castilla_León
Morrablancar wind farm,wind,Spain,MWh,operating,9360.0,2003.0,Iberdrola Renovables Energia SA,38.9746,-1.5841,https://gem.wiki/Morrablancar_wind_farm,Castilla_la_Mancha
Morteruelo wind farm,wind,Spain,MWh,pre-construction,18000.0,,Siemens Gamesa Renewable Energy SA,40.7621,-1.0293,https://gem.wiki/Morteruelo_wind_farm,Aragón
Mostaza wind farm,wind,Spain,MWh,operating,12960.0,,EDP Renovables España,36.3149,-5.9447,https://gem.wiki/Mostaza_wind_farm,Andalucía
Motarro wind farm,wind,Spain,MWh,pre-construction,24480.0,,,40.9988,0.8497,https://gem.wiki/Motarro_wind_farm,Cataluña
Motilla wind farm,wind,Spain,MWh,operating,36720.0,2021.0,Enel Green Power España,39.5619,-1.9172,https://gem.wiki/Motilla_wind_farm,Castilla_la_Mancha
Mudarra wind farm,wind,Spain,MWh,pre-construction,72000.0,2024.0,Abei Energy,41.8664,-2.8997,https://gem.wiki/Mudarra_wind_farm,Castilla_León
Mudefer wind farm,wind,Spain,MWh,operating,32400.0,,Audax Renovables [42.3%],41.0373,0.2821,https://gem.wiki/Mudefer_wind_farm,Cataluña
Mudefer wind farm,wind,Spain,MWh,operating,9360.0,,Audax Renovables [42.3%],41.0373,0.2821,https://gem.wiki/Mudefer_wind_farm,Cataluña
Muel wind farm,wind,Spain,MWh,operating,11520.0,1998.0,RWE Innogy Aersa SAU,41.512,-1.1301,https://gem.wiki/Muel_wind_farm,Aragón
Muela (Iberdrola) wind farm,wind,Spain,MWh,operating,36000.0,2004.0,Iberdrola Renovables Energia SA,39.458,-2.2525,https://gem.wiki/Muela_(Iberdrola)_wind_farm,Castilla_la_Mancha
Muela Cubillo wind farm,wind,Spain,MWh,operating,36000.0,2008.0,Iberdrola Renovables Energia SA,40.0247,-1.471,https://gem.wiki/Muela_Cubillo_wind_farm,Castilla_la_Mancha
Muela De Moratalla wind farm,wind,Spain,MWh,cancelled,36000.0,,,38.9667,-1.2167,https://gem.wiki/Muela_De_Moratalla_wind_farm,Castilla_la_Mancha
Muela De Santa Catalina-Cerro Negro wind farm,wind,Spain,MWh,operating,18720.0,2012.0,Saeta Yield SA,39.9242,-1.1332,https://gem.wiki/Muela_De_Santa_Catalina-Cerro_Negro_wind_farm,Valencia
Muela De Todolella wind farm,wind,Spain,MWh,operating,29520.0,2006.0,Acciona Energía [50%]; Med Wind [50%],39.0422,-2.4807,https://gem.wiki/Muela_De_Todolella_wind_farm,Castilla_la_Mancha
Muela De Todolella wind farm,wind,Spain,MWh,operating,29520.0,2022.0,Acciona Energía [50%]; Med Wind [50%],40.3827,-0.1721,https://gem.wiki/Muela_De_Todolella_wind_farm,Valencia
Muela De Tortosilla wind farm,wind,Spain,MWh,operating,26640.0,2000.0,Iberdrola Renovables Energia SA,38.9667,-1.2167,https://gem.wiki/Muela_De_Tortosilla_wind_farm,Castilla_la_Mancha
Multiplat wind farm,wind,Spain,MWh,shelved,7200.0,,Wunder Hexicon,27.9929,-15.357,https://gem.wiki/Multiplat_wind_farm,
Multitecnología wind farm,wind,Spain,MWh,pre-construction,23040.0,,,41.869,-1.3183,https://gem.wiki/Multitecnología_wind_farm,Aragón
Munera wind farm,wind,Spain,MWh,operating,28800.0,2007.0,EDP Renovables España; Ventient Energy,39.0837,-2.4267,https://gem.wiki/Munera_wind_farm,Castilla_la_Mancha
Munera wind farm,wind,Spain,MWh,operating,22320.0,2007.0,EDP Renovables España,39.0837,-2.4267,https://gem.wiki/Munera_wind_farm,Castilla_la_Mancha
Muniesa wind farm,wind,Spain,MWh,operating,33840.0,2019.0,Enel Green Power España,41.099,-0.717,https://gem.wiki/Muniesa_wind_farm,Aragón
Munilla wind farm,wind,Spain,MWh,operating,7200.0,,Iberdrola Renovables Energia SA,42.2064,-2.3397,https://gem.wiki/Munilla_wind_farm,La_Rioja
Munilla-La Santa wind farm,wind,Spain,MWh,operating,25920.0,2004.0,Iberdrola Renovables Energia SA,42.2064,-2.3397,https://gem.wiki/Munilla-La_Santa_wind_farm,La_Rioja
Muno wind farm,wind,Spain,MWh,pre-construction,196560.0,,Capital Energy,41.3787,-0.7639,https://gem.wiki/Muno_wind_farm,Aragón
Muntanyes Del Burgans wind farm,wind,Spain,MWh,pre-construction,35280.0,,,41.0416,0.7346,https://gem.wiki/Muntanyes_Del_Burgans_wind_farm,Cataluña
Muntanyes Del Burgans wind farm,wind,Spain,MWh,pre-construction,35280.0,,,41.0416,0.7346,https://gem.wiki/Muntanyes_Del_Burgans_wind_farm,Cataluña
Muntanyes Del Burgans wind farm,wind,Spain,MWh,pre-construction,59760.0,,,41.0416,0.7346,https://gem.wiki/Muntanyes_Del_Burgans_wind_farm,Cataluña
Muras wind farm,wind,Spain,MWh,operating,17280.0,2000.0,Iberdrola Renovables Energia SA,43.5378,-7.7299,https://gem.wiki/Muras_wind_farm,Galicia
Muras wind farm,wind,Spain,MWh,operating,17280.0,2000.0,Iberdrola Renovables Energia SA,43.4668,-7.7238,https://gem.wiki/Muras_wind_farm,Galicia
Murias wind farm,wind,Spain,MWh,cancelled,36000.0,,,43.1615,-5.6234,https://gem.wiki/Murias_wind_farm,Asturias
Murtes wind farm,wind,Spain,MWh,pre-construction,20160.0,,EDP Renovables España,41.0171,0.5152,https://gem.wiki/Murtes_wind_farm,Cataluña
Muxía wind farm,wind,Spain,MWh,operating,33120.0,2018.0,EDP Renovables España,43.0776,-9.241,https://gem.wiki/Muxía_wind_farm,Galicia
Muxía wind farm,wind,Spain,MWh,operating,15840.0,2018.0,EDP Renovables España,43.0828,-9.1919,https://gem.wiki/Muxía_wind_farm,Galicia
Nacimiento wind farm,wind,Spain,MWh,operating,17280.0,2008.0,Iberdrola Renovables Energia SA,37.1253,-2.6648,https://gem.wiki/Nacimiento_wind_farm,Andalucía
Nairobi wind farm,wind,Spain,MWh,pre-construction,36000.0,,,41.3742,0.551,https://gem.wiki/Nairobi_wind_farm,Cataluña
Nao Victoria Floating Offshore wind farm,wind,Spain,MWh,pre-construction,712800.0,,IberBlue,36.217,-5.2778,https://gem.wiki/Nao_Victoria_Floating_Offshore_wind_farm,
Navas Del Marqués wind farm,wind,Spain,MWh,operating,7920.0,2002.0,Enel Green Power España,40.6401,-4.3801,https://gem.wiki/Navas_Del_Marqués_wind_farm,Castilla_León
Navazuelo wind farm,wind,Spain,MWh,operating,12240.0,2002.0,Enel Green Power España,40.6301,-4.3501,https://gem.wiki/Navazuelo_wind_farm,Castilla_León
Navillas wind farm,wind,Spain,MWh,operating,30240.0,2019.0,WPD,41.8327,-4.8942,https://gem.wiki/Navillas_wind_farm,Castilla_León
Nazario wind farm,wind,Spain,MWh,construction,36000.0,2023.0,Forestalia,41.3787,-0.7639,https://gem.wiki/Nazario_wind_farm,Aragón
Neda wind farm,wind,Spain,MWh,operating,25200.0,2019.0,Norvento Enerxia,43.3466,-7.4449,https://gem.wiki/Neda_wind_farm,Galicia
Negrete wind farm (Spain),wind,Spain,MWh,cancelled,30240.0,,,39.5852,-1.3647,https://gem.wiki/Negrete_wind_farm_(Spain),Valencia
Negrete wind farm (Spain),wind,Spain,MWh,cancelled,28080.0,,,39.5852,-1.3647,https://gem.wiki/Negrete_wind_farm_(Spain),Valencia
Neralda wind farm,wind,Spain,MWh,pre-construction,35280.0,,,42.1487,-2.269,https://gem.wiki/Neralda_wind_farm,La_Rioja
Nerea wind farm,wind,Spain,MWh,operating,28800.0,2004.0,Naturgy,41.983,-6.7638,https://gem.wiki/Nerea_wind_farm,Castilla_León
Neulós wind farm,wind,Spain,MWh,pre-construction,32400.0,,,42.4236,2.9249,https://gem.wiki/Neulós_wind_farm,Cataluña
Noguera wind farm,wind,Spain,MWh,operating,20880.0,2009.0,Saeta Yield SA,37.0228,-2.2625,https://gem.wiki/Noguera_wind_farm,Andalucía
Nordés (Acciona) wind farm,wind,Spain,MWh,operating,14400.0,2000.0,Acciona Energía,43.5814,-7.4683,https://gem.wiki/Nordés_(Acciona)_wind_farm,Galicia
Nordés (Greenalia) wind farm,wind,Spain,MWh,pre-construction,52416.0,,Greenalia,43.6075,-7.9523,https://gem.wiki/Nordés_(Greenalia)_wind_farm,Galicia
Nordes Offshore Floating wind farm,wind,Spain,MWh,announced,378000.0,,BlueFloat Energy; SENER,43.4023,-8.4258,https://gem.wiki/Nordes_Offshore_Floating_wind_farm,
Nordes Offshore Floating wind farm,wind,Spain,MWh,announced,486000.0,,BlueFloat Energy; SENER,43.4023,-8.4258,https://gem.wiki/Nordes_Offshore_Floating_wind_farm,
North Spain (Kinesis Enerji) wind farm,wind,Spain,MWh,construction,36000.0,2024.0,,41.5452,-5.0708,https://gem.wiki/North_Spain_(Kinesis_Enerji)_wind_farm,Castilla_León
Novo wind farm,wind,Spain,MWh,operating,13680.0,2002.0,Naturgy; ACS Group,43.5838,-8.1207,https://gem.wiki/Novo_wind_farm,Galicia
O Cerquieral wind farm,wind,Spain,MWh,pre-construction,19440.0,,Greenalia,43.371,-8.3959,https://gem.wiki/O_Cerquieral_wind_farm,Galicia
Ocean Winds Floating (Ocean Winds/Disa) wind farm,wind,Spain,MWh,pre-construction,103680.0,2025.0,OW Ocean Winds; DISA Renovables SL,27.8128,-15.3854,https://gem.wiki/Ocean_Winds_Floating_(Ocean_Winds/Disa)_wind_farm,
Odón De Buen wind farm,wind,Spain,MWh,pre-construction,11520.0,,,41.6517,-0.7839,https://gem.wiki/Odón_De_Buen_wind_farm,Aragón
Odón De Buen wind farm,wind,Spain,MWh,pre-construction,8640.0,,Salto de Lobo SL,41.6517,-0.7839,https://gem.wiki/Odón_De_Buen_wind_farm,Aragón
Oiz wind farm,wind,Spain,MWh,operating,18720.0,2004.0,Iberdrola Renovables Energia SA,43.2156,-2.5778,https://gem.wiki/Oiz_wind_farm,País_Vasco
Ojos Albos wind farm,wind,Spain,MWh,operating,10800.0,2004.0,EDP Renovables España,40.7101,-4.5001,https://gem.wiki/Ojos_Albos_wind_farm,Castilla_León
Oleron (Norvento Enerxía) wind farm,wind,Spain,MWh,pre-construction,17280.0,,Norvento Enerxia,42.7892,-8.7275,https://gem.wiki/Oleron_(Norvento_Enerxía)_wind_farm,Galicia
Oncala wind farm,wind,Spain,MWh,operating,18000.0,2001.0,Endesa,41.9503,-2.2998,https://gem.wiki/Oncala_wind_farm,Castilla_León
