project,unit,capacity,type,status,start_year,owner,operator,country,url,lat,lng,accuracy
Linglong nuclear power plant,1,125.0,nuclear,construction,,China National Nuclear Power CO LTD,CNNC Hainan Nuclear Power CO LTD,China,https://gem.wiki/Linglong_nuclear_power_plant,19.3026,109.0564,Approximate
Longyou nuclear power plant,1,1250.0,nuclear,cancelled,,China National Nuclear CORP; Zhejiang Energy Group CO LTD,,China,https://gem.wiki/Longyou_nuclear_power_plant,29.0392,119.0883,Approximate
Longyou nuclear power plant,2,1250.0,nuclear,cancelled,,China National Nuclear CORP; Zhejiang Energy Group CO LTD,,China,https://gem.wiki/Longyou_nuclear_power_plant,29.0392,119.0883,Approximate
Longyou nuclear power plant,3,1250.0,nuclear,cancelled,,China National Nuclear CORP; Zhejiang Energy Group CO LTD,,China,https://gem.wiki/Longyou_nuclear_power_plant,29.0392,119.0883,Approximate
Longyou nuclear power plant,4,1250.0,nuclear,cancelled,,China National Nuclear CORP; Zhejiang Energy Group CO LTD,,China,https://gem.wiki/Longyou_nuclear_power_plant,29.0392,119.0883,Approximate
Lufeng nuclear power plant,1,1250.0,nuclear,pre-construction,,CGN Power CO LTD,CGN Lufeng Nuclear Power CO LTD,China,https://gem.wiki/Lufeng_nuclear_power_plant,22.8178,115.8307,Approximate
Lufeng nuclear power plant,2,1250.0,nuclear,pre-construction,,CGN Power CO LTD,CGN Lufeng Nuclear Power CO LTD,China,https://gem.wiki/Lufeng_nuclear_power_plant,22.8178,115.8307,Approximate
Lufeng nuclear power plant,3,1250.0,nuclear,announced,,CGN Power CO LTD,CGN Lufeng Nuclear Power CO LTD,China,https://gem.wiki/Lufeng_nuclear_power_plant,22.8178,115.8307,Approximate
Lufeng nuclear power plant,4,1250.0,nuclear,announced,,CGN Power CO LTD,CGN Lufeng Nuclear Power CO LTD,China,https://gem.wiki/Lufeng_nuclear_power_plant,22.8178,115.8307,Approximate
Lufeng nuclear power plant,5,1200.0,nuclear,construction,2028.0,CGN Power CO LTD,CGN Lufeng Nuclear Power CO LTD,China,https://gem.wiki/Lufeng_nuclear_power_plant,22.8178,115.8307,Approximate
Lufeng nuclear power plant,6,1200.0,nuclear,pre-construction,,CGN Power CO LTD,CGN Lufeng Nuclear Power CO LTD,China,https://gem.wiki/Lufeng_nuclear_power_plant,22.8178,115.8307,Approximate
Maoming nuclear power plant,1-1,200.0,nuclear,announced,,China National Nuclear Power CO LTD [51%]; Donghua Energy CO LTD [49%],CNNC Donghua Maoming Green Energy CO LTD,China,https://gem.wiki/Maoming_nuclear_power_plant,21.5331,111.0337,Approximate
Maoming nuclear power plant,1-2,200.0,nuclear,announced,,China National Nuclear Power CO LTD [51%]; Donghua Energy CO LTD [49%],CNNC Donghua Maoming Green Energy CO LTD,China,https://gem.wiki/Maoming_nuclear_power_plant,21.5331,111.0337,Approximate
Maoming nuclear power plant,1-3,200.0,nuclear,announced,,China National Nuclear Power CO LTD [51%]; Donghua Energy CO LTD [49%],CNNC Donghua Maoming Green Energy CO LTD,China,https://gem.wiki/Maoming_nuclear_power_plant,21.5331,111.0337,Approximate
Nanyang nuclear power plant,1,1250.0,nuclear,cancelled,2017.0,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],CNNC Henan Nuclear Power CO LTD,China,https://gem.wiki/Nanyang_nuclear_power_plant,33.3531,112.6416,Approximate
Nanyang nuclear power plant,2,1250.0,nuclear,cancelled,2017.0,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],CNNC Henan Nuclear Power CO LTD,China,https://gem.wiki/Nanyang_nuclear_power_plant,33.3531,112.6416,Approximate
Nanyang nuclear power plant,3,1250.0,nuclear,cancelled,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],CNNC Henan Nuclear Power CO LTD,China,https://gem.wiki/Nanyang_nuclear_power_plant,33.3531,112.6416,Approximate
Nanyang nuclear power plant,4,1250.0,nuclear,cancelled,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],CNNC Henan Nuclear Power CO LTD,China,https://gem.wiki/Nanyang_nuclear_power_plant,33.3531,112.6416,Approximate
Nanyang nuclear power plant,5,1250.0,nuclear,cancelled,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],CNNC Henan Nuclear Power CO LTD,China,https://gem.wiki/Nanyang_nuclear_power_plant,33.3531,112.6416,Approximate
Nanyang nuclear power plant,6,1250.0,nuclear,cancelled,,China Nuclear Power CO LTD [51%]; State Power Investment Nuclear Energy CO LTD [40%]; Henan Investment Group CO LTD [9%],CNNC Henan Nuclear Power CO LTD,China,https://gem.wiki/Nanyang_nuclear_power_plant,33.3531,112.6416,Approximate
Ningde nuclear power plant,1,1089.0,nuclear,operating,2013.0,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],Fujian Ningde Nuclear Power CO LTD,China,https://gem.wiki/Ningde_nuclear_power_plant,27.1003,120.2515,Approximate
Ningde nuclear power plant,2,1089.0,nuclear,operating,2014.0,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],Fujian Ningde Nuclear Power CO LTD,China,https://gem.wiki/Ningde_nuclear_power_plant,27.1003,120.2515,Approximate
Ningde nuclear power plant,3,1089.0,nuclear,operating,2015.0,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],Fujian Ningde Nuclear Power CO LTD,China,https://gem.wiki/Ningde_nuclear_power_plant,27.1003,120.2515,Approximate
Ningde nuclear power plant,4,1089.0,nuclear,operating,2016.0,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],Fujian Ningde Nuclear Power CO LTD,China,https://gem.wiki/Ningde_nuclear_power_plant,27.1003,120.2515,Approximate
Ningde nuclear power plant,5,1150.0,nuclear,pre-construction,,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],Fujian Ningde Nuclear Power CO LTD,China,https://gem.wiki/Ningde_nuclear_power_plant,27.1003,120.2515,Approximate
Ningde nuclear power plant,6,1150.0,nuclear,pre-construction,,CGN Ninghe Investment CO LTD [46%]; Datang International Power Generation CO LTD [44%]; Fujian Funeng CO LTD [10%],Fujian Ningde Nuclear Power CO LTD,China,https://gem.wiki/Ningde_nuclear_power_plant,27.1003,120.2515,Approximate
Ningdu nuclear power plant,1,125.0,nuclear,cancelled,,China National Nuclear CORP [80%]; National Energy Investment Group CO LTD [20%],CNNC New Energy CO LTD,China,https://gem.wiki/Ningdu_nuclear_power_plant,26.47275,116.0083,Approximate
Ningdu nuclear power plant,2,125.0,nuclear,cancelled,,China National Nuclear CORP [80%]; National Energy Investment Group CO LTD [20%],CNNC New Energy CO LTD,China,https://gem.wiki/Ningdu_nuclear_power_plant,26.47275,116.0083,Approximate
Pingnan Baisha nuclear power plant,1,1250.0,nuclear,cancelled,,State Nuclear Power Technology CO LTD,CPI Guangxi Nuclear Power CO LTD,China,https://gem.wiki/Pingnan_Baisha_nuclear_power_plant,23.4603,110.59101,Approximate
Pingnan Baisha nuclear power plant,2,1250.0,nuclear,cancelled,,State Nuclear Power Technology CO LTD,CPI Guangxi Nuclear Power CO LTD,China,https://gem.wiki/Pingnan_Baisha_nuclear_power_plant,23.4603,110.59101,Approximate
Pingnan Baisha nuclear power plant,3,1250.0,nuclear,cancelled,,State Nuclear Power Technology CO LTD,CPI Guangxi Nuclear Power CO LTD,China,https://gem.wiki/Pingnan_Baisha_nuclear_power_plant,23.4603,110.59101,Approximate
Pingnan Baisha nuclear power plant,4,1250.0,nuclear,cancelled,,State Nuclear Power Technology CO LTD,CPI Guangxi Nuclear Power CO LTD,China,https://gem.wiki/Pingnan_Baisha_nuclear_power_plant,23.4603,110.59101,Approximate
Pulandian nuclear power plant,1,1250.0,nuclear,cancelled,,Huaneng Nuclear Power Development CO LTD,Huaneng Liaoning Pulandian Nuclear Power Project Preparatory Office,China,https://gem.wiki/Pulandian_nuclear_power_plant,39.40454,121.9373,Approximate
Pulandian nuclear power plant,2,1250.0,nuclear,cancelled,,Huaneng Nuclear Power Development CO LTD,Huaneng Liaoning Pulandian Nuclear Power Project Preparatory Office,China,https://gem.wiki/Pulandian_nuclear_power_plant,39.40454,121.9373,Approximate
Pulandian nuclear power plant,3,1250.0,nuclear,cancelled,,Huaneng Nuclear Power Development CO LTD,Huaneng Liaoning Pulandian Nuclear Power Project Preparatory Office,China,https://gem.wiki/Pulandian_nuclear_power_plant,39.40454,121.9373,Approximate
Pulandian nuclear power plant,4,1250.0,nuclear,cancelled,,Huaneng Nuclear Power Development CO LTD,Huaneng Liaoning Pulandian Nuclear Power Project Preparatory Office,China,https://gem.wiki/Pulandian_nuclear_power_plant,39.40454,121.9373,Approximate
Putian nuclear power plant,1-1,100.0,nuclear,cancelled,,China National Nuclear CORP,,China,https://gem.wiki/Putian_nuclear_power_plant,25.4248,119.0922,Approximate
Putian nuclear power plant,1-2,100.0,nuclear,cancelled,,China National Nuclear CORP,,China,https://gem.wiki/Putian_nuclear_power_plant,25.4248,119.0922,Approximate
Qinshan nuclear power plant,1-1,330.0,nuclear,operating,1994.0,China National Nuclear Power CO LTD [72%]; Zhejiang Zheneng Electric Power CO LTD [28%],Qinshan Nuclear Power CO LTD,China,https://gem.wiki/Qinshan_nuclear_power_plant,30.5255,120.9464,Approximate
Qinshan nuclear power plant,2-1,650.0,nuclear,operating,2002.0,China National Nuclear Power CO LTD [50%]; Zhejiang Zheneng Electric Power CO LTD [20%]; Shenergy CO LTD [12%]; Jiangsu Guoxin Group CO LTD [10%]; Shanghai Hexi Energy Investment CO LTD [6%]; Anhui Wanneng CO LTD [2%],Nuclear Power Qinshan Joint Venture CO LTD,China,https://gem.wiki/Qinshan_nuclear_power_plant,30.5255,120.9464,Approximate
Qinshan nuclear power plant,2-2,650.0,nuclear,operating,2004.0,China National Nuclear Power CO LTD [50%]; Zhejiang Zheneng Electric Power CO LTD [20%]; Shenergy CO LTD [12%]; Jiangsu Guoxin Group CO LTD [10%]; Shanghai Hexi Energy Investment CO LTD [6%]; Anhui Wanneng CO LTD [2%],Nuclear Power Qinshan Joint Venture CO LTD,China,https://gem.wiki/Qinshan_nuclear_power_plant,30.5255,120.9464,Approximate
Qinshan nuclear power plant,2-3,660.0,nuclear,operating,2010.0,China National Nuclear Power CO LTD [50%]; Zhejiang Zheneng Electric Power CO LTD [20%]; Shenergy CO LTD [12%]; Jiangsu Guoxin Group CO LTD [10%]; Shanghai Hexi Energy Investment CO LTD [6%]; Anhui Wanneng CO LTD [2%],Nuclear Power Qinshan Joint Venture CO LTD,China,https://gem.wiki/Qinshan_nuclear_power_plant,30.5255,120.9464,Approximate
Qinshan nuclear power plant,2-4,660.0,nuclear,operating,2011.0,China National Nuclear Power CO LTD [50%]; Zhejiang Zheneng Electric Power CO LTD [20%]; Shenergy CO LTD [12%]; Jiangsu Guoxin Group CO LTD [10%]; Shanghai Hexi Energy Investment CO LTD [6%]; Anhui Wanneng CO LTD [2%],Nuclear Power Qinshan Joint Venture CO LTD,China,https://gem.wiki/Qinshan_nuclear_power_plant,30.5255,120.9464,Approximate
Qinshan nuclear power plant,3-1,728.0,nuclear,operating,2002.0,China National Nuclear Power CO LTD [51%]; Shanghai Hexi Energy Investment CO LTD [20%]; Shenergy CO LTD [10%]; Zhejiang Zheneng Electric Power CO LTD [10%]; Jiangsu Guoxin Group CO LTD [9%],Third Qinshan Nuclear Power CO LTD,China,https://gem.wiki/Qinshan_nuclear_power_plant,30.5255,120.9464,Approximate
Qinshan nuclear power plant,3-2,728.0,nuclear,operating,2003.0,China National Nuclear Power CO LTD [51%]; Shanghai Hexi Energy Investment CO LTD [20%]; Shenergy CO LTD [10%]; Zhejiang Zheneng Electric Power CO LTD [10%]; Jiangsu Guoxin Group CO LTD [9%],Third Qinshan Nuclear Power CO LTD,China,https://gem.wiki/Qinshan_nuclear_power_plant,30.5255,120.9464,Approximate
Ruijin nuclear power plant,1-1,600.0,nuclear,cancelled,,China National Nuclear CORP,China Nuclear High Temperature Reactor Holding CO LTD,China,https://gem.wiki/Ruijin_nuclear_power_plant,25.86701,115.9735,Approximate
Ruijin nuclear power plant,1-2,600.0,nuclear,cancelled,,China National Nuclear CORP,China Nuclear High Temperature Reactor Holding CO LTD,China,https://gem.wiki/Ruijin_nuclear_power_plant,25.86701,115.9735,Approximate
Ruijin nuclear power plant,3,600.0,nuclear,cancelled,,China National Nuclear CORP,China Nuclear High Temperature Reactor Holding CO LTD,China,https://gem.wiki/Ruijin_nuclear_power_plant,25.86701,115.9735,Approximate
Ruijin nuclear power plant,4,600.0,nuclear,cancelled,,China National Nuclear CORP,China Nuclear High Temperature Reactor Holding CO LTD,China,https://gem.wiki/Ruijin_nuclear_power_plant,25.86701,115.9735,Approximate
Ruijin nuclear power plant,5,600.0,nuclear,cancelled,,China National Nuclear CORP,China Nuclear High Temperature Reactor Holding CO LTD,China,https://gem.wiki/Ruijin_nuclear_power_plant,25.86701,115.9735,Approximate
Ruijin nuclear power plant,6,600.0,nuclear,cancelled,,China National Nuclear CORP,China Nuclear High Temperature Reactor Holding CO LTD,China,https://gem.wiki/Ruijin_nuclear_power_plant,25.86701,115.9735,Approximate
Rushan nuclear power plant,1,1000.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; Shanghai Hexi Energy Investment CO LTD [20%]; Shenergy CO LTD [10%]; Zhejiang Zheneng Electric Power CO LTD [10%]; Jiangsu Guoxin Group CO LTD [9%],Third Qinshan Nuclear Power CO LTD,China,https://gem.wiki/Rushan_nuclear_power_plant,36.8128,121.6203,Approximate
Rushan nuclear power plant,2,1000.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; Shanghai Hexi Energy Investment CO LTD [20%]; Shenergy CO LTD [10%]; Zhejiang Zheneng Electric Power CO LTD [10%]; Jiangsu Guoxin Group CO LTD [9%],Third Qinshan Nuclear Power CO LTD,China,https://gem.wiki/Rushan_nuclear_power_plant,36.8128,121.6203,Approximate
Sanba nuclear power plant,1,1000.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD,,China,https://gem.wiki/Sanba_nuclear_power_plant,30.9896,106.2998,Approximate
Sanba nuclear power plant,2,1000.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD,,China,https://gem.wiki/Sanba_nuclear_power_plant,30.9896,106.2998,Approximate
Sanba nuclear power plant,3,1000.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD,,China,https://gem.wiki/Sanba_nuclear_power_plant,30.9896,106.2998,Approximate
Sanba nuclear power plant,4,1000.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD,,China,https://gem.wiki/Sanba_nuclear_power_plant,30.9896,106.2998,Approximate
Sanmen nuclear power plant,1-1,1251.0,nuclear,operating,2018.0,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group CORP LTD [10%],Sanmen Nuclear Power CO LTD,China,https://gem.wiki/Sanmen_nuclear_power_plant,29.0438,121.6274,Approximate
Sanmen nuclear power plant,1-2,1251.0,nuclear,operating,2018.0,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group CORP LTD [10%],Sanmen Nuclear Power CO LTD,China,https://gem.wiki/Sanmen_nuclear_power_plant,29.0438,121.6274,Approximate
Sanmen nuclear power plant,2-3,1251.0,nuclear,construction,,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group CORP LTD [10%],Sanmen Nuclear Power CO LTD,China,https://gem.wiki/Sanmen_nuclear_power_plant,29.0438,121.6274,Approximate
Sanmen nuclear power plant,2-4,1251.0,nuclear,construction,,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group CORP LTD [10%],Sanmen Nuclear Power CO LTD,China,https://gem.wiki/Sanmen_nuclear_power_plant,29.0438,121.6274,Approximate
Sanmen nuclear power plant,3-5,1200.0,nuclear,pre-construction,2027.0,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group CORP LTD [10%],Sanmen Nuclear Power CO LTD,China,https://gem.wiki/Sanmen_nuclear_power_plant,29.0438,121.6274,Approximate
Sanmen nuclear power plant,3-6,1200.0,nuclear,pre-construction,2028.0,China National Nuclear Power CO LTD [56%]; Zhejiang Zheneng Electric Power CO LTD [20%]; State Power Investment Nuclear Energy CO LTD [14%]; Huadian New Energy Group CORP LTD [10%],Sanmen Nuclear Power CO LTD,China,https://gem.wiki/Sanmen_nuclear_power_plant,29.0438,121.6274,Approximate
Sanming nuclear power plant,1,1000.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; Fujian Investment and Development Group CO LTD [40%]; Sanming Investment and Development Group CO LTD [9%],Fujian Sanming Nuclear Power CO LTD,China,https://gem.wiki/Sanming_nuclear_power_plant,26.3646,118.3894,Approximate
Sanming nuclear power plant,2,1000.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; Fujian Investment and Development Group CO LTD [40%]; Sanming Investment and Development Group CO LTD [9%],Fujian Sanming Nuclear Power CO LTD,China,https://gem.wiki/Sanming_nuclear_power_plant,26.3646,118.3894,Approximate
Sanming nuclear power plant,3,1000.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; Fujian Investment and Development Group CO LTD [40%]; Sanming Investment and Development Group CO LTD [9%],Fujian Sanming Nuclear Power CO LTD,China,https://gem.wiki/Sanming_nuclear_power_plant,26.3646,118.3894,Approximate
Sanming nuclear power plant,4,1000.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; Fujian Investment and Development Group CO LTD [40%]; Sanming Investment and Development Group CO LTD [9%],Fujian Sanming Nuclear Power CO LTD,China,https://gem.wiki/Sanming_nuclear_power_plant,26.3646,118.3894,Approximate
Shaoguan nuclear power plant,1,1250.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD,CGN Shaoguan Nuclear Power CO LTD,China,https://gem.wiki/Shaoguan_nuclear_power_plant,24.6791,113.5291,Approximate
Shaoguan nuclear power plant,2,1250.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD,CGN Shaoguan Nuclear Power CO LTD,China,https://gem.wiki/Shaoguan_nuclear_power_plant,24.6791,113.5291,Approximate
Shaoguan nuclear power plant,3,1250.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD,CGN Shaoguan Nuclear Power CO LTD,China,https://gem.wiki/Shaoguan_nuclear_power_plant,24.6791,113.5291,Approximate
Shaoguan nuclear power plant,4,1250.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD,CGN Shaoguan Nuclear Power CO LTD,China,https://gem.wiki/Shaoguan_nuclear_power_plant,24.6791,113.5291,Approximate
Shidao Bay nuclear power plant,1,211.0,nuclear,operating,2021.0,China Huaneng Group,Huaneng Shandong Shidao Bay Nuclear Power CO LTD,China,https://gem.wiki/Shidao_Bay_nuclear_power_plant,36.9792,122.5317,Exact
Shidao Bay nuclear power plant,2-1,1534.0,nuclear,construction,2023.0,State Nuclear Power Technology CO LTD [75%]; Huaneng Nuclear Power Development CO LTD [25%],State Nuclear Power Demonstration Plant CO LTD,China,https://gem.wiki/Shidao_Bay_nuclear_power_plant,36.9297,122.43801,Approximate
Shidao Bay nuclear power plant,2-2,1534.0,nuclear,construction,2024.0,State Nuclear Power Technology CO LTD [75%]; Huaneng Nuclear Power Development CO LTD [25%],State Nuclear Power Demonstration Plant CO LTD,China,https://gem.wiki/Shidao_Bay_nuclear_power_plant,36.9297,122.43801,Approximate
Shidao Bay nuclear power plant,3-1,1250.0,nuclear,pre-construction,,Huaneng Nuclear Power Development CO LTD [30%]; State Nuclear Power Technology CORP LTD [25%]; Huaneng International Power Development CO LTD [22.5%]; Huaneng Power International INC [22.5%],Huaneng Shidaowan Nuclear Power Development CO LTD,China,https://gem.wiki/Shidao_Bay_nuclear_power_plant,36.9353,122.39701,Approximate
Shidao Bay nuclear power plant,3-2,1250.0,nuclear,pre-construction,,Huaneng Nuclear Power Development CO LTD [30%]; State Nuclear Power Technology CORP LTD [25%]; Huaneng International Power Development CO LTD [22.5%]; Huaneng Power International INC [22.5%],Huaneng Shidaowan Nuclear Power Development CO LTD,China,https://gem.wiki/Shidao_Bay_nuclear_power_plant,36.9353,122.39701,Approximate
Shidao Bay nuclear power plant,4-3,1250.0,nuclear,announced,,Huaneng Nuclear Power Development CO LTD [30%]; State Nuclear Power Technology CORP LTD [25%]; Huaneng International Power Development CO LTD [22.5%]; Huaneng Power International INC [22.5%],Huaneng Shidaowan Nuclear Power Development CO LTD,China,https://gem.wiki/Shidao_Bay_nuclear_power_plant,36.9353,122.39701,Approximate
Shidao Bay nuclear power plant,4-4,1250.0,nuclear,announced,,Huaneng Nuclear Power Development CO LTD [30%]; State Nuclear Power Technology CORP LTD [25%]; Huaneng International Power Development CO LTD [22.5%]; Huaneng Power International INC [22.5%],Huaneng Shidaowan Nuclear Power Development CO LTD,China,https://gem.wiki/Shidao_Bay_nuclear_power_plant,36.9353,122.39701,Approximate
Songhuajiang nuclear power plant,1-1,1000.0,nuclear,cancelled,,China Huaneng Group,,China,https://gem.wiki/Songhuajiang_nuclear_power_plant,45.92408,127.4929,Approximate
Songhuajiang nuclear power plant,1-2,1000.0,nuclear,cancelled,,China Huaneng Group,,China,https://gem.wiki/Songhuajiang_nuclear_power_plant,45.92408,127.4929,Approximate
Songhuajiang nuclear power plant,3,1000.0,nuclear,cancelled,,China Huaneng Group,,China,https://gem.wiki/Songhuajiang_nuclear_power_plant,45.92408,127.4929,Approximate
Songhuajiang nuclear power plant,4,1000.0,nuclear,cancelled,,China Huaneng Group,,China,https://gem.wiki/Songhuajiang_nuclear_power_plant,45.92408,127.4929,Approximate
Songzi nuclear power plant,1,1000.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD [60%]; Hubei Energy Group CO LTD [40%],Hubei Nuclear Power CO LTD,China,https://gem.wiki/Songzi_nuclear_power_plant,30.2648,111.6522,Approximate
Songzi nuclear power plant,2,1000.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD [60%]; Hubei Energy Group CO LTD [40%],Hubei Nuclear Power CO LTD,China,https://gem.wiki/Songzi_nuclear_power_plant,30.2648,111.6522,Approximate
Songzi nuclear power plant,3,1000.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD [60%]; Hubei Energy Group CO LTD [40%],Hubei Nuclear Power CO LTD,China,https://gem.wiki/Songzi_nuclear_power_plant,30.2648,111.6522,Approximate
Songzi nuclear power plant,4,1000.0,nuclear,cancelled,,China General Nuclear Power Group CO LTD [60%]; Hubei Energy Group CO LTD [40%],Hubei Nuclear Power CO LTD,China,https://gem.wiki/Songzi_nuclear_power_plant,30.2648,111.6522,Approximate
Taipingling nuclear power plant,1-1,1200.0,nuclear,construction,2025.0,China General Nuclear Power Group CO LTD,CGN Huizhou Nuclear Power CO LTD,China,https://gem.wiki/Taipingling_nuclear_power_plant,22.7485,114.9637,Approximate
Taipingling nuclear power plant,1-2,1200.0,nuclear,construction,2025.0,China General Nuclear Power Group CO LTD,CGN Huizhou Nuclear Power CO LTD,China,https://gem.wiki/Taipingling_nuclear_power_plant,22.7485,114.9637,Approximate
Taipingling nuclear power plant,2-3,1150.0,nuclear,pre-construction,2028.0,China General Nuclear Power Group CO LTD,CGN Huizhou Nuclear Power CO LTD,China,https://gem.wiki/Taipingling_nuclear_power_plant,22.7485,114.9637,Approximate
Taipingling nuclear power plant,2-4,1150.0,nuclear,pre-construction,,China General Nuclear Power Group CO LTD,CGN Huizhou Nuclear Power CO LTD,China,https://gem.wiki/Taipingling_nuclear_power_plant,22.7485,114.9637,Approximate
Taipingling nuclear power plant,3-5,1150.0,nuclear,announced,,China General Nuclear Power Group CO LTD,CGN Huizhou Nuclear Power CO LTD,China,https://gem.wiki/Taipingling_nuclear_power_plant,22.7485,114.9637,Approximate
Taipingling nuclear power plant,3-6,1150.0,nuclear,announced,,China General Nuclear Power Group CO LTD,CGN Huizhou Nuclear Power CO LTD,China,https://gem.wiki/Taipingling_nuclear_power_plant,22.7485,114.9637,Approximate
Taishan nuclear power plant,1-1,1750.0,nuclear,operating,2018.0,Taishan Nuclear Power Industry Investment CO LTD [47.5%]; EDF International [25%]; China General Nuclear Power CO LTD [12.5%]; Guangdong Nuclear Power Investment CO LTD [10%]; EDF (China) Investment LTD [5%],Taishan Nuclear Power Joint Venture CO LTD,China,https://gem.wiki/Taishan_nuclear_power_plant,21.86101,112.9251,Exact
Taishan nuclear power plant,1-2,1750.0,nuclear,operating,2019.0,Taishan Nuclear Power Industry Investment CO LTD [47.5%]; EDF International [25%]; China General Nuclear Power CO LTD [12.5%]; Guangdong Nuclear Power Investment CO LTD [10%]; EDF (China) Investment LTD [5%],Taishan Nuclear Power Joint Venture CO LTD,China,https://gem.wiki/Taishan_nuclear_power_plant,21.86101,112.9251,Exact
Taishan nuclear power plant,2-3,1150.0,nuclear,announced,,Taishan Nuclear Power Industry Investment CO LTD [47.5%]; EDF International [25%]; China General Nuclear Power CO LTD [12.5%]; Guangdong Nuclear Power Investment CO LTD [10%]; EDF (China) Investment LTD [5%],Taishan Nuclear Power Joint Venture CO LTD,China,https://gem.wiki/Taishan_nuclear_power_plant,21.86101,112.9251,Approximate
Taishan nuclear power plant,2-4,1150.0,nuclear,announced,,Taishan Nuclear Power Industry Investment CO LTD [47.5%]; EDF International [25%]; China General Nuclear Power CO LTD [12.5%]; Guangdong Nuclear Power Investment CO LTD [10%]; EDF (China) Investment LTD [5%],Taishan Nuclear Power Joint Venture CO LTD,China,https://gem.wiki/Taishan_nuclear_power_plant,21.86101,112.9251,Approximate
Taohuajiang nuclear power plant,1,1250.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; China Resources Power Engineering Services CO LTD [24%]; China Yangtze Power CO LTD [19%]; Hunan Xiangtou Holding Group CO LTD [5%],Hunan Taohuajiang Nuclear Power CO LTD,China,https://gem.wiki/Taohuajiang_nuclear_power_plant,28.5564,111.9928,Approximate
Taohuajiang nuclear power plant,2,1250.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; China Resources Power Engineering Services CO LTD [24%]; China Yangtze Power CO LTD [19%]; Hunan Xiangtou Holding Group CO LTD [5%],Hunan Taohuajiang Nuclear Power CO LTD,China,https://gem.wiki/Taohuajiang_nuclear_power_plant,28.5564,111.9928,Approximate
Taohuajiang nuclear power plant,3,1250.0,nuclear,cancelled,,China National Nuclear Power CO LTD [51%]; China Resources Power Engineering Services CO LTD [24%]; China Yangtze Power CO LTD [19%]; Hunan Xiangtou Holding Group CO LTD [5%],Hunan Taohuajiang Nuclear Power CO LTD,China,https://gem.wiki/Taohuajiang_nuclear_power_plant,28.5564,111.9928,Approximate
