project,unit,capacity,type,status,start_year,owner,operator,country,url,lat,lng,accuracy
Visaginas nuclear power plant,2,1350.0,nuclear,cancelled,,,,Lithuania,https://gem.wiki/Visaginas_nuclear_power_plant,55.6062,26.5762,Exact
Laguna Verde nuclear power plant,1,805.0,nuclear,operating,1990.0,Comision Federal De Electricidad,Comision Federal De Electricidad,Mexico,https://gem.wiki/Laguna_Verde_nuclear_power_plant,19.7208,-96.4064,Exact
Laguna Verde nuclear power plant,2,803.0,nuclear,operating,1995.0,Comision Federal De Electricidad,Comision Federal De Electricidad,Mexico,https://gem.wiki/Laguna_Verde_nuclear_power_plant,19.7208,-96.4064,Exact
Laguna Verde nuclear power plant,3,1400.0,nuclear,cancelled,,Comision Federal De Electricidad,Comision Federal De Electricidad,Mexico,https://gem.wiki/Laguna_Verde_nuclear_power_plant,19.7208,-96.4064,Exact
Laguna Verde nuclear power plant,4,1400.0,nuclear,cancelled,,Comision Federal De Electricidad,Comision Federal De Electricidad,Mexico,https://gem.wiki/Laguna_Verde_nuclear_power_plant,19.7208,-96.4064,Exact
Borssele nuclear power plant,1,515.0,nuclear,operating,1973.0,N.V. Elektriciteits-Produktiemaatschappij Zuid-Nederland,N.V. Elektriciteits-Produktiemaatschappij Zuid-Nederland,Netherlands,https://gem.wiki/Borssele_nuclear_power_plant,51.4312,3.7174,Exact
Borssele nuclear power plant,2,1650.0,nuclear,pre-construction,2035.0,,,Netherlands,https://gem.wiki/Borssele_nuclear_power_plant,51.4312,3.7174,Exact
Borssele nuclear power plant,3,1650.0,nuclear,pre-construction,2035.0,,,Netherlands,https://gem.wiki/Borssele_nuclear_power_plant,51.4312,3.7174,Exact
Dodewaard nuclear power plant,,60.0,nuclear,retired,1969.0,BV Gemeenschappelijke Kernenergiecentrale Nederland (BV GKN),BV Gemeenschappelijke Kernenergiecentrale Nederland (BV GKN),Netherlands,https://gem.wiki/Dodewaard_nuclear_power_plant,51.8998,5.6868,Exact
Geregu nuclear power plant,1,1200.0,nuclear,pre-construction,2035.0,Nigeria Atomic Energy Commission; Rosatom,Nigeria Atomic Energy Commission; Rosatom,Nigeria,https://gem.wiki/Geregu_nuclear_power_plant,7.5649,6.6847,Approximate
Geregu nuclear power plant,2,1200.0,nuclear,pre-construction,2035.0,Nigeria Atomic Energy Commission; Rosatom,Nigeria Atomic Energy Commission; Rosatom,Nigeria,https://gem.wiki/Geregu_nuclear_power_plant,7.5649,6.6847,Approximate
Itu nuclear power plant,1,1200.0,nuclear,pre-construction,2035.0,Nigeria Atomic Energy Commission; Rosatom,Nigeria Atomic Energy Commission; Rosatom,Nigeria,https://gem.wiki/Itu_nuclear_power_plant,5.2016,7.9861,Approximate
Itu nuclear power plant,2,1200.0,nuclear,pre-construction,2035.0,Nigeria Atomic Energy Commission; Rosatom,Nigeria Atomic Energy Commission; Rosatom,Nigeria,https://gem.wiki/Itu_nuclear_power_plant,5.2016,7.9861,Approximate
Nyongbyon nuclear power plant,1,5.0,nuclear,operating,1985.0,,,North Korea,https://gem.wiki/Nyongbyon_nuclear_power_plant,39.7974,125.7549,Exact
Nyongbyon nuclear power plant,2,50.0,nuclear,cancelled,,,,North Korea,https://gem.wiki/Nyongbyon_nuclear_power_plant,39.7886,125.7622,Exact
Nyongbyon nuclear power plant,3,30.0,nuclear,construction,,,,North Korea,https://gem.wiki/Nyongbyon_nuclear_power_plant,39.7959,125.7551,Exact
Sinpo nuclear power plant,1,1000.0,nuclear,cancelled,,Korean Peninsula Energy Development Organization,,North Korea,https://gem.wiki/Sinpo_nuclear_power_plant,40.0947,128.3409,Exact
Sinpo nuclear power plant,2,1000.0,nuclear,cancelled,,Korean Peninsula Energy Development Organization,,North Korea,https://gem.wiki/Sinpo_nuclear_power_plant,40.0947,128.3409,Exact
Taechon nuclear power plant,,200.0,nuclear,cancelled,,,,North Korea,https://gem.wiki/Taechon_nuclear_power_plant,39.9277,125.5694,Exact
Chashma nuclear power plant,1,325.0,nuclear,operating,2000.0,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission,Pakistan,https://gem.wiki/Chashma_nuclear_power_plant,32.392,71.4616,Exact
Chashma nuclear power plant,2,325.0,nuclear,operating,2011.0,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission,Pakistan,https://gem.wiki/Chashma_nuclear_power_plant,32.392,71.4616,Exact
Chashma nuclear power plant,3,340.0,nuclear,operating,2016.0,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission,Pakistan,https://gem.wiki/Chashma_nuclear_power_plant,32.392,71.4616,Exact
Chashma nuclear power plant,4,340.0,nuclear,operating,2017.0,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission,Pakistan,https://gem.wiki/Chashma_nuclear_power_plant,32.392,71.4616,Exact
Chashma nuclear power plant,5,1200.0,nuclear,pre-construction,,,,Pakistan,https://gem.wiki/Chashma_nuclear_power_plant,32.392,71.4616,Exact
Karachi nuclear power plant,1,100.0,nuclear,retired,1972.0,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission,Pakistan,https://gem.wiki/Karachi_nuclear_power_plant,24.845,66.7888,Exact
Karachi nuclear power plant,2,1100.0,nuclear,operating,2021.0,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission,Pakistan,https://gem.wiki/Karachi_nuclear_power_plant,24.845,66.7888,Exact
Karachi nuclear power plant,3,1100.0,nuclear,operating,2022.0,Pakistan Atomic Energy Commission,Pakistan Atomic Energy Commission,Pakistan,https://gem.wiki/Karachi_nuclear_power_plant,24.845,66.7888,Exact
MH-1A nuclear power plant,,10.0,nuclear,retired,1968.0,Department of Defense; US Army Corps of Engineers,,Panama,https://gem.wiki/MH-1A_nuclear_power_plant,9.2647,-79.92701,Exact
Bataan nuclear power plant,1,621.0,nuclear,mothballed,,National Power CORP (Napocor),,Philippines,https://gem.wiki/Bataan_nuclear_power_plant,14.6294,120.3138,Exact
Katowice nuclear power plant,1,20.0,nuclear,announced,2026.0,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,10,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,2,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,3,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,4,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,5,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,6,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,7,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,8,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Katowice nuclear power plant,9,20.0,nuclear,announced,,,,Poland,https://gem.wiki/Katowice_nuclear_power_plant,50.2649,19.0238,Approximate
Lubiatowo-Kopalino nuclear power plant,1,1250.0,nuclear,announced,2032.0,Polish Nuclear Power Plants,,Poland,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant,54.8036,17.7881,Approximate
Lubiatowo-Kopalino nuclear power plant,2,1250.0,nuclear,announced,2035.0,Polish Nuclear Power Plants,,Poland,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant,54.8036,17.7881,Approximate
Lubiatowo-Kopalino nuclear power plant,3,1250.0,nuclear,announced,2037.0,Polish Nuclear Power Plants,,Poland,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant,54.8036,17.7881,Approximate
Pątnów nuclear power plant,,1400.0,nuclear,announced,,Polish Nuclear Power Plants,,Poland,https://gem.wiki/Pątnów_nuclear_power_plant,51.1465,18.6072,Approximate
Zarnowiec nuclear power plant,1,1250.0,nuclear,announced,2039.0,Polish Nuclear Power Plants,,Poland,https://gem.wiki/Zarnowiec_nuclear_power_plant,54.7432,18.0868,Exact
Zarnowiec nuclear power plant,2,1250.0,nuclear,announced,2041.0,Polish Nuclear Power Plants,,Poland,https://gem.wiki/Zarnowiec_nuclear_power_plant,54.7432,18.0868,Exact
Zarnowiec nuclear power plant,3,1250.0,nuclear,announced,2043.0,Polish Nuclear Power Plants,,Poland,https://gem.wiki/Zarnowiec_nuclear_power_plant,54.7432,18.0868,Exact
Zarnowiec Original nuclear power plant,1,465.0,nuclear,cancelled,,,,Poland,https://gem.wiki/Zarnowiec_Original_nuclear_power_plant,54.7428,18.0892,Exact
Zarnowiec Original nuclear power plant,2,465.0,nuclear,cancelled,,,,Poland,https://gem.wiki/Zarnowiec_Original_nuclear_power_plant,54.7428,18.0892,Exact
Zarnowiec Original nuclear power plant,3,465.0,nuclear,cancelled,,,,Poland,https://gem.wiki/Zarnowiec_Original_nuclear_power_plant,54.7428,18.0892,Exact
Zarnowiec Original nuclear power plant,4,465.0,nuclear,cancelled,,,,Poland,https://gem.wiki/Zarnowiec_Original_nuclear_power_plant,54.7428,18.0892,Exact
Boiling Nuclear Superheater (BONUS) nuclear power plant,,18.0,nuclear,retired,1965.0,US DOE and Puerto Rico Electric Power Authority,US Department of Energy; Puerto Rico Water Resources,Puerto Rico,https://gem.wiki/Boiling_Nuclear_Superheater_(BONUS)_nuclear_power_plant,18.3652,-67.2687,Exact
Cernavodă nuclear power plant,1,706.0,nuclear,operating,1996.0,Ministerul Economiei; Comertului Si Mediului De Afaceri,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Cernavodă_nuclear_power_plant,44.3205,28.0598,Exact
Cernavodă nuclear power plant,2,705.0,nuclear,operating,2007.0,Ministerul Economiei; Comertului Si Mediului De Afaceri,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Cernavodă_nuclear_power_plant,44.3218,28.0586,Exact
Cernavodă nuclear power plant,3,720.0,nuclear,pre-construction,2030.0,EnergoNuclear SA,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Cernavodă_nuclear_power_plant,44.32401,28.0561,Exact
Cernavodă nuclear power plant,4,720.0,nuclear,pre-construction,2031.0,EnergoNuclear SA,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Cernavodă_nuclear_power_plant,44.3229,28.0573,Exact
Cernavodă nuclear power plant,5,706.0,nuclear,cancelled,,,,Romania,https://gem.wiki/Cernavodă_nuclear_power_plant,44.3249,28.0543,Exact
Doicești nuclear power plant,1,77.0,nuclear,pre-construction,2030.0,,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Doicești_nuclear_power_plant,44.9967,25.3672,Approximate
Doicești nuclear power plant,2,77.0,nuclear,pre-construction,2030.0,,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Doicești_nuclear_power_plant,44.9967,25.3672,Approximate
Doicești nuclear power plant,3,77.0,nuclear,pre-construction,2030.0,,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Doicești_nuclear_power_plant,44.9967,25.3672,Approximate
Doicești nuclear power plant,4,77.0,nuclear,pre-construction,2030.0,,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Doicești_nuclear_power_plant,44.9967,25.3672,Approximate
Doicești nuclear power plant,5,77.0,nuclear,pre-construction,2030.0,,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Doicești_nuclear_power_plant,44.9967,25.3672,Approximate
Doicești nuclear power plant,6,77.0,nuclear,pre-construction,2030.0,,Societatea Nationala Nuclearelectrica SA,Romania,https://gem.wiki/Doicești_nuclear_power_plant,44.9967,25.3672,Approximate
Akademik Lomonosov nuclear power plant,1,35.0,nuclear,operating,2020.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Akademik_Lomonosov_nuclear_power_plant,69.7086,170.3011,Exact
Akademik Lomonosov nuclear power plant,2,35.0,nuclear,operating,2020.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Akademik_Lomonosov_nuclear_power_plant,69.7086,170.3011,Exact
Atomic Power Station 1 Obninsk nuclear power plant,,6.0,nuclear,retired,1954.0,Ministry Of Medium Machine Building Of The USSR (Minsredmash),Ministry Of Medium Machine Building Of The USSR (Minsredmash),Russia,https://gem.wiki/Atomic_Power_Station_1_Obninsk_nuclear_power_plant,55.08901,36.5912,Exact
Balakovo nuclear power plant,1,1000.0,nuclear,operating,1986.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Balakovo_nuclear_power_plant,52.0928,47.9539,Exact
Balakovo nuclear power plant,2,1000.0,nuclear,operating,1988.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Balakovo_nuclear_power_plant,52.0928,47.9539,Exact
Balakovo nuclear power plant,3,1000.0,nuclear,operating,1989.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Balakovo_nuclear_power_plant,52.0928,47.9539,Exact
Balakovo nuclear power plant,4,1000.0,nuclear,operating,1993.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Balakovo_nuclear_power_plant,52.0928,47.9539,Exact
Balakovo nuclear power plant,5,950.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Balakovo_nuclear_power_plant,52.0928,47.9539,Exact
Balakovo nuclear power plant,6,950.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Balakovo_nuclear_power_plant,52.0928,47.9539,Exact
Baltiyskaya nuclear power plant,1,1194.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Baltiyskaya_nuclear_power_plant,54.9374,22.1636,Exact
Baltiyskaya nuclear power plant,2,1170.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Baltiyskaya_nuclear_power_plant,54.9374,22.1636,Exact
Bashkir nuclear power plant,1,1255.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Bashkir_nuclear_power_plant,55.8852,53.9889,Exact
Bashkir nuclear power plant,2,1255.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Bashkir_nuclear_power_plant,55.8852,53.9889,Exact
Bashkir nuclear power plant,3,950.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Bashkir_nuclear_power_plant,55.8852,53.9889,Exact
Bashkir nuclear power plant,4,950.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Bashkir_nuclear_power_plant,55.8852,53.9889,Exact
Beloyarsk nuclear power plant,1,108.0,nuclear,retired,1964.0,Ministry Of Medium Machine Building Of The USSR (Minsredmash),Rosenergoatom,Russia,https://gem.wiki/Beloyarsk_nuclear_power_plant,56.8417,61.3225,Exact
Beloyarsk nuclear power plant,2,160.0,nuclear,retired,1969.0,Ministry Of Medium Machine Building Of The USSR (Minsredmash),Rosenergoatom,Russia,https://gem.wiki/Beloyarsk_nuclear_power_plant,56.8417,61.3225,Exact
Beloyarsk nuclear power plant,3,600.0,nuclear,operating,1981.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Beloyarsk_nuclear_power_plant,56.8417,61.3225,Exact
Beloyarsk nuclear power plant,4,885.0,nuclear,operating,2016.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Beloyarsk_nuclear_power_plant,56.8417,61.3225,Exact
Beloyarsk nuclear power plant,5,1200.0,nuclear,pre-construction,2035.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Beloyarsk_nuclear_power_plant,56.8417,61.3225,Exact
Beloyarsk nuclear power plant,6,1600.0,nuclear,cancelled,,,,Russia,https://gem.wiki/Beloyarsk_nuclear_power_plant,56.8417,61.3225,Exact
Bilibino nuclear power plant,1,12.0,nuclear,retired,1974.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Bilibino_nuclear_power_plant,68.0503,166.5389,Exact
Bilibino nuclear power plant,2,12.0,nuclear,operating,1975.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Bilibino_nuclear_power_plant,68.0503,166.5389,Exact
Bilibino nuclear power plant,3,12.0,nuclear,operating,1976.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Bilibino_nuclear_power_plant,68.0503,166.5389,Exact
Bilibino nuclear power plant,4,12.0,nuclear,operating,1977.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Bilibino_nuclear_power_plant,68.0503,166.5389,Exact
Cape Nagloynyn floating nuclear power plant,1,55.0,nuclear,construction,2028.0,Atomflot; Rosatom,Atomflot; Rosenergoatom,Russia,https://gem.wiki/Cape_Nagloynyn_floating_nuclear_power_plant,69.09954,169.4137,Approximate
Cape Nagloynyn floating nuclear power plant,2,55.0,nuclear,construction,2028.0,Atomflot; Rosatom,Atomflot; Rosenergoatom,Russia,https://gem.wiki/Cape_Nagloynyn_floating_nuclear_power_plant,69.09954,169.4137,Approximate
Cape Nagloynyn floating nuclear power plant,3,55.0,nuclear,pre-construction,2028.0,Atomflot; Rosatom,Atomflot; Rosenergoatom,Russia,https://gem.wiki/Cape_Nagloynyn_floating_nuclear_power_plant,69.09954,169.4137,Approximate
Cape Nagloynyn floating nuclear power plant,4,55.0,nuclear,pre-construction,2031.0,Atomflot; Rosatom,Atomflot; Rosenergoatom,Russia,https://gem.wiki/Cape_Nagloynyn_floating_nuclear_power_plant,69.09954,169.4137,Approximate
Central/Kostroma nuclear power plant,1,1250.0,nuclear,announced,2030.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Central/Kostroma_nuclear_power_plant,58.51381,41.5011,Approximate
Central/Kostroma nuclear power plant,2,1250.0,nuclear,announced,2030.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Central/Kostroma_nuclear_power_plant,58.51381,41.5011,Approximate
Central/Kostroma nuclear power plant,3,1255.0,nuclear,announced,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Central/Kostroma_nuclear_power_plant,58.51381,41.5011,Approximate
Central/Kostroma nuclear power plant,4,1255.0,nuclear,announced,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Central/Kostroma_nuclear_power_plant,58.51381,41.5011,Approximate
Dimitrovgrad nuclear power plant,1,100.0,nuclear,cancelled,,Rosatom; Irkutsenergo,AKME-Engineering,Russia,https://gem.wiki/Dimitrovgrad_nuclear_power_plant,54.1866,49.4793,Approximate
Kalinin nuclear power plant,1,1000.0,nuclear,operating,1985.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kalinin_nuclear_power_plant,57.905,35.0614,Exact
Kalinin nuclear power plant,2,1000.0,nuclear,operating,1987.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kalinin_nuclear_power_plant,57.905,35.0614,Exact
Kalinin nuclear power plant,3,1000.0,nuclear,operating,2005.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kalinin_nuclear_power_plant,57.905,35.0614,Exact
Kola nuclear power plant,1-1,440.0,nuclear,operating,1973.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kola_nuclear_power_plant,67.4648,32.4821,Exact
Kola nuclear power plant,1-2,440.0,nuclear,operating,1975.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kola_nuclear_power_plant,67.4648,32.4821,Exact
Kola nuclear power plant,1-3,440.0,nuclear,operating,1982.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kola_nuclear_power_plant,67.4648,32.4821,Exact
Kola nuclear power plant,1-4,440.0,nuclear,operating,1984.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kola_nuclear_power_plant,67.4648,32.4821,Exact
Kola nuclear power plant,2-1,600.0,nuclear,announced,2035.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kola_nuclear_power_plant,67.4648,32.4821,Exact
Kola nuclear power plant,2-2,600.0,nuclear,announced,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kola_nuclear_power_plant,67.4648,32.4821,Exact
Kursk nuclear power plant,1-1,1000.0,nuclear,retired,1977.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Kursk nuclear power plant,1-2,1000.0,nuclear,operating,1979.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Kursk nuclear power plant,1-3,1000.0,nuclear,operating,1984.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Kursk nuclear power plant,1-4,1000.0,nuclear,operating,1986.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Kursk nuclear power plant,1-5,1100.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Kursk nuclear power plant,2-1,1255.0,nuclear,construction,2022.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Kursk nuclear power plant,2-2,1255.0,nuclear,construction,2023.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Kursk nuclear power plant,2-3,1255.0,nuclear,announced,2028.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Kursk nuclear power plant,2-4,1255.0,nuclear,announced,2030.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Kursk_nuclear_power_plant,51.6764,35.6064,Exact
Leningrad nuclear power plant,1-1,1000.0,nuclear,retired,1974.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Leningrad_nuclear_power_plant,59.8525,29.0486,Exact
Leningrad nuclear power plant,1-2,1000.0,nuclear,retired,1976.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Leningrad_nuclear_power_plant,59.8525,29.0486,Exact
Leningrad nuclear power plant,1-3,1000.0,nuclear,operating,1980.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Leningrad_nuclear_power_plant,59.8525,29.0486,Exact
Leningrad nuclear power plant,1-4,1000.0,nuclear,operating,1981.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Leningrad_nuclear_power_plant,59.8525,29.0486,Exact
Leningrad nuclear power plant,2-1,1188.0,nuclear,operating,2018.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Leningrad_nuclear_power_plant,59.8525,29.0486,Exact
Leningrad nuclear power plant,2-2,1188.0,nuclear,operating,2021.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Leningrad_nuclear_power_plant,59.8525,29.0486,Exact
Leningrad nuclear power plant,2-3,1170.0,nuclear,pre-construction,2027.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Leningrad_nuclear_power_plant,59.8525,29.0486,Exact
Leningrad nuclear power plant,2-4,1170.0,nuclear,pre-construction,2027.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Leningrad_nuclear_power_plant,59.8525,29.0486,Exact
Nizhny Novgorod nuclear power plant,1,1255.0,nuclear,cancelled,2028.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Nizhny_Novgorod_nuclear_power_plant,55.73474,42.3443,Approximate
Nizhny Novgorod nuclear power plant,2,1255.0,nuclear,cancelled,2030.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Nizhny_Novgorod_nuclear_power_plant,55.73474,42.3443,Approximate
Nizhny Novgorod nuclear power plant,3,1255.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Nizhny_Novgorod_nuclear_power_plant,55.73474,42.3443,Approximate
Nizhny Novgorod nuclear power plant,4,1255.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Nizhny_Novgorod_nuclear_power_plant,55.73474,42.3443,Approximate
Novovoronezh nuclear power plant,1-1,210.0,nuclear,retired,1964.0,Ministry Of Medium Machine Building Of The USSR (Minsredmash),Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Novovoronezh nuclear power plant,1-2,365.0,nuclear,retired,1970.0,Ministry Of Medium Machine Building Of The USSR (Minsredmash),Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Novovoronezh nuclear power plant,1-3,417.0,nuclear,retired,1972.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Novovoronezh nuclear power plant,1-4,417.0,nuclear,operating,1973.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Novovoronezh nuclear power plant,1-5,1000.0,nuclear,operating,1981.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Novovoronezh nuclear power plant,2-1,1180.0,nuclear,operating,2017.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Novovoronezh nuclear power plant,2-2,1181.0,nuclear,operating,2019.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Novovoronezh nuclear power plant,2-3,1200.0,nuclear,announced,2036.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Novovoronezh nuclear power plant,2-4,1200.0,nuclear,announced,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Novovoronezh_nuclear_power_plant,51.26677,39.2151,Exact
Primorsk nuclear power plant,1,300.0,nuclear,announced,,,,Russia,https://gem.wiki/Primorsk_nuclear_power_plant,43.4845,132.4955,Approximate
Primorsk nuclear power plant,2,300.0,nuclear,announced,,,,Russia,https://gem.wiki/Primorsk_nuclear_power_plant,43.4845,132.4955,Approximate
Rostov nuclear power plant,1,1041.0,nuclear,operating,2001.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Rostov_nuclear_power_plant,47.6012,42.3677,Exact
Rostov nuclear power plant,2,1000.0,nuclear,operating,2010.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Rostov_nuclear_power_plant,47.6012,42.3677,Exact
Rostov nuclear power plant,3,1000.0,nuclear,operating,2015.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Rostov_nuclear_power_plant,47.6012,42.3677,Exact
Rostov nuclear power plant,4,1030.0,nuclear,operating,2018.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Rostov_nuclear_power_plant,47.6012,42.3677,Exact
Seversk nuclear power plant,1,320.0,nuclear,construction,2026.0,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Seversk_nuclear_power_plant,56.6583,84.9482,Exact
Seversk nuclear power plant,2,1255.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Seversk_nuclear_power_plant,56.6583,84.9482,Exact
Seversk nuclear power plant,Original 1,1200.0,nuclear,cancelled,,Rosatom,Rosenergoatom,Russia,https://gem.wiki/Seversk_nuclear_power_plant,56.6583,84.9482,Exact
Siberian nuclear power plant,ADE-3,167.0,nuclear,retired,1961.0,Rosatom,,Russia,https://gem.wiki/Siberian_nuclear_power_plant,56.6463,84.9127,Exact
