project,type,country,unit,status,capacity,start_year,owner,lat,lng,url
Plan Futuro Andorra wind farm,wind,Spain,,pre-construction,173.6,,Endesa,41.0827,-0.1606,https://gem.wiki/Plan_Futuro_Andorra_wind_farm
Plan Futuro Andorra wind farm,wind,Spain,,pre-construction,55.8,,Endesa,41.0827,-0.1606,https://gem.wiki/Plan_Futuro_Andorra_wind_farm
Plan Futuro Andorra wind farm,wind,Spain,,pre-construction,86.8,,Endesa,41.0827,-0.1606,https://gem.wiki/Plan_Futuro_Andorra_wind_farm
Plan Futuro Andorra wind farm,wind,Spain,,pre-construction,108.0,,Endesa,41.0827,-0.1606,https://gem.wiki/Plan_Futuro_Andorra_wind_farm
Plan Futuro Andorra wind farm,wind,Spain,,pre-construction,48.0,,Endesa,41.0827,-0.1606,https://gem.wiki/Plan_Futuro_Andorra_wind_farm
Plana De Jarreta wind farm,wind,Spain,,operating,50.0,2002.0,Falck Renewables Wind LTD [26%],41.559,-1.132,https://gem.wiki/Plana_De_Jarreta_wind_farm
Plana De La Balsa wind farm,wind,Spain,,operating,24.0,2002.0,RWE Innogy Aersa SAU,41.512,-0.9501,https://gem.wiki/Plana_De_La_Balsa_wind_farm
Plana De María wind farm,wind,Spain,,operating,24.0,2002.0,RWE Innogy Aersa SAU,41.488,-0.9401,https://gem.wiki/Plana_De_María_wind_farm
Plana De Zaragosa wind farm,wind,Spain,,operating,24.0,2002.0,RWE Innogy Aersa SAU,41.515,-0.915,https://gem.wiki/Plana_De_Zaragosa_wind_farm
Planas De Pola wind farm,wind,Spain,,operating,36.0,1999.0,EDP Renovables España; Viesgo Renovables SL,41.885,-1.102,https://gem.wiki/Planas_De_Pola_wind_farm
Planelles wind farm,wind,Spain,,pre-construction,44.0,,EDP Renovables España,41.0416,0.7346,https://gem.wiki/Planelles_wind_farm
Plans D'Almenara wind farm,wind,Spain,,pre-construction,41.0,,,41.4439,1.1885,https://gem.wiki/Plans_D'Almenara_wind_farm
Plans D'Estaras wind farm,wind,Spain,,pre-construction,50.0,,,41.6918,1.3781,https://gem.wiki/Plans_D'Estaras_wind_farm
Plans De Riubregós wind farm,wind,Spain,,pre-construction,36.0,,,41.7762,1.4384,https://gem.wiki/Plans_De_Riubregós_wind_farm
Plans Del Débol wind farm,wind,Spain,,pre-construction,50.0,,,41.5823,1.3391,https://gem.wiki/Plans_Del_Débol_wind_farm
Plauri wind farm,wind,Spain,,pre-construction,24.0,,,42.4365,-2.4712,https://gem.wiki/Plauri_wind_farm
Plocan Canary wind farm,wind,Spain,,announced,300.0,2024.0,Wunder Hexicon,28.0374,-15.3831,https://gem.wiki/Plocan_Canary_wind_farm
Ponte Rebordelo wind farm,wind,Spain,,operating,40.0,2006.0,EDP Renovables España,43.0084,-9.1133,https://gem.wiki/Ponte_Rebordelo_wind_farm
Pontons wind farm,wind,Spain,,pre-construction,50.0,,,41.4138,1.514,https://gem.wiki/Pontons_wind_farm
Pontons wind farm,wind,Spain,,pre-construction,20.0,,,41.4138,1.514,https://gem.wiki/Pontons_wind_farm
Porís De Abona wind farm,wind,Spain,,operating,20.0,2018.0,Alas Capital SA,28.1524,-16.4802,https://gem.wiki/Porís_De_Abona_wind_farm
Porís De Abona wind farm,wind,Spain,,pre-construction,11.0,,,28.1291,-16.7593,https://gem.wiki/Porís_De_Abona_wind_farm
Porqueros wind farm,wind,Spain,,pre-construction,25.0,,Grupo Lamelas Viloria,42.5399,-6.0746,https://gem.wiki/Porqueros_wind_farm
Portachuelo wind farm,wind,Spain,,operating,45.0,2005.0,EDP Renovables España [75%],39.0601,-1.8301,https://gem.wiki/Portachuelo_wind_farm
Portalrubio wind farm,wind,Spain,,pre-construction,43.0,,Siemens Gamesa Renewable Energy,40.8178,-1.0294,https://gem.wiki/Portalrubio_wind_farm
Portella wind farm,wind,Spain,,pre-construction,30.0,,Capital Energy,41.5977,1.4434,https://gem.wiki/Portella_wind_farm
Porto Vidros wind farm,wind,Spain,,pre-construction,10.42,,Naturgy,42.871,-8.1228,https://gem.wiki/Porto_Vidros_wind_farm
Pousadoiro-Fonesca wind farm,wind,Spain,,operating,24.0,2008.0,Enel Green Power España; Elawan Energy,43.3089,-7.2498,https://gem.wiki/Pousadoiro-Fonesca_wind_farm
Pozocañada wind farm,wind,Spain,,operating,24.0,2001.0,Iberdrola Renovables Energia SA,38.7723,-1.739,https://gem.wiki/Pozocañada_wind_farm
Prada wind farm,wind,Spain,,pre-construction,171.0,,Statkraft AS,42.3494,-7.8777,https://gem.wiki/Prada_wind_farm
Praderas Altas wind farm,wind,Spain,,construction,49.5,2023.0,Green Capital Power,41.2168,-2.2847,https://gem.wiki/Praderas_Altas_wind_farm
Préjano wind farm,wind,Spain,,operating,30.0,2005.0,Iberdrola Renovables Energia SA,42.1481,-2.1966,https://gem.wiki/Préjano_wind_farm
Primoral wind farm,wind,Spain,,operating,35.0,2019.0,Enel Green Power España,41.656,-0.697,https://gem.wiki/Primoral_wind_farm
Proyecto Hibrído Castilla Y León wind farm,wind,Spain,,pre-construction,252.0,2025.0,Grupo Ibereólica Renovables,42.5892,-5.5633,https://gem.wiki/Proyecto_Hibrído_Castilla_Y_León_wind_farm
Proyecto Hibrído Castilla Y León wind farm,wind,Spain,,pre-construction,252.0,2026.0,Grupo Ibereólica Renovables,42.5892,-5.5633,https://gem.wiki/Proyecto_Hibrído_Castilla_Y_León_wind_farm
Proyecto Hibrído Castilla Y León wind farm,wind,Spain,,pre-construction,252.0,2024.0,Grupo Ibereólica Renovables,42.5892,-5.5633,https://gem.wiki/Proyecto_Hibrído_Castilla_Y_León_wind_farm
Proyecto Hibrído Castilla Y León wind farm,wind,Spain,,pre-construction,151.0,2025.0,Grupo Ibereólica Renovables,42.5892,-5.5633,https://gem.wiki/Proyecto_Hibrído_Castilla_Y_León_wind_farm
Proyecto Iberhidrogeno wind farm,wind,Spain,,pre-construction,80.0,2024.0,Grupo Ibereólica Renovables,42.5892,-5.5633,https://gem.wiki/Proyecto_Iberhidrogeno_wind_farm
Pucheruelo wind farm,wind,Spain,,operating,23.0,2012.0,Enel Green Power España,40.4785,-4.6818,https://gem.wiki/Pucheruelo_wind_farm
Puerto de Bilbao wind farm,wind,Spain,,operating,10.0,2007.0,Energías Renovables del Abra SL,43.3603,-3.069,https://gem.wiki/Puerto_de_Bilbao_wind_farm
Puerto Del Rosario wind farm,wind,Spain,,operating,29.0,2022.0,Naturgy,29.0011,-13.4869,https://gem.wiki/Puerto_Del_Rosario_wind_farm
Puerto Escandón wind farm,wind,Spain,,operating,26.0,2004.0,Grupo SAMCA,40.322,-0.958,https://gem.wiki/Puerto_Escandón_wind_farm
Puerto Escandón wind farm,wind,Spain,,operating,24.0,,Grupo SAMCA,40.3209,-0.9562,https://gem.wiki/Puerto_Escandón_wind_farm
Puerto Facinas wind farm,wind,Spain,,operating,12.0,,EDP Renovables España,36.1267,-5.713,https://gem.wiki/Puerto_Facinas_wind_farm
Puerto Málaga wind farm,wind,Spain,,operating,12.0,2008.0,Iberdrola Renovables Energia SA,37.5251,-7.4925,https://gem.wiki/Puerto_Málaga_wind_farm
Puerto Málaga wind farm,wind,Spain,,operating,13.0,,,37.5251,-7.4925,https://gem.wiki/Puerto_Málaga_wind_farm
Puig De Gaigs wind farm,wind,Spain,,pre-construction,41.0,,,41.4454,1.2469,https://gem.wiki/Puig_De_Gaigs_wind_farm
Puig De La Font wind farm,wind,Spain,,pre-construction,12.0,,Naturgy,41.1567,0.876,https://gem.wiki/Puig_De_La_Font_wind_farm
Pujalt wind farm,wind,Spain,,operating,42.0,2005.0,Cerebus Capital Management LP; ASR Wind SL; Exus Partners,41.6804,1.4468,https://gem.wiki/Pujalt_wind_farm
Punago wind farm,wind,Spain,,operating,31.0,2004.0,Acciona Energía,43.0801,-7.2901,https://gem.wiki/Punago_wind_farm
Punta Redona wind farm,wind,Spain,,construction,30.0,2023.0,Naturgy,41.0274,0.4106,https://gem.wiki/Punta_Redona_wind_farm
Puntaza De Remolinos wind farm,wind,Spain,,operating,12.0,1997.0,EDP Renovables España,41.8395,-1.1777,https://gem.wiki/Puntaza_De_Remolinos_wind_farm
Puylobo wind farm,wind,Spain,,operating,49.0,2020.0,Iberdrola Renovables Energia SA,41.8708,-1.4826,https://gem.wiki/Puylobo_wind_farm
Pyxis wind farm,wind,Spain,,pre-construction,50.0,,,41.4637,0.4119,https://gem.wiki/Pyxis_wind_farm
Quebraduras wind farm,wind,Spain,,pre-construction,20.0,,,43.3957,-3.5908,https://gem.wiki/Quebraduras_wind_farm
Querols wind farm,wind,Spain,,pre-construction,30.0,,,42.3938,2.8469,https://gem.wiki/Querols_wind_farm
Quilla wind farm,wind,Spain,,pre-construction,50.0,,Statkraft AS,41.3641,0.5053,https://gem.wiki/Quilla_wind_farm
Quinoneria wind farm,wind,Spain,,cancelled,14.0,,,41.351,-2.4737,https://gem.wiki/Quinoneria_wind_farm
Quintana wind farm,wind,Spain,,pre-construction,50.0,,Grupo Lamelas Viloria,42.7125,-6.3985,https://gem.wiki/Quintana_wind_farm
Quintanilla wind farm,wind,Spain,,operating,20.0,2009.0,EDP Renovables España,42.5901,-3.6719,https://gem.wiki/Quintanilla_wind_farm
Quintanilla wind farm,wind,Spain,,operating,10.0,2020.0,EDP Renovables España,42.3448,-3.6812,https://gem.wiki/Quintanilla_wind_farm
Quiroga (Avintia) wind farm,wind,Spain,,pre-construction,50.0,,Avintia Energía,42.4756,-7.2705,https://gem.wiki/Quiroga_(Avintia)_wind_farm
Rabosera wind farm,wind,Spain,,operating,31.0,2005.0,EDP Renovables España,42.082,-0.825,https://gem.wiki/Rabosera_wind_farm
Radona wind farm,wind,Spain,,operating,24.0,2009.0,Iberdrola Renovables Energia SA,41.2956,-2.4713,https://gem.wiki/Radona_wind_farm
Radona wind farm,wind,Spain,,operating,32.0,2009.0,Iberdrola Renovables Energia SA,41.2956,-2.4713,https://gem.wiki/Radona_wind_farm
Ralea wind farm,wind,Spain,,announced,138.0,,Capital Energy,42.5624,-6.6033,https://gem.wiki/Ralea_wind_farm
Rancho Viejo wind farm,wind,Spain,,operating,14.0,2007.0,EDP Renovables España,36.4646,-5.899,https://gem.wiki/Rancho_Viejo_wind_farm
Raposeras wind farm,wind,Spain,,operating,39.0,2004.0,ACS Group,42.3001,-2.0101,https://gem.wiki/Raposeras_wind_farm
Rea Unificado wind farm,wind,Spain,,construction,41.0,,,41.768,-2.4728,https://gem.wiki/Rea_Unificado_wind_farm
Rebordechao wind farm,wind,Spain,,pre-construction,154.0,,Statkraft AS,42.3882,-7.1434,https://gem.wiki/Rebordechao_wind_farm
Refachón wind farm,wind,Spain,,operating,21.0,2003.0,Acciona Energía,43.4344,-7.5776,https://gem.wiki/Refachón_wind_farm
Refoyas wind farm,wind,Spain,,operating,50.0,2006.0,Acciona Energía [50%]; Med Wind [50%],40.7276,-0.267,https://gem.wiki/Refoyas_wind_farm
Regodeseves wind farm,wind,Spain,,cancelled,40.0,,Iberdrola Renovables Energia SA,43.3114,-6.9863,https://gem.wiki/Regodeseves_wind_farm
Requeixo wind farm,wind,Spain,,operating,11.0,2004.0,Naturgy; ACS Group,43.5168,-7.8813,https://gem.wiki/Requeixo_wind_farm
Requejo wind farm,wind,Spain,,construction,48.0,,Grupo Ibereólica Renovables,42.0283,-6.7633,https://gem.wiki/Requejo_wind_farm
Restelo wind farm,wind,Spain,,pre-construction,42.0,,Greenalia,42.9645,-6.9568,https://gem.wiki/Restelo_wind_farm
Reventones wind farm,wind,Spain,,operating,34.0,2007.0,Iberdrola Renovables Energia SA,38.6856,-1.4043,https://gem.wiki/Reventones_wind_farm
Riba Roja D'ebre wind farm,wind,Spain,,cancelled,50.0,,,41.1172,1.2546,https://gem.wiki/Riba_Roja_D'ebre_wind_farm
Ribota wind farm,wind,Spain,,construction,51.0,2023.0,Capital Energy,43.3983,-3.7389,https://gem.wiki/Ribota_wind_farm
Rincón Del Cabello wind farm,wind,Spain,,operating,40.0,2009.0,Acciona Energía,39.0597,-1.0572,https://gem.wiki/Rincón_Del_Cabello_wind_farm
Río Almodóvar wind farm,wind,Spain,,operating,13.0,2004.0,Acciona Energía,36.1949,-5.7634,https://gem.wiki/Río_Almodóvar_wind_farm
Río Ebro wind farm,wind,Spain,,construction,15.0,,,41.7874,-1.2142,https://gem.wiki/Río_Ebro_wind_farm
Río Ebro wind farm,wind,Spain,,construction,23.0,,,41.7874,-1.2142,https://gem.wiki/Río_Ebro_wind_farm
Río Gallego wind farm,wind,Spain,,operating,36.0,2002.0,RWE Innogy Aersa SAU,42.017,-0.686,https://gem.wiki/Río_Gallego_wind_farm
Rioboo wind farm,wind,Spain,,operating,21.0,2006.0,Acciona Energía,43.6517,-7.5508,https://gem.wiki/Rioboo_wind_farm
Riofrio wind farm,wind,Spain,,cancelled,32.0,,,37.6915,-3.8187,https://gem.wiki/Riofrio_wind_farm
Roalabota wind farm,wind,Spain,,operating,28.0,2008.0,Aldesa Group,36.6088,-6.0877,https://gem.wiki/Roalabota_wind_farm
Robres wind farm,wind,Spain,,operating,24.0,2007.0,Grupo Enhol,41.868,-0.531,https://gem.wiki/Robres_wind_farm
Rocha wind farm,wind,Spain,,pre-construction,45.0,,Forestalia,41.0814,-1.045,https://gem.wiki/Rocha_wind_farm
Rocha wind farm,wind,Spain,,pre-construction,35.0,,Forestalia,41.0814,-1.045,https://gem.wiki/Rocha_wind_farm
Rodera Alta wind farm,wind,Spain,,operating,34.0,2011.0,ACS Group,41.1476,-5.8301,https://gem.wiki/Rodera_Alta_wind_farm
Rodicio wind farm,wind,Spain,,pre-construction,50.0,,Greenalia,42.2753,-7.5027,https://gem.wiki/Rodicio_wind_farm
Rodicio wind farm,wind,Spain,,pre-construction,14.0,,Greenalia,42.2753,-7.5027,https://gem.wiki/Rodicio_wind_farm
Romerales wind farm,wind,Spain,,operating,49.0,2021.0,Repsol; Pontegadea Inversiones SL [49%],41.541,-0.736,https://gem.wiki/Romerales_wind_farm
Romerales wind farm,wind,Spain,,operating,49.0,2021.0,Repsol; Pontegadea Inversiones SL [49%],41.563,-0.815,https://gem.wiki/Romerales_wind_farm
Rosa Catalina García wind farm,wind,Spain,,pre-construction,20.0,,,29.0011,-13.4869,https://gem.wiki/Rosa_Catalina_García_wind_farm
Rueda Sur Wind wind farm,wind,Spain,,pre-construction,45.0,,,41.6296,-1.301,https://gem.wiki/Rueda_Sur_Wind_wind_farm
Rueda Sur Wind wind farm,wind,Spain,,pre-construction,45.0,,,41.6296,-1.301,https://gem.wiki/Rueda_Sur_Wind_wind_farm
Rueda Sur Wind wind farm,wind,Spain,,pre-construction,45.0,,,41.5985,-1.2796,https://gem.wiki/Rueda_Sur_Wind_wind_farm
Sabatera wind farm,wind,Spain,,construction,37.0,2023.0,Capital Energy,40.4235,0.078,https://gem.wiki/Sabatera_wind_farm
Sabina wind farm,wind,Spain,,operating,48.0,2008.0,Iberdrola Renovables Energia SA,38.6317,-1.9251,https://gem.wiki/Sabina_wind_farm
Sabucedo wind farm,wind,Spain,,operating,13.0,2007.0,,43.4601,-7.7901,https://gem.wiki/Sabucedo_wind_farm
Sahariano wind farm,wind,Spain,,pre-construction,50.0,,ACS Group,27.9929,-15.357,https://gem.wiki/Sahariano_wind_farm
Salajones wind farm,wind,Spain,,operating,19.0,1999.0,Acciona Energía,42.6083,-1.308,https://gem.wiki/Salajones_wind_farm
Salinas Floating Offshore wind farm,wind,Spain,,pre-construction,50.0,,,27.6633,-15.5337,https://gem.wiki/Salinas_Floating_Offshore_wind_farm
Salomón wind farm,wind,Spain,,operating,38.0,2011.0,Acciona Energía,38.9804,-0.6894,https://gem.wiki/Salomón_wind_farm
Salto De Lobo wind farm,wind,Spain,,pre-construction,100.0,,Opdenergy,42.4728,-2.4211,https://gem.wiki/Salto_De_Lobo_wind_farm
San Adrián wind farm,wind,Spain,,pre-construction,45.0,,Grupo Jorge,42.3114,-1.8947,https://gem.wiki/San_Adrián_wind_farm
San Agustin Floating Offshore wind farm,wind,Spain,,pre-construction,50.0,,,27.6729,-15.5337,https://gem.wiki/San_Agustin_Floating_Offshore_wind_farm
San Agustín wind farm,wind,Spain,,operating,35.0,2019.0,Naturgy,41.319,-0.571,https://gem.wiki/San_Agustín_wind_farm
San Bartolomé wind farm,wind,Spain,,pre-construction,50.0,,,41.2945,-1.0466,https://gem.wiki/San_Bartolomé_wind_farm
San Bartolomé wind farm,wind,Spain,,pre-construction,50.0,,,41.2945,-1.0466,https://gem.wiki/San_Bartolomé_wind_farm
San Blas wind farm,wind,Spain,,operating,26.0,2019.0,Naturgy,41.8101,-5.02,https://gem.wiki/San_Blas_wind_farm
San Blas wind farm,wind,Spain,,operating,13.0,2020.0,Naturgy,41.7733,-5.0404,https://gem.wiki/San_Blas_wind_farm
San Borondón wind farm,wind,Spain,,pre-construction,238.0,,Iberdrola Renovables Energia SA,27.7542,-15.3476,https://gem.wiki/San_Borondón_wind_farm
San Brandan Floating Offshore wind farm,wind,Spain,,pre-construction,490.0,2027.0,Iberdrola Renovables Energia SA,43.953,-8.3527,https://gem.wiki/San_Brandan_Floating_Offshore_wind_farm
San Cibrao Floating Offshore wind farm,wind,Spain,,pre-construction,490.0,2027.0,Iberdrola Renovables Energia SA,43.9675,-7.4383,https://gem.wiki/San_Cibrao_Floating_Offshore_wind_farm
San Ciprián Smelter wind farm,wind,Spain,,announced,183.0,2024.0,Greenalia; Alcoa CORP,43.696,-7.4719,https://gem.wiki/San_Ciprián_Smelter_wind_farm
San Ciprián wind farm,wind,Spain,,operating,18.0,2001.0,Acciona Energía,42.1733,-6.6596,https://gem.wiki/San_Ciprián_wind_farm
San Cosmeiro wind farm,wind,Spain,,pre-construction,35.0,,Capital Energy,42.9364,-8.9905,https://gem.wiki/San_Cosmeiro_wind_farm
San Cristobál (Capital Energy) wind farm,wind,Spain,,pre-construction,50.0,,Capital Energy,41.4909,-2.2555,https://gem.wiki/San_Cristobál_(Capital_Energy)_wind_farm
San Cristobál (Iberdrola) wind farm,wind,Spain,,pre-construction,28.0,,Iberdrola Renovables Energia SA,37.293,-4.878,https://gem.wiki/San_Cristobál_(Iberdrola)_wind_farm
San Cristóbal De Aguilón wind farm,wind,Spain,,operating,50.0,2011.0,Enel Green Power España; Endesa,41.308,-1.002,https://gem.wiki/San_Cristóbal_De_Aguilón_wind_farm
San Esteban wind farm,wind,Spain,,operating,24.0,1999.0,Acciona Energía [50%]; Med Wind [50%],42.6394,-1.711,https://gem.wiki/San_Esteban_wind_farm
San Esteban wind farm,wind,Spain,,operating,11.0,2004.0,Acciona Energía [50%]; Med Wind [50%],42.635,-1.7258,https://gem.wiki/San_Esteban_wind_farm
San Esteban wind farm,wind,Spain,,operating,16.0,2006.0,Acciona Energía [50%]; Med Wind [50%],42.6054,-1.6956,https://gem.wiki/San_Esteban_wind_farm
San Esteban wind farm,wind,Spain,,operating,15.0,2007.0,Acciona Energía [50%]; Med Wind [50%],42.6469,-1.6675,https://gem.wiki/San_Esteban_wind_farm
San Feliz wind farm,wind,Spain,,pre-construction,49.0,,URIEL Renewables INC,42.5892,-5.5633,https://gem.wiki/San_Feliz_wind_farm
San Francisco De Borja wind farm,wind,Spain,,operating,24.0,2021.0,Enel Green Power España,41.893,-1.509,https://gem.wiki/San_Francisco_De_Borja_wind_farm
San Gil wind farm,wind,Spain,,operating,36.0,2009.0,Naturgy,41.007,-1.903,https://gem.wiki/San_Gil_wind_farm
San Gregorio wind farm,wind,Spain,,retired,15.0,1998.0,Eólica de Navarra SL,42.0718,-1.5467,https://gem.wiki/San_Gregorio_wind_farm
San Gregorio wind farm,wind,Spain,,operating,15.0,,Grupo Enhol,42.1007,-1.7753,https://gem.wiki/San_Gregorio_wind_farm
San Isidro wind farm,wind,Spain,,pre-construction,48.0,,Forestalia,42.0726,-0.5585,https://gem.wiki/San_Isidro_wind_farm
San Isidro wind farm,wind,Spain,,pre-construction,15.0,,Forestalia,41.6517,-0.7839,https://gem.wiki/San_Isidro_wind_farm
San Juan De Bargas wind farm,wind,Spain,,operating,45.0,2005.0,EDP Renovables España,41.792,-1.459,https://gem.wiki/San_Juan_De_Bargas_wind_farm
San Lícer wind farm,wind,Spain,,pre-construction,15.0,,,41.6517,-0.7839,https://gem.wiki/San_Lícer_wind_farm
San Lícer wind farm,wind,Spain,,pre-construction,35.0,,Forestalia,41.6517,-0.7839,https://gem.wiki/San_Lícer_wind_farm
San Lorenzo wind farm (Spain),wind,Spain,,operating,49.0,2007.0,Inversiones Empresariales Vapat SL,41.6494,-5.0253,https://gem.wiki/San_Lorenzo_wind_farm_(Spain)
San Lorenzo wind farm (Spain),wind,Spain,,operating,39.0,2007.0,Inversiones Empresariales Vapat SL,41.7701,-5.0401,https://gem.wiki/San_Lorenzo_wind_farm_(Spain)
San Lorenzo wind farm (Spain),wind,Spain,,operating,28.0,2010.0,Inversiones Empresariales Vapat SL,41.648,-5.0255,https://gem.wiki/San_Lorenzo_wind_farm_(Spain)
San Lorenzo wind farm (Spain),wind,Spain,,operating,34.0,2010.0,Inversiones Empresariales Vapat SL,41.7113,-4.9824,https://gem.wiki/San_Lorenzo_wind_farm_(Spain)
San Martín De Unx wind farm,wind,Spain,,operating,25.0,1996.0,Acciona Energía,41.9959,-6.9001,https://gem.wiki/San_Martín_De_Unx_wind_farm
San Nicolas wind farm,wind,Spain,,cancelled,26.0,,Valoriza Energía,39.3261,-4.838,https://gem.wiki/San_Nicolas_wind_farm
San Pedro Alacon wind farm,wind,Spain,,operating,40.0,2019.0,Enel Green Power España,41.062,-0.734,https://gem.wiki/San_Pedro_Alacon_wind_farm
San Pedro wind farm (Spain),wind,Spain,,pre-construction,27.0,,Retasa,41.8664,-2.8997,https://gem.wiki/San_Pedro_wind_farm_(Spain)
San Roque wind farm,wind,Spain,,pre-construction,15.0,,Forestalia,41.6517,-0.7839,https://gem.wiki/San_Roque_wind_farm
San Xoan wind farm,wind,Spain,,operating,16.0,1999.0,Acciona Energía,42.6833,-7.2333,https://gem.wiki/San_Xoan_wind_farm
Sancho Abarca wind farm,wind,Spain,,operating,10.0,2010.0,Grupo Jorge,42.031,-1.315,https://gem.wiki/Sancho_Abarca_wind_farm
Sangorrín wind farm,wind,Spain,,pre-construction,100.0,,Opdenergy,42.4728,-2.4211,https://gem.wiki/Sangorrín_wind_farm
Sant Antoni wind farm,wind,Spain,,operating,50.0,2010.0,Eolia Renovables SA (EOLIASUR),41.3878,0.6146,https://gem.wiki/Sant_Antoni_wind_farm
Sant Blai wind farm,wind,Spain,,pre-construction,35.0,,,41.1625,0.4735,https://gem.wiki/Sant_Blai_wind_farm
Sant Joan wind farm,wind,Spain,,pre-construction,49.0,,Enel Green Power España,41.4401,0.8348,https://gem.wiki/Sant_Joan_wind_farm
Sant Roc wind farm,wind,Spain,,pre-construction,50.0,,,41.5619,1.1397,https://gem.wiki/Sant_Roc_wind_farm
Santa Aguéda wind farm,wind,Spain,,pre-construction,37.0,,Enerfin Resources CO,42.5278,-1.6745,https://gem.wiki/Santa_Aguéda_wind_farm
Santa Coracha wind farm,wind,Spain,,pre-construction,29.0,,,36.1838,-5.493,https://gem.wiki/Santa_Coracha_wind_farm
Santa Cruz (Forestalia) wind farm,wind,Spain,,pre-construction,18.0,,,41.8518,-0.0827,https://gem.wiki/Santa_Cruz_(Forestalia)_wind_farm
Santa Cruz (Forestalia) wind farm,wind,Spain,,pre-construction,15.0,,,41.8518,-0.0827,https://gem.wiki/Santa_Cruz_(Forestalia)_wind_farm
Santa Cruz (Forestalia) wind farm,wind,Spain,,pre-construction,25.0,,Forestalia,41.8518,-0.0827,https://gem.wiki/Santa_Cruz_(Forestalia)_wind_farm
Santa Cruz (Forestalia) wind farm,wind,Spain,,pre-construction,25.0,,Forestalia,41.9256,-0.0088,https://gem.wiki/Santa_Cruz_(Forestalia)_wind_farm
Santa Cruz (Grupo Viloria) wind farm,wind,Spain,,pre-construction,35.0,,Grupo Lamelas Viloria,42.5115,-6.158,https://gem.wiki/Santa_Cruz_(Grupo_Viloria)_wind_farm
Santa Cruz wind farm (Spain),wind,Spain,,pre-construction,12.0,,Forestalia,41.6517,-0.7839,https://gem.wiki/Santa_Cruz_wind_farm_(Spain)
Santa Inés wind farm,wind,Spain,,pre-construction,22.0,,Capital Energy,39.3261,-4.838,https://gem.wiki/Santa_Inés_wind_farm
Santa Madrona wind farm,wind,Spain,,pre-construction,45.0,,,41.0776,0.4777,https://gem.wiki/Santa_Madrona_wind_farm
Santa María De Invierno wind farm,wind,Spain,,announced,50.0,,BERG LTD,42.3448,-3.6812,https://gem.wiki/Santa_María_De_Invierno_wind_farm
Santa María De Las Fuentes wind farm,wind,Spain,,pre-construction,99.0,,Villar Mir Energía (VME),42.1927,-4.2939,https://gem.wiki/Santa_María_De_Las_Fuentes_wind_farm
Santa Maria De Nieva wind farm,wind,Spain,,operating,14.0,2012.0,Grupo Ibereólica Renovables; Grupo Ortiz; SGECR SA,37.4623,-1.9888,https://gem.wiki/Santa_Maria_De_Nieva_wind_farm
Santa Maria De Nieva wind farm,wind,Spain,,operating,35.0,2012.0,Grupo Ibereólica Renovables; Grupo Ortiz; SGECR SA,37.4623,-1.9888,https://gem.wiki/Santa_Maria_De_Nieva_wind_farm
Santa Quiteria wind farm,wind,Spain,,operating,36.0,2003.0,EDP Renovables España; Grupo Jorge,41.977,-0.601,https://gem.wiki/Santa_Quiteria_wind_farm
Santo Cristo De Magallón wind farm,wind,Spain,,operating,40.0,2006.0,Viesgo Renovables SL,41.798,-1.355,https://gem.wiki/Santo_Cristo_De_Magallón_wind_farm
Santo Domingo De La Luna wind farm,wind,Spain,,operating,23.0,2019.0,Enel Green Power España,42.067,-0.882,https://gem.wiki/Santo_Domingo_De_La_Luna_wind_farm
Santos De La Piedra wind farm,wind,Spain,,pre-construction,16.0,,Constructora Industrial y de Obras Públicas SA (CIOPSA),40.561,-1.4699,https://gem.wiki/Santos_De_La_Piedra_wind_farm
Sargentes wind farm,wind,Spain,,operating,24.0,2009.0,Exus Partners,42.7666,-3.9371,https://gem.wiki/Sargentes_wind_farm
Sarnago wind farm,wind,Spain,,pre-construction,27.0,,Retasa,42.006,-2.1889,https://gem.wiki/Sarnago_wind_farm
Sasdónigas wind farm,wind,Spain,,operating,18.0,2019.0,Norvento Enerxia,43.4297,-7.3639,https://gem.wiki/Sasdónigas_wind_farm
Sasdónigas wind farm,wind,Spain,,operating,10.0,2019.0,Norvento Enerxia,43.4297,-7.3639,https://gem.wiki/Sasdónigas_wind_farm
Sasoplano wind farm,wind,Spain,,operating,36.0,2003.0,Enel Green Power España,42.136,-0.592,https://gem.wiki/Sasoplano_wind_farm
Savalla wind farm,wind,Spain,,operating,18.0,,Iberdrola Renovables Energia SA,41.5382,1.2842,https://gem.wiki/Savalla_wind_farm
Segarra wind farm,wind,Spain,,pre-construction,50.0,,,41.634,1.3288,https://gem.wiki/Segarra_wind_farm
Segarra wind farm,wind,Spain,,pre-construction,50.0,,,41.634,1.3288,https://gem.wiki/Segarra_wind_farm
Segura wind farm,wind,Spain,,pre-construction,29.0,,,41.0548,-1.0143,https://gem.wiki/Segura_wind_farm
Segura wind farm,wind,Spain,,pre-construction,49.0,,,41.0548,-1.0143,https://gem.wiki/Segura_wind_farm
Seré wind farm,wind,Spain,,pre-construction,34.0,,Naturgy,41.5036,1.3431,https://gem.wiki/Seré_wind_farm
Serón wind farm,wind,Spain,,operating,50.0,2008.0,Saeta Yield SA,37.3436,-2.5081,https://gem.wiki/Serón_wind_farm
Serón wind farm,wind,Spain,,operating,10.0,2008.0,Saeta Yield SA,37.3436,-2.5081,https://gem.wiki/Serón_wind_farm
