project,type,country,unit,status,capacity,start_year,owner,lat,lng,url
Philippsburg nuclear power plant,nuclear,Germany,2,retired,1468.0,1985.0,EnBW Kernkraft GMBH,49.2529,8.4364,https://gem.wiki/Philippsburg_nuclear_power_plant
Rheinsberg nuclear power plant,nuclear,Germany,,retired,70.0,1966.0,Energiewerke Nord GMBH,53.1478,12.9904,https://gem.wiki/Rheinsberg_nuclear_power_plant
Stade nuclear power plant,nuclear,Germany,,retired,672.0,1972.0,Kernkraftwerk Stade GMBH,53.6197,9.5308,https://gem.wiki/Stade_nuclear_power_plant
Stendal nuclear power plant,nuclear,Germany,1,cancelled,1000.0,,,52.7237,12.0176,https://gem.wiki/Stendal_nuclear_power_plant
Stendal nuclear power plant,nuclear,Germany,2,cancelled,1000.0,,,52.7237,12.0176,https://gem.wiki/Stendal_nuclear_power_plant
Stendal nuclear power plant,nuclear,Germany,3,cancelled,1000.0,,,52.7237,12.0176,https://gem.wiki/Stendal_nuclear_power_plant
Stendal nuclear power plant,nuclear,Germany,4,cancelled,1000.0,,,52.7237,12.0176,https://gem.wiki/Stendal_nuclear_power_plant
THTR-300 nuclear power plant,nuclear,Germany,,retired,308.0,1987.0,Hochtemperatur-Kernkraftwerk GMBH,51.6803,7.97201,https://gem.wiki/THTR-300_nuclear_power_plant
Unterweser nuclear power plant,nuclear,Germany,,retired,1410.0,1979.0,E.ON Kernkraft GMBH,53.4282,8.4791,https://gem.wiki/Unterweser_nuclear_power_plant
Wuergassen nuclear power plant,nuclear,Germany,,retired,670.0,1975.0,PreussenElektra GMBH,51.6395,9.3919,https://gem.wiki/Wuergassen_nuclear_power_plant
Paks nuclear power plant,nuclear,Hungary,1,operating,509.0,1983.0,MVM Hungarian Electricity LTD,46.57763,18.8532,https://gem.wiki/Paks_nuclear_power_plant
Paks nuclear power plant,nuclear,Hungary,2,operating,506.0,1984.0,MVM Hungarian Electricity LTD,46.57763,18.8532,https://gem.wiki/Paks_nuclear_power_plant
Paks nuclear power plant,nuclear,Hungary,3,operating,506.0,1986.0,MVM Hungarian Electricity LTD,46.57763,18.8532,https://gem.wiki/Paks_nuclear_power_plant
Paks nuclear power plant,nuclear,Hungary,4,operating,506.0,1987.0,MVM Hungarian Electricity LTD,46.57763,18.8532,https://gem.wiki/Paks_nuclear_power_plant
Paks nuclear power plant,nuclear,Hungary,5,construction,1265.0,2032.0,MVM Hungarian Electricity LTD,46.57763,18.8532,https://gem.wiki/Paks_nuclear_power_plant
Paks nuclear power plant,nuclear,Hungary,6,construction,1265.0,2032.0,MVM Hungarian Electricity LTD,46.57763,18.8532,https://gem.wiki/Paks_nuclear_power_plant
Chutka nuclear power plant,nuclear,India,1,pre-construction,700.0,2031.0,Nuclear Power Corporation Of India LTD,22.7701,80.0933,https://gem.wiki/Chutka_nuclear_power_plant
Chutka nuclear power plant,nuclear,India,2,pre-construction,700.0,2031.0,Nuclear Power Corporation Of India LTD,22.7701,80.0933,https://gem.wiki/Chutka_nuclear_power_plant
Gorakhpur Haryana nuclear power plant,nuclear,India,1,construction,700.0,2029.0,Nuclear Power Corporation Of India LTD,29.44139,75.6322,https://gem.wiki/Gorakhpur_Haryana_nuclear_power_plant
Gorakhpur Haryana nuclear power plant,nuclear,India,2,construction,700.0,2029.0,Nuclear Power Corporation Of India LTD,29.44139,75.6322,https://gem.wiki/Gorakhpur_Haryana_nuclear_power_plant
Gorakhpur Haryana nuclear power plant,nuclear,India,3,pre-construction,700.0,2031.0,Nuclear Power Corporation Of India LTD,29.44139,75.6322,https://gem.wiki/Gorakhpur_Haryana_nuclear_power_plant
Gorakhpur Haryana nuclear power plant,nuclear,India,4,pre-construction,700.0,2031.0,Nuclear Power Corporation Of India LTD,29.44139,75.6322,https://gem.wiki/Gorakhpur_Haryana_nuclear_power_plant
Jaitapur nuclear power plant,nuclear,India,1,announced,1600.0,,Nuclear Power Corporation Of India LTD,16.5997,73.33001,https://gem.wiki/Jaitapur_nuclear_power_plant
Jaitapur nuclear power plant,nuclear,India,2,announced,1600.0,,Nuclear Power Corporation Of India LTD,16.5997,73.33001,https://gem.wiki/Jaitapur_nuclear_power_plant
Jaitapur nuclear power plant,nuclear,India,3,announced,1600.0,,Nuclear Power Corporation Of India LTD,16.5997,73.33001,https://gem.wiki/Jaitapur_nuclear_power_plant
Jaitapur nuclear power plant,nuclear,India,4,announced,1600.0,,Nuclear Power Corporation Of India LTD,16.5997,73.33001,https://gem.wiki/Jaitapur_nuclear_power_plant
Jaitapur nuclear power plant,nuclear,India,5,announced,1600.0,,Nuclear Power Corporation Of India LTD,16.5997,73.33001,https://gem.wiki/Jaitapur_nuclear_power_plant
Jaitapur nuclear power plant,nuclear,India,6,announced,1600.0,,Nuclear Power Corporation Of India LTD,16.5997,73.33001,https://gem.wiki/Jaitapur_nuclear_power_plant
Kaiga nuclear power plant,nuclear,India,1,operating,220.0,2000.0,Nuclear Power Corporation Of India LTD,14.86663,74.4398,https://gem.wiki/Kaiga_nuclear_power_plant
Kaiga nuclear power plant,nuclear,India,2,operating,220.0,2000.0,Nuclear Power Corporation Of India LTD,14.86663,74.4398,https://gem.wiki/Kaiga_nuclear_power_plant
Kaiga nuclear power plant,nuclear,India,3,operating,220.0,2007.0,Nuclear Power Corporation Of India LTD,14.86663,74.4398,https://gem.wiki/Kaiga_nuclear_power_plant
Kaiga nuclear power plant,nuclear,India,4,operating,220.0,2011.0,Nuclear Power Corporation Of India LTD,14.86663,74.4398,https://gem.wiki/Kaiga_nuclear_power_plant
Kaiga nuclear power plant,nuclear,India,5,construction,700.0,2026.0,Nuclear Power Corporation Of India LTD,14.86663,74.4398,https://gem.wiki/Kaiga_nuclear_power_plant
Kaiga nuclear power plant,nuclear,India,6,construction,700.0,2026.0,Nuclear Power Corporation Of India LTD,14.86663,74.4398,https://gem.wiki/Kaiga_nuclear_power_plant
Kakrapar nuclear power plant,nuclear,India,1,operating,220.0,1993.0,Nuclear Power Corporation Of India LTD,21.2384,73.3489,https://gem.wiki/Kakrapar_nuclear_power_plant
Kakrapar nuclear power plant,nuclear,India,2,operating,220.0,1995.0,Nuclear Power Corporation Of India LTD,21.2384,73.3489,https://gem.wiki/Kakrapar_nuclear_power_plant
Kakrapar nuclear power plant,nuclear,India,3,operating,700.0,2023.0,Nuclear Power Corporation Of India LTD,21.2384,73.3489,https://gem.wiki/Kakrapar_nuclear_power_plant
Kakrapar nuclear power plant,nuclear,India,4,construction,700.0,2024.0,Nuclear Power Corporation Of India LTD,21.2384,73.3489,https://gem.wiki/Kakrapar_nuclear_power_plant
Kalpakkam PFBR nuclear power plant,nuclear,India,,construction,500.0,2024.0,Bharatiya Nabhikiya Vidyut Nigam LTD,12.5531,80.1733,https://gem.wiki/Kalpakkam_PFBR_nuclear_power_plant
Kovvada nuclear power plant,nuclear,India,1,announced,1250.0,2025.0,Nuclear Power Corporation Of India LTD,18.1136,83.7117,https://gem.wiki/Kovvada_nuclear_power_plant
Kovvada nuclear power plant,nuclear,India,2,announced,1250.0,,Nuclear Power Corporation Of India LTD,18.1136,83.7117,https://gem.wiki/Kovvada_nuclear_power_plant
Kovvada nuclear power plant,nuclear,India,3,announced,1250.0,,Nuclear Power Corporation Of India LTD,18.1136,83.7117,https://gem.wiki/Kovvada_nuclear_power_plant
Kovvada nuclear power plant,nuclear,India,4,announced,1250.0,,Nuclear Power Corporation Of India LTD,18.1136,83.7117,https://gem.wiki/Kovvada_nuclear_power_plant
Kovvada nuclear power plant,nuclear,India,5,announced,1250.0,,Nuclear Power Corporation Of India LTD,18.1136,83.7117,https://gem.wiki/Kovvada_nuclear_power_plant
Kovvada nuclear power plant,nuclear,India,6,announced,1250.0,,Nuclear Power Corporation Of India LTD,18.1136,83.7117,https://gem.wiki/Kovvada_nuclear_power_plant
Kudankulam nuclear power plant,nuclear,India,1,operating,1000.0,2014.0,Nuclear Power Corporation Of India LTD,8.1689,77.7126,https://gem.wiki/Kudankulam_nuclear_power_plant
Kudankulam nuclear power plant,nuclear,India,2,operating,1000.0,2017.0,Nuclear Power Corporation Of India LTD,8.1689,77.7126,https://gem.wiki/Kudankulam_nuclear_power_plant
Kudankulam nuclear power plant,nuclear,India,3,construction,1000.0,2025.0,Nuclear Power Corporation Of India LTD,8.1689,77.7126,https://gem.wiki/Kudankulam_nuclear_power_plant
Kudankulam nuclear power plant,nuclear,India,4,construction,1000.0,2025.0,Nuclear Power Corporation Of India LTD,8.1689,77.7126,https://gem.wiki/Kudankulam_nuclear_power_plant
Kudankulam nuclear power plant,nuclear,India,5,construction,1000.0,2027.0,Nuclear Power Corporation Of India LTD,8.1689,77.7126,https://gem.wiki/Kudankulam_nuclear_power_plant
Kudankulam nuclear power plant,nuclear,India,6,construction,1000.0,2027.0,Nuclear Power Corporation Of India LTD,8.1689,77.7126,https://gem.wiki/Kudankulam_nuclear_power_plant
Madras nuclear power plant,nuclear,India,1,mothballed,220.0,1984.0,Nuclear Power Corporation Of India LTD,12.5571,80.1754,https://gem.wiki/Madras_nuclear_power_plant
Madras nuclear power plant,nuclear,India,2,operating,220.0,1986.0,Nuclear Power Corporation Of India LTD,12.5571,80.1754,https://gem.wiki/Madras_nuclear_power_plant
Mahi Banswara nuclear power plant,nuclear,India,1,pre-construction,700.0,2029.0,Nuclear Power Corporation Of India LTD,23.5294,74.5906,https://gem.wiki/Mahi_Banswara_nuclear_power_plant
Mahi Banswara nuclear power plant,nuclear,India,2,pre-construction,700.0,2029.0,Nuclear Power Corporation Of India LTD,23.5294,74.5906,https://gem.wiki/Mahi_Banswara_nuclear_power_plant
Mahi Banswara nuclear power plant,nuclear,India,3,pre-construction,700.0,2029.0,Nuclear Power Corporation Of India LTD,23.5294,74.5906,https://gem.wiki/Mahi_Banswara_nuclear_power_plant
Mahi Banswara nuclear power plant,nuclear,India,4,pre-construction,700.0,2029.0,Nuclear Power Corporation Of India LTD,23.5294,74.5906,https://gem.wiki/Mahi_Banswara_nuclear_power_plant
Narora nuclear power plant,nuclear,India,1,operating,220.0,1991.0,Nuclear Power Corporation Of India LTD,28.156,78.4089,https://gem.wiki/Narora_nuclear_power_plant
Narora nuclear power plant,nuclear,India,2,operating,220.0,1992.0,Nuclear Power Corporation Of India LTD,28.156,78.4089,https://gem.wiki/Narora_nuclear_power_plant
Rajasthan nuclear power plant,nuclear,India,1,mothballed,100.0,1973.0,Nuclear Power Corporation Of India LTD,24.8747,75.6189,https://gem.wiki/Rajasthan_nuclear_power_plant
Rajasthan nuclear power plant,nuclear,India,2,operating,200.0,1981.0,Nuclear Power Corporation Of India LTD,24.8747,75.6189,https://gem.wiki/Rajasthan_nuclear_power_plant
Rajasthan nuclear power plant,nuclear,India,3,operating,220.0,2000.0,Nuclear Power Corporation Of India LTD,24.8747,75.6189,https://gem.wiki/Rajasthan_nuclear_power_plant
Rajasthan nuclear power plant,nuclear,India,4,operating,220.0,2000.0,Nuclear Power Corporation Of India LTD,24.8747,75.6189,https://gem.wiki/Rajasthan_nuclear_power_plant
Rajasthan nuclear power plant,nuclear,India,5,operating,220.0,2010.0,Nuclear Power Corporation Of India LTD,24.8747,75.6189,https://gem.wiki/Rajasthan_nuclear_power_plant
Rajasthan nuclear power plant,nuclear,India,6,operating,220.0,2010.0,Nuclear Power Corporation Of India LTD,24.8747,75.6189,https://gem.wiki/Rajasthan_nuclear_power_plant
Rajasthan nuclear power plant,nuclear,India,7,construction,700.0,2022.0,Nuclear Power Corporation Of India LTD,24.8747,75.6189,https://gem.wiki/Rajasthan_nuclear_power_plant
Rajasthan nuclear power plant,nuclear,India,8,construction,700.0,2023.0,Nuclear Power Corporation Of India LTD,24.8747,75.6189,https://gem.wiki/Rajasthan_nuclear_power_plant
Tarapur nuclear power plant,nuclear,India,1,mothballed,160.0,1969.0,Nuclear Power Corporation Of India LTD,19.8294,72.6617,https://gem.wiki/Tarapur_nuclear_power_plant
Tarapur nuclear power plant,nuclear,India,2,mothballed,160.0,1969.0,Nuclear Power Corporation Of India LTD,19.8294,72.6617,https://gem.wiki/Tarapur_nuclear_power_plant
Tarapur nuclear power plant,nuclear,India,3,operating,540.0,2006.0,Nuclear Power Corporation Of India LTD,19.8294,72.6617,https://gem.wiki/Tarapur_nuclear_power_plant
Tarapur nuclear power plant,nuclear,India,4,operating,540.0,2005.0,Nuclear Power Corporation Of India LTD,19.8294,72.6617,https://gem.wiki/Tarapur_nuclear_power_plant
Bangka Belitung nuclear power plant,nuclear,Indonesia,1,cancelled,1000.0,,PT Perusahaan Listrik Negara (Persero),-2.12001,106.1815,https://gem.wiki/Bangka_Belitung_nuclear_power_plant
Bangka Belitung nuclear power plant,nuclear,Indonesia,2,cancelled,1000.0,,PT Perusahaan Listrik Negara (Persero),-2.12001,106.1815,https://gem.wiki/Bangka_Belitung_nuclear_power_plant
Muria nuclear power plant,nuclear,Indonesia,1,cancelled,1000.0,,,-6.9816,110.9291,https://gem.wiki/Muria_nuclear_power_plant
Muria nuclear power plant,nuclear,Indonesia,2,cancelled,1000.0,,,-6.9816,110.9291,https://gem.wiki/Muria_nuclear_power_plant
Bushehr nuclear power plant,nuclear,Iran,1,operating,1000.0,2013.0,Nuclear Power Production And Development CO Of Iran,28.82962,50.88601,https://gem.wiki/Bushehr_nuclear_power_plant
Bushehr nuclear power plant,nuclear,Iran,2,construction,1057.0,2024.0,Nuclear Power Production And Development CO Of Iran,28.82962,50.88601,https://gem.wiki/Bushehr_nuclear_power_plant
Bushehr nuclear power plant,nuclear,Iran,3,pre-construction,1057.0,2026.0,Nuclear Power Production And Development CO Of Iran,28.82962,50.88601,https://gem.wiki/Bushehr_nuclear_power_plant
Darkhovain nuclear power plant,nuclear,Iran,1,construction,300.0,2030.0,Nuclear Power Production And Development CO Of Iran,30.70759,48.3641,https://gem.wiki/Darkhovain_nuclear_power_plant
Darkhovain nuclear power plant,nuclear,Iran,2,cancelled,300.0,,Nuclear Power Production And Development CO Of Iran,30.70759,48.3641,https://gem.wiki/Darkhovain_nuclear_power_plant
Makran Coast nuclear power plant,nuclear,Iran,1,cancelled,100.0,,,25.2497,61.0001,https://gem.wiki/Makran_Coast_nuclear_power_plant
Makran Coast nuclear power plant,nuclear,Iran,2,cancelled,100.0,,,25.2497,61.0001,https://gem.wiki/Makran_Coast_nuclear_power_plant
Shivta nuclear power plant,nuclear,Israel,1,cancelled,750.0,,,30.881,34.6309,https://gem.wiki/Shivta_nuclear_power_plant
Shivta nuclear power plant,nuclear,Israel,2,cancelled,750.0,,,30.881,34.6309,https://gem.wiki/Shivta_nuclear_power_plant
Caorso nuclear power plant,nuclear,Italy,,retired,882.0,1981.0,Societa Gestione Impanti Nucleari SPA,45.0729,9.8716,https://gem.wiki/Caorso_nuclear_power_plant
Enrico Fermi nuclear power plant,nuclear,Italy,,retired,270.0,1965.0,Societa Gestione Impanti Nucleari SPA,45.1833,8.2773,https://gem.wiki/Enrico_Fermi_nuclear_power_plant
Garigliano nuclear power plant,nuclear,Italy,,retired,160.0,1964.0,Societa Gestione Impanti Nucleari SPA,41.2584,13.8349,https://gem.wiki/Garigliano_nuclear_power_plant
Latina nuclear power plant,nuclear,Italy,,retired,160.0,1964.0,Societa Gestione Impanti Nucleari SPA,41.4253,12.8067,https://gem.wiki/Latina_nuclear_power_plant
Montalto di Castro nuclear power plant,nuclear,Italy,1,cancelled,1009.0,,,42.3594,11.5301,https://gem.wiki/Montalto_di_Castro_nuclear_power_plant
Montalto di Castro nuclear power plant,nuclear,Italy,2,cancelled,1009.0,,Enel - Societa Per Azioni,42.3594,11.5301,https://gem.wiki/Montalto_di_Castro_nuclear_power_plant
Ashihama nuclear power plant,nuclear,Japan,1,cancelled,1300.0,,Chubu Electric Power CO INC,34.2203,136.4263,https://gem.wiki/Ashihama_nuclear_power_plant
Ashihama nuclear power plant,nuclear,Japan,2,cancelled,1300.0,,Chubu Electric Power CO INC,34.2203,136.4263,https://gem.wiki/Ashihama_nuclear_power_plant
Fugen nuclear power plant,nuclear,Japan,,retired,165.0,1979.0,Japan Atomic Energy Agency,35.7544,136.0191,https://gem.wiki/Fugen_nuclear_power_plant
Fukushima Daiichi nuclear power plant,nuclear,Japan,1,retired,460.0,1971.0,Tokyo Electric Power CO,37.4231,141.0331,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Fukushima Daiichi nuclear power plant,nuclear,Japan,2,retired,784.0,1974.0,Tokyo Electric Power CO,37.4231,141.0331,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Fukushima Daiichi nuclear power plant,nuclear,Japan,3,retired,784.0,1976.0,Tokyo Electric Power CO,37.4231,141.0331,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Fukushima Daiichi nuclear power plant,nuclear,Japan,4,retired,784.0,1978.0,Tokyo Electric Power CO,37.4231,141.0331,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Fukushima Daiichi nuclear power plant,nuclear,Japan,5,retired,784.0,1978.0,Tokyo Electric Power CO,37.4231,141.0331,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Fukushima Daiichi nuclear power plant,nuclear,Japan,6,retired,1100.0,1979.0,Tokyo Electric Power CO,37.4231,141.0331,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Fukushima Daiichi nuclear power plant,nuclear,Japan,7,cancelled,1380.0,,Tokyo Electric Power CO,37.4231,141.0331,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Fukushima Daiichi nuclear power plant,nuclear,Japan,8,cancelled,1380.0,,Tokyo Electric Power CO,37.4231,141.0331,https://gem.wiki/Fukushima_Daiichi_nuclear_power_plant
Fukushima Daini nuclear power plant,nuclear,Japan,1,retired,1100.0,1982.0,Tokyo Electric Power CO,37.3164,141.0265,https://gem.wiki/Fukushima_Daini_nuclear_power_plant
Fukushima Daini nuclear power plant,nuclear,Japan,2,retired,1100.0,1984.0,Tokyo Electric Power CO,37.3164,141.0265,https://gem.wiki/Fukushima_Daini_nuclear_power_plant
Fukushima Daini nuclear power plant,nuclear,Japan,3,retired,1100.0,1985.0,Tokyo Electric Power CO,37.3164,141.0265,https://gem.wiki/Fukushima_Daini_nuclear_power_plant
Fukushima Daini nuclear power plant,nuclear,Japan,4,retired,1100.0,1987.0,Tokyo Electric Power CO,37.3164,141.0265,https://gem.wiki/Fukushima_Daini_nuclear_power_plant
Genkai nuclear power plant,nuclear,Japan,1,retired,559.0,1975.0,Kyushu Electric Power CO INC,33.5152,129.83601,https://gem.wiki/Genkai_nuclear_power_plant
Genkai nuclear power plant,nuclear,Japan,2,retired,559.0,1981.0,Kyushu Electric Power CO INC,33.5152,129.83601,https://gem.wiki/Genkai_nuclear_power_plant
Genkai nuclear power plant,nuclear,Japan,3,operating,1180.0,1994.0,Kyushu Electric Power CO INC,33.5152,129.83601,https://gem.wiki/Genkai_nuclear_power_plant
Genkai nuclear power plant,nuclear,Japan,4,operating,1180.0,1997.0,Kyushu Electric Power CO INC,33.5152,129.83601,https://gem.wiki/Genkai_nuclear_power_plant
Hamaoka nuclear power plant,nuclear,Japan,1,retired,540.0,1976.0,Chubu Electric Power CO INC,34.6235,138.1421,https://gem.wiki/Hamaoka_nuclear_power_plant
Hamaoka nuclear power plant,nuclear,Japan,2,retired,840.0,1978.0,Chubu Electric Power CO INC,34.6235,138.1421,https://gem.wiki/Hamaoka_nuclear_power_plant
Hamaoka nuclear power plant,nuclear,Japan,3,mothballed,1100.0,1987.0,Chubu Electric Power CO INC,34.6235,138.1421,https://gem.wiki/Hamaoka_nuclear_power_plant
Hamaoka nuclear power plant,nuclear,Japan,4,mothballed,1137.0,1993.0,Chubu Electric Power CO INC,34.6235,138.1421,https://gem.wiki/Hamaoka_nuclear_power_plant
Hamaoka nuclear power plant,nuclear,Japan,5,mothballed,1380.0,2005.0,Chubu Electric Power CO INC,34.6235,138.1421,https://gem.wiki/Hamaoka_nuclear_power_plant
Hamaoka nuclear power plant,nuclear,Japan,6,shelved,1400.0,,Chubu Electric Power CO INC,34.6231,138.1442,https://gem.wiki/Hamaoka_nuclear_power_plant
Higashidori (Tepco) nuclear power plant,nuclear,Japan,1,shelved,1385.0,,Tokyo Electric Power CO,41.2344,141.3593,https://gem.wiki/Higashidori_(Tepco)_nuclear_power_plant
Higashidori (Tepco) nuclear power plant,nuclear,Japan,2,shelved,1385.0,,Tokyo Electric Power CO,41.2344,141.3593,https://gem.wiki/Higashidori_(Tepco)_nuclear_power_plant
Higashidori (Tohoku) nuclear power plant,nuclear,Japan,1,mothballed,1100.0,2005.0,Tohoku Electric Power CO INC,41.188,141.3903,https://gem.wiki/Higashidori_(Tohoku)_nuclear_power_plant
Higashidori (Tohoku) nuclear power plant,nuclear,Japan,2,shelved,1385.0,,Tohoku Electric Power CO INC,41.188,141.3903,https://gem.wiki/Higashidori_(Tohoku)_nuclear_power_plant
Hohoku nuclear power plant,nuclear,Japan,1,cancelled,1067.0,,The Chugoku Electric Power CO INC,34.2903,130.9491,https://gem.wiki/Hohoku_nuclear_power_plant
Hohoku nuclear power plant,nuclear,Japan,2,cancelled,1067.0,,The Chugoku Electric Power CO INC,34.2903,130.9491,https://gem.wiki/Hohoku_nuclear_power_plant
Ikata nuclear power plant,nuclear,Japan,1,retired,566.0,1977.0,Shikoku Electric Power CO INC,33.4909,132.3088,https://gem.wiki/Ikata_nuclear_power_plant
Ikata nuclear power plant,nuclear,Japan,2,retired,566.0,1982.0,Shikoku Electric Power CO INC,33.4909,132.3088,https://gem.wiki/Ikata_nuclear_power_plant
Ikata nuclear power plant,nuclear,Japan,3,operating,890.0,1994.0,Shikoku Electric Power CO INC,33.4909,132.3088,https://gem.wiki/Ikata_nuclear_power_plant
Japan Power Demonstration Reactor nuclear power plant,nuclear,Japan,,retired,13.0,1965.0,Japan Atomic Energy Agency,36.4568,140.6059,https://gem.wiki/Japan_Power_Demonstration_Reactor_nuclear_power_plant
Kaminoseki nuclear power plant,nuclear,Japan,1,shelved,1373.0,,Chugoku Electric Power CO,33.8512,132.1182,https://gem.wiki/Kaminoseki_nuclear_power_plant
Kaminoseki nuclear power plant,nuclear,Japan,2,shelved,1373.0,,Chugoku Electric Power CO,33.8512,132.1182,https://gem.wiki/Kaminoseki_nuclear_power_plant
Kashiwazaki Kariwa nuclear power plant,nuclear,Japan,1,mothballed,1100.0,1985.0,Tokyo Electric Power CO,37.4259,138.5941,https://gem.wiki/Kashiwazaki_Kariwa_nuclear_power_plant
Kashiwazaki Kariwa nuclear power plant,nuclear,Japan,2,mothballed,1100.0,1990.0,Tokyo Electric Power CO,37.4259,138.5941,https://gem.wiki/Kashiwazaki_Kariwa_nuclear_power_plant
Kashiwazaki Kariwa nuclear power plant,nuclear,Japan,3,mothballed,1100.0,1993.0,Tokyo Electric Power CO,37.4259,138.5941,https://gem.wiki/Kashiwazaki_Kariwa_nuclear_power_plant
Kashiwazaki Kariwa nuclear power plant,nuclear,Japan,4,mothballed,1100.0,1994.0,Tokyo Electric Power CO,37.4259,138.5941,https://gem.wiki/Kashiwazaki_Kariwa_nuclear_power_plant
Kashiwazaki Kariwa nuclear power plant,nuclear,Japan,5,mothballed,1100.0,1990.0,Tokyo Electric Power CO,37.4259,138.5941,https://gem.wiki/Kashiwazaki_Kariwa_nuclear_power_plant
Kashiwazaki Kariwa nuclear power plant,nuclear,Japan,6,mothballed,1356.0,1996.0,Tokyo Electric Power CO,37.4259,138.5941,https://gem.wiki/Kashiwazaki_Kariwa_nuclear_power_plant
Kashiwazaki Kariwa nuclear power plant,nuclear,Japan,7,mothballed,1356.0,1997.0,Tokyo Electric Power CO,37.4259,138.5941,https://gem.wiki/Kashiwazaki_Kariwa_nuclear_power_plant
Maki nuclear power plant,nuclear,Japan,1,cancelled,780.0,,Tohoku Electric Power CO INC,37.7627,138.9048,https://gem.wiki/Maki_nuclear_power_plant
Maki nuclear power plant,nuclear,Japan,2,cancelled,1067.0,,Tohoku Electric Power CO INC,37.7627,138.9048,https://gem.wiki/Maki_nuclear_power_plant
Mihama nuclear power plant,nuclear,Japan,1,retired,340.0,1970.0,Kansai Electric Power CO,35.7024,135.9634,https://gem.wiki/Mihama_nuclear_power_plant
Mihama nuclear power plant,nuclear,Japan,2,retired,500.0,1972.0,Kansai Electric Power CO,35.7024,135.9634,https://gem.wiki/Mihama_nuclear_power_plant
Mihama nuclear power plant,nuclear,Japan,3,operating,826.0,1976.0,Kansai Electric Power CO,35.7024,135.9634,https://gem.wiki/Mihama_nuclear_power_plant
Monju nuclear power plant,nuclear,Japan,,retired,280.0,1995.0,Japan Atomic Energy Agency,35.74001,135.9878,https://gem.wiki/Monju_nuclear_power_plant
Namie-Odaka nuclear power plant,nuclear,Japan,1,cancelled,825.0,,Tohoku Electric Power CO INC,37.5134,141.0342,https://gem.wiki/Namie-Odaka_nuclear_power_plant
Ohi nuclear power plant,nuclear,Japan,1,retired,1175.0,1979.0,Kansai Electric Power CO,35.5424,135.6544,https://gem.wiki/Ohi_nuclear_power_plant
Ohi nuclear power plant,nuclear,Japan,2,retired,1175.0,1979.0,Kansai Electric Power CO,35.5424,135.6544,https://gem.wiki/Ohi_nuclear_power_plant
Ohi nuclear power plant,nuclear,Japan,3,operating,1180.0,1991.0,Kansai Electric Power CO,35.5424,135.6544,https://gem.wiki/Ohi_nuclear_power_plant
Ohi nuclear power plant,nuclear,Japan,4,operating,1180.0,1993.0,Kansai Electric Power CO,35.5424,135.6544,https://gem.wiki/Ohi_nuclear_power_plant
Ohma nuclear power plant,nuclear,Japan,1,construction,1383.0,2026.0,Electric Power Development CO LTD,41.5099,140.9131,https://gem.wiki/Ohma_nuclear_power_plant
Ohma nuclear power plant,nuclear,Japan,Original,cancelled,600.0,,Electric Power Development CO LTD,41.5099,140.9131,https://gem.wiki/Ohma_nuclear_power_plant
Onagawa nuclear power plant,nuclear,Japan,1,retired,524.0,1984.0,Tohoku Electric Power CO INC,38.3987,141.5003,https://gem.wiki/Onagawa_nuclear_power_plant
Onagawa nuclear power plant,nuclear,Japan,2,mothballed,825.0,1995.0,Tohoku Electric Power CO INC,38.3987,141.5003,https://gem.wiki/Onagawa_nuclear_power_plant
Onagawa nuclear power plant,nuclear,Japan,3,mothballed,825.0,2002.0,Tohoku Electric Power CO INC,38.3987,141.5003,https://gem.wiki/Onagawa_nuclear_power_plant
Sendai nuclear power plant,nuclear,Japan,1,operating,890.0,1984.0,Kyushu Electric Power CO INC,31.8335,130.1887,https://gem.wiki/Sendai_nuclear_power_plant
Sendai nuclear power plant,nuclear,Japan,2,operating,890.0,1985.0,Kyushu Electric Power CO INC,31.8335,130.1887,https://gem.wiki/Sendai_nuclear_power_plant
Sendai nuclear power plant,nuclear,Japan,3,shelved,1590.0,,Kyushu Electric Power CO INC,31.8336,130.1894,https://gem.wiki/Sendai_nuclear_power_plant
Shika nuclear power plant,nuclear,Japan,1,mothballed,540.0,1993.0,Hokuriku Electric Power CO,37.0609,136.7265,https://gem.wiki/Shika_nuclear_power_plant
Shika nuclear power plant,nuclear,Japan,2,mothballed,1206.0,2006.0,Hokuriku Electric Power CO,37.0609,136.7265,https://gem.wiki/Shika_nuclear_power_plant
Shimane nuclear power plant,nuclear,Japan,1,retired,460.0,1974.0,Chugoku Electric Power CO,35.5383,132.9992,https://gem.wiki/Shimane_nuclear_power_plant
Shimane nuclear power plant,nuclear,Japan,2,mothballed,820.0,1989.0,Chugoku Electric Power CO,35.5383,132.9992,https://gem.wiki/Shimane_nuclear_power_plant
Shimane nuclear power plant,nuclear,Japan,3,construction,1373.0,,Chugoku Electric Power CO,35.5383,132.9992,https://gem.wiki/Shimane_nuclear_power_plant
