project,type,country,unit,status,capacity,start_year,owner,lat,lng,url
Namie-Odaka nuclear power plant,nuclear,Japan,1,cancelled,825.0,,Tohoku Electric Power CO INC,37.5134,141.0342,https://gem.wiki/Namie-Odaka_nuclear_power_plant
Ohi nuclear power plant,nuclear,Japan,1,retired,1175.0,1979.0,Kansai Electric Power CO,35.5424,135.6544,https://gem.wiki/Ohi_nuclear_power_plant
Ohi nuclear power plant,nuclear,Japan,2,retired,1175.0,1979.0,Kansai Electric Power CO,35.5424,135.6544,https://gem.wiki/Ohi_nuclear_power_plant
Ohi nuclear power plant,nuclear,Japan,3,operating,1180.0,1991.0,Kansai Electric Power CO,35.5424,135.6544,https://gem.wiki/Ohi_nuclear_power_plant
Ohi nuclear power plant,nuclear,Japan,4,operating,1180.0,1993.0,Kansai Electric Power CO,35.5424,135.6544,https://gem.wiki/Ohi_nuclear_power_plant
Ohma nuclear power plant,nuclear,Japan,1,construction,1383.0,2026.0,Electric Power Development CO LTD,41.5099,140.9131,https://gem.wiki/Ohma_nuclear_power_plant
Ohma nuclear power plant,nuclear,Japan,Original,cancelled,600.0,,Electric Power Development CO LTD,41.5099,140.9131,https://gem.wiki/Ohma_nuclear_power_plant
Onagawa nuclear power plant,nuclear,Japan,1,retired,524.0,1984.0,Tohoku Electric Power CO INC,38.3987,141.5003,https://gem.wiki/Onagawa_nuclear_power_plant
Onagawa nuclear power plant,nuclear,Japan,2,mothballed,825.0,1995.0,Tohoku Electric Power CO INC,38.3987,141.5003,https://gem.wiki/Onagawa_nuclear_power_plant
Onagawa nuclear power plant,nuclear,Japan,3,mothballed,825.0,2002.0,Tohoku Electric Power CO INC,38.3987,141.5003,https://gem.wiki/Onagawa_nuclear_power_plant
Sendai nuclear power plant,nuclear,Japan,1,operating,890.0,1984.0,Kyushu Electric Power CO INC,31.8335,130.1887,https://gem.wiki/Sendai_nuclear_power_plant
Sendai nuclear power plant,nuclear,Japan,2,operating,890.0,1985.0,Kyushu Electric Power CO INC,31.8335,130.1887,https://gem.wiki/Sendai_nuclear_power_plant
Sendai nuclear power plant,nuclear,Japan,3,shelved,1590.0,,Kyushu Electric Power CO INC,31.8336,130.1894,https://gem.wiki/Sendai_nuclear_power_plant
Shika nuclear power plant,nuclear,Japan,1,mothballed,540.0,1993.0,Hokuriku Electric Power CO,37.0609,136.7265,https://gem.wiki/Shika_nuclear_power_plant
Shika nuclear power plant,nuclear,Japan,2,mothballed,1206.0,2006.0,Hokuriku Electric Power CO,37.0609,136.7265,https://gem.wiki/Shika_nuclear_power_plant
Shimane nuclear power plant,nuclear,Japan,1,retired,460.0,1974.0,Chugoku Electric Power CO,35.5383,132.9992,https://gem.wiki/Shimane_nuclear_power_plant
Shimane nuclear power plant,nuclear,Japan,2,mothballed,820.0,1989.0,Chugoku Electric Power CO,35.5383,132.9992,https://gem.wiki/Shimane_nuclear_power_plant
Shimane nuclear power plant,nuclear,Japan,3,construction,1373.0,,Chugoku Electric Power CO,35.5383,132.9992,https://gem.wiki/Shimane_nuclear_power_plant
Takahama nuclear power plant,nuclear,Japan,1,operating,826.0,1974.0,Kansai Electric Power CO,35.5223,135.5036,https://gem.wiki/Takahama_nuclear_power_plant
Takahama nuclear power plant,nuclear,Japan,2,operating,826.0,1975.0,Kansai Electric Power CO,35.5223,135.5036,https://gem.wiki/Takahama_nuclear_power_plant
Takahama nuclear power plant,nuclear,Japan,3,operating,870.0,1985.0,Kansai Electric Power CO,35.5223,135.5036,https://gem.wiki/Takahama_nuclear_power_plant
Takahama nuclear power plant,nuclear,Japan,4,operating,870.0,1985.0,Kansai Electric Power CO,35.5223,135.5036,https://gem.wiki/Takahama_nuclear_power_plant
Tokai nuclear power plant,nuclear,Japan,1,retired,166.0,1966.0,Japan Atomic Power CO,36.4215,140.6028,https://gem.wiki/Tokai_nuclear_power_plant
Tokai nuclear power plant,nuclear,Japan,2,mothballed,1100.0,1978.0,Japan Atomic Power CO,36.4215,140.6028,https://gem.wiki/Tokai_nuclear_power_plant
Tomari nuclear power plant,nuclear,Japan,1,mothballed,579.0,1989.0,Hokkaido Electric Power CO INC,43.0367,140.5125,https://gem.wiki/Tomari_nuclear_power_plant
Tomari nuclear power plant,nuclear,Japan,2,mothballed,579.0,1991.0,Hokkaido Electric Power CO INC,43.0367,140.5125,https://gem.wiki/Tomari_nuclear_power_plant
Tomari nuclear power plant,nuclear,Japan,3,mothballed,912.0,2009.0,Hokkaido Electric Power CO INC,43.0367,140.5125,https://gem.wiki/Tomari_nuclear_power_plant
Tsuruga nuclear power plant,nuclear,Japan,1,retired,357.0,1970.0,Japan Atomic Power CO,35.7506,136.0197,https://gem.wiki/Tsuruga_nuclear_power_plant
Tsuruga nuclear power plant,nuclear,Japan,2,mothballed,1160.0,1987.0,Japan Atomic Power CO,35.7506,136.0197,https://gem.wiki/Tsuruga_nuclear_power_plant
Tsuruga nuclear power plant,nuclear,Japan,3,shelved,1538.0,,Japan Atomic Power CO,35.7506,136.0197,https://gem.wiki/Tsuruga_nuclear_power_plant
Tsuruga nuclear power plant,nuclear,Japan,4,shelved,1538.0,,Japan Atomic Power CO,35.7506,136.0197,https://gem.wiki/Tsuruga_nuclear_power_plant
Qasr-Amra nuclear power plant,nuclear,Jordan,1,cancelled,1060.0,,,31.8328,36.8237,https://gem.wiki/Qasr-Amra_nuclear_power_plant
Qasr-Amra nuclear power plant,nuclear,Jordan,2,cancelled,1060.0,,,31.8328,36.8237,https://gem.wiki/Qasr-Amra_nuclear_power_plant
Aktau nuclear power plant,nuclear,Kazakhstan,,retired,90.0,1973.0,Ministry Of Energy Of The Republic Of Kazakhstan,43.6092,51.28201,https://gem.wiki/Aktau_nuclear_power_plant
Kurchatov nuclear power plant,nuclear,Kazakhstan,1,announced,300.0,,,50.7543,78.5322,https://gem.wiki/Kurchatov_nuclear_power_plant
Kurchatov nuclear power plant,nuclear,Kazakhstan,2,announced,300.0,,,50.7543,78.5322,https://gem.wiki/Kurchatov_nuclear_power_plant
Ulken nuclear power plant,nuclear,Kazakhstan,1,announced,1200.0,2035.0,,45.2157,73.9596,https://gem.wiki/Ulken_nuclear_power_plant
Ulken nuclear power plant,nuclear,Kazakhstan,2,announced,1200.0,2035.0,,45.2157,73.9596,https://gem.wiki/Ulken_nuclear_power_plant
Tana River nuclear power plant,nuclear,Kenya,1,shelved,1000.0,2036.0,Nuclear Power And Energy Agency,-2.575,40.3567,https://gem.wiki/Tana_River_nuclear_power_plant
Ignalina nuclear power plant,nuclear,Lithuania,1,retired,1300.0,1985.0,The Republic of Lithuania,55.6023,26.5598,https://gem.wiki/Ignalina_nuclear_power_plant
Ignalina nuclear power plant,nuclear,Lithuania,2,retired,1300.0,1987.0,The Republic of Lithuania,55.6023,26.5598,https://gem.wiki/Ignalina_nuclear_power_plant
Visaginas nuclear power plant,nuclear,Lithuania,1,cancelled,1350.0,,,55.6062,26.5762,https://gem.wiki/Visaginas_nuclear_power_plant
Visaginas nuclear power plant,nuclear,Lithuania,2,cancelled,1350.0,,,55.6062,26.5762,https://gem.wiki/Visaginas_nuclear_power_plant
Laguna Verde nuclear power plant,nuclear,Mexico,1,operating,805.0,1990.0,Comision Federal De Electricidad,19.7208,-96.4064,https://gem.wiki/Laguna_Verde_nuclear_power_plant
Laguna Verde nuclear power plant,nuclear,Mexico,2,operating,803.0,1995.0,Comision Federal De Electricidad,19.7208,-96.4064,https://gem.wiki/Laguna_Verde_nuclear_power_plant
Laguna Verde nuclear power plant,nuclear,Mexico,3,cancelled,1400.0,,Comision Federal De Electricidad,19.7208,-96.4064,https://gem.wiki/Laguna_Verde_nuclear_power_plant
Laguna Verde nuclear power plant,nuclear,Mexico,4,cancelled,1400.0,,Comision Federal De Electricidad,19.7208,-96.4064,https://gem.wiki/Laguna_Verde_nuclear_power_plant
Borssele nuclear power plant,nuclear,Netherlands,1,operating,515.0,1973.0,N.V. Elektriciteits-Produktiemaatschappij Zuid-Nederland,51.4312,3.7174,https://gem.wiki/Borssele_nuclear_power_plant
Borssele nuclear power plant,nuclear,Netherlands,2,pre-construction,1650.0,2035.0,,51.4312,3.7174,https://gem.wiki/Borssele_nuclear_power_plant
Borssele nuclear power plant,nuclear,Netherlands,3,pre-construction,1650.0,2035.0,,51.4312,3.7174,https://gem.wiki/Borssele_nuclear_power_plant
Dodewaard nuclear power plant,nuclear,Netherlands,,retired,60.0,1969.0,BV Gemeenschappelijke Kernenergiecentrale Nederland (BV GKN),51.8998,5.6868,https://gem.wiki/Dodewaard_nuclear_power_plant
Geregu nuclear power plant,nuclear,Nigeria,1,pre-construction,1200.0,2035.0,Nigeria Atomic Energy Commission; Rosatom,7.5649,6.6847,https://gem.wiki/Geregu_nuclear_power_plant
Geregu nuclear power plant,nuclear,Nigeria,2,pre-construction,1200.0,2035.0,Nigeria Atomic Energy Commission; Rosatom,7.5649,6.6847,https://gem.wiki/Geregu_nuclear_power_plant
Itu nuclear power plant,nuclear,Nigeria,1,pre-construction,1200.0,2035.0,Nigeria Atomic Energy Commission; Rosatom,5.2016,7.9861,https://gem.wiki/Itu_nuclear_power_plant
Itu nuclear power plant,nuclear,Nigeria,2,pre-construction,1200.0,2035.0,Nigeria Atomic Energy Commission; Rosatom,5.2016,7.9861,https://gem.wiki/Itu_nuclear_power_plant
Nyongbyon nuclear power plant,nuclear,North Korea,1,operating,5.0,1985.0,,39.7974,125.7549,https://gem.wiki/Nyongbyon_nuclear_power_plant
Nyongbyon nuclear power plant,nuclear,North Korea,2,cancelled,50.0,,,39.7886,125.7622,https://gem.wiki/Nyongbyon_nuclear_power_plant
Nyongbyon nuclear power plant,nuclear,North Korea,3,construction,30.0,,,39.7959,125.7551,https://gem.wiki/Nyongbyon_nuclear_power_plant
Sinpo nuclear power plant,nuclear,North Korea,1,cancelled,1000.0,,Korean Peninsula Energy Development Organization,40.0947,128.3409,https://gem.wiki/Sinpo_nuclear_power_plant
Sinpo nuclear power plant,nuclear,North Korea,2,cancelled,1000.0,,Korean Peninsula Energy Development Organization,40.0947,128.3409,https://gem.wiki/Sinpo_nuclear_power_plant
Taechon nuclear power plant,nuclear,North Korea,,cancelled,200.0,,,39.9277,125.5694,https://gem.wiki/Taechon_nuclear_power_plant
Chashma nuclear power plant,nuclear,Pakistan,1,operating,325.0,2000.0,Pakistan Atomic Energy Commission,32.392,71.4616,https://gem.wiki/Chashma_nuclear_power_plant
Chashma nuclear power plant,nuclear,Pakistan,2,operating,325.0,2011.0,Pakistan Atomic Energy Commission,32.392,71.4616,https://gem.wiki/Chashma_nuclear_power_plant
Chashma nuclear power plant,nuclear,Pakistan,3,operating,340.0,2016.0,Pakistan Atomic Energy Commission,32.392,71.4616,https://gem.wiki/Chashma_nuclear_power_plant
Chashma nuclear power plant,nuclear,Pakistan,4,operating,340.0,2017.0,Pakistan Atomic Energy Commission,32.392,71.4616,https://gem.wiki/Chashma_nuclear_power_plant
Chashma nuclear power plant,nuclear,Pakistan,5,pre-construction,1200.0,,,32.392,71.4616,https://gem.wiki/Chashma_nuclear_power_plant
Karachi nuclear power plant,nuclear,Pakistan,1,retired,100.0,1972.0,Pakistan Atomic Energy Commission,24.845,66.7888,https://gem.wiki/Karachi_nuclear_power_plant
Karachi nuclear power plant,nuclear,Pakistan,2,operating,1100.0,2021.0,Pakistan Atomic Energy Commission,24.845,66.7888,https://gem.wiki/Karachi_nuclear_power_plant
Karachi nuclear power plant,nuclear,Pakistan,3,operating,1100.0,2022.0,Pakistan Atomic Energy Commission,24.845,66.7888,https://gem.wiki/Karachi_nuclear_power_plant
MH-1A nuclear power plant,nuclear,Panama,,retired,10.0,1968.0,Department of Defense; US Army Corps of Engineers,9.2647,-79.92701,https://gem.wiki/MH-1A_nuclear_power_plant
Bataan nuclear power plant,nuclear,Philippines,1,mothballed,621.0,,National Power CORP (Napocor),14.6294,120.3138,https://gem.wiki/Bataan_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,1,announced,20.0,2026.0,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,10,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,2,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,3,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,4,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,5,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,6,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,7,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,8,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Katowice nuclear power plant,nuclear,Poland,9,announced,20.0,,,50.2649,19.0238,https://gem.wiki/Katowice_nuclear_power_plant
Lubiatowo-Kopalino nuclear power plant,nuclear,Poland,1,announced,1250.0,2032.0,Polish Nuclear Power Plants,54.8036,17.7881,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant
Lubiatowo-Kopalino nuclear power plant,nuclear,Poland,2,announced,1250.0,2035.0,Polish Nuclear Power Plants,54.8036,17.7881,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant
Lubiatowo-Kopalino nuclear power plant,nuclear,Poland,3,announced,1250.0,2037.0,Polish Nuclear Power Plants,54.8036,17.7881,https://gem.wiki/Lubiatowo-Kopalino_nuclear_power_plant
Pątnów nuclear power plant,nuclear,Poland,,announced,1400.0,,Polish Nuclear Power Plants,51.1465,18.6072,https://gem.wiki/Pątnów_nuclear_power_plant
Zarnowiec nuclear power plant,nuclear,Poland,1,announced,1250.0,2039.0,Polish Nuclear Power Plants,54.7432,18.0868,https://gem.wiki/Zarnowiec_nuclear_power_plant
Zarnowiec nuclear power plant,nuclear,Poland,2,announced,1250.0,2041.0,Polish Nuclear Power Plants,54.7432,18.0868,https://gem.wiki/Zarnowiec_nuclear_power_plant
Zarnowiec nuclear power plant,nuclear,Poland,3,announced,1250.0,2043.0,Polish Nuclear Power Plants,54.7432,18.0868,https://gem.wiki/Zarnowiec_nuclear_power_plant
Zarnowiec Original nuclear power plant,nuclear,Poland,1,cancelled,465.0,,,54.7428,18.0892,https://gem.wiki/Zarnowiec_Original_nuclear_power_plant
Zarnowiec Original nuclear power plant,nuclear,Poland,2,cancelled,465.0,,,54.7428,18.0892,https://gem.wiki/Zarnowiec_Original_nuclear_power_plant
Zarnowiec Original nuclear power plant,nuclear,Poland,3,cancelled,465.0,,,54.7428,18.0892,https://gem.wiki/Zarnowiec_Original_nuclear_power_plant
Zarnowiec Original nuclear power plant,nuclear,Poland,4,cancelled,465.0,,,54.7428,18.0892,https://gem.wiki/Zarnowiec_Original_nuclear_power_plant
Boiling Nuclear Superheater (BONUS) nuclear power plant,nuclear,Puerto Rico,,retired,18.0,1965.0,US DOE and Puerto Rico Electric Power Authority,18.3652,-67.2687,https://gem.wiki/Boiling_Nuclear_Superheater_(BONUS)_nuclear_power_plant
Cernavodă nuclear power plant,nuclear,Romania,1,operating,706.0,1996.0,Ministerul Economiei; Comertului Si Mediului De Afaceri,44.3205,28.0598,https://gem.wiki/Cernavodă_nuclear_power_plant
Cernavodă nuclear power plant,nuclear,Romania,2,operating,705.0,2007.0,Ministerul Economiei; Comertului Si Mediului De Afaceri,44.3218,28.0586,https://gem.wiki/Cernavodă_nuclear_power_plant
Cernavodă nuclear power plant,nuclear,Romania,3,pre-construction,720.0,2030.0,EnergoNuclear SA,44.32401,28.0561,https://gem.wiki/Cernavodă_nuclear_power_plant
Cernavodă nuclear power plant,nuclear,Romania,4,pre-construction,720.0,2031.0,EnergoNuclear SA,44.3229,28.0573,https://gem.wiki/Cernavodă_nuclear_power_plant
Cernavodă nuclear power plant,nuclear,Romania,5,cancelled,706.0,,,44.3249,28.0543,https://gem.wiki/Cernavodă_nuclear_power_plant
Doicești nuclear power plant,nuclear,Romania,1,pre-construction,77.0,2030.0,,44.9967,25.3672,https://gem.wiki/Doicești_nuclear_power_plant
Doicești nuclear power plant,nuclear,Romania,2,pre-construction,77.0,2030.0,,44.9967,25.3672,https://gem.wiki/Doicești_nuclear_power_plant
Doicești nuclear power plant,nuclear,Romania,3,pre-construction,77.0,2030.0,,44.9967,25.3672,https://gem.wiki/Doicești_nuclear_power_plant
Doicești nuclear power plant,nuclear,Romania,4,pre-construction,77.0,2030.0,,44.9967,25.3672,https://gem.wiki/Doicești_nuclear_power_plant
Doicești nuclear power plant,nuclear,Romania,5,pre-construction,77.0,2030.0,,44.9967,25.3672,https://gem.wiki/Doicești_nuclear_power_plant
Doicești nuclear power plant,nuclear,Romania,6,pre-construction,77.0,2030.0,,44.9967,25.3672,https://gem.wiki/Doicești_nuclear_power_plant
Akademik Lomonosov nuclear power plant,nuclear,Russia,1,operating,35.0,2020.0,Rosatom,69.7086,170.3011,https://gem.wiki/Akademik_Lomonosov_nuclear_power_plant
Akademik Lomonosov nuclear power plant,nuclear,Russia,2,operating,35.0,2020.0,Rosatom,69.7086,170.3011,https://gem.wiki/Akademik_Lomonosov_nuclear_power_plant
Atomic Power Station 1 Obninsk nuclear power plant,nuclear,Russia,,retired,6.0,1954.0,Ministry Of Medium Machine Building Of The USSR (Minsredmash),55.08901,36.5912,https://gem.wiki/Atomic_Power_Station_1_Obninsk_nuclear_power_plant
Balakovo nuclear power plant,nuclear,Russia,1,operating,1000.0,1986.0,Rosatom,52.0928,47.9539,https://gem.wiki/Balakovo_nuclear_power_plant
Balakovo nuclear power plant,nuclear,Russia,2,operating,1000.0,1988.0,Rosatom,52.0928,47.9539,https://gem.wiki/Balakovo_nuclear_power_plant
Balakovo nuclear power plant,nuclear,Russia,3,operating,1000.0,1989.0,Rosatom,52.0928,47.9539,https://gem.wiki/Balakovo_nuclear_power_plant
Balakovo nuclear power plant,nuclear,Russia,4,operating,1000.0,1993.0,Rosatom,52.0928,47.9539,https://gem.wiki/Balakovo_nuclear_power_plant
Balakovo nuclear power plant,nuclear,Russia,5,cancelled,950.0,,Rosatom,52.0928,47.9539,https://gem.wiki/Balakovo_nuclear_power_plant
Balakovo nuclear power plant,nuclear,Russia,6,cancelled,950.0,,Rosatom,52.0928,47.9539,https://gem.wiki/Balakovo_nuclear_power_plant
Baltiyskaya nuclear power plant,nuclear,Russia,1,cancelled,1194.0,,Rosatom,54.9374,22.1636,https://gem.wiki/Baltiyskaya_nuclear_power_plant
Baltiyskaya nuclear power plant,nuclear,Russia,2,cancelled,1170.0,,Rosatom,54.9374,22.1636,https://gem.wiki/Baltiyskaya_nuclear_power_plant
Bashkir nuclear power plant,nuclear,Russia,1,cancelled,1255.0,,Rosatom,55.8852,53.9889,https://gem.wiki/Bashkir_nuclear_power_plant
Bashkir nuclear power plant,nuclear,Russia,2,cancelled,1255.0,,Rosatom,55.8852,53.9889,https://gem.wiki/Bashkir_nuclear_power_plant
Bashkir nuclear power plant,nuclear,Russia,3,cancelled,950.0,,Rosatom,55.8852,53.9889,https://gem.wiki/Bashkir_nuclear_power_plant
Bashkir nuclear power plant,nuclear,Russia,4,cancelled,950.0,,Rosatom,55.8852,53.9889,https://gem.wiki/Bashkir_nuclear_power_plant
Beloyarsk nuclear power plant,nuclear,Russia,1,retired,108.0,1964.0,Ministry Of Medium Machine Building Of The USSR (Minsredmash),56.8417,61.3225,https://gem.wiki/Beloyarsk_nuclear_power_plant
Beloyarsk nuclear power plant,nuclear,Russia,2,retired,160.0,1969.0,Ministry Of Medium Machine Building Of The USSR (Minsredmash),56.8417,61.3225,https://gem.wiki/Beloyarsk_nuclear_power_plant
Beloyarsk nuclear power plant,nuclear,Russia,3,operating,600.0,1981.0,Rosatom,56.8417,61.3225,https://gem.wiki/Beloyarsk_nuclear_power_plant
Beloyarsk nuclear power plant,nuclear,Russia,4,operating,885.0,2016.0,Rosatom,56.8417,61.3225,https://gem.wiki/Beloyarsk_nuclear_power_plant
Beloyarsk nuclear power plant,nuclear,Russia,5,pre-construction,1200.0,2035.0,Rosatom,56.8417,61.3225,https://gem.wiki/Beloyarsk_nuclear_power_plant
Beloyarsk nuclear power plant,nuclear,Russia,6,cancelled,1600.0,,,56.8417,61.3225,https://gem.wiki/Beloyarsk_nuclear_power_plant
Bilibino nuclear power plant,nuclear,Russia,1,retired,12.0,1974.0,Rosatom,68.0503,166.5389,https://gem.wiki/Bilibino_nuclear_power_plant
Bilibino nuclear power plant,nuclear,Russia,2,operating,12.0,1975.0,Rosatom,68.0503,166.5389,https://gem.wiki/Bilibino_nuclear_power_plant
Bilibino nuclear power plant,nuclear,Russia,3,operating,12.0,1976.0,Rosatom,68.0503,166.5389,https://gem.wiki/Bilibino_nuclear_power_plant
Bilibino nuclear power plant,nuclear,Russia,4,operating,12.0,1977.0,Rosatom,68.0503,166.5389,https://gem.wiki/Bilibino_nuclear_power_plant
Cape Nagloynyn floating nuclear power plant,nuclear,Russia,1,construction,55.0,2028.0,Atomflot; Rosatom,69.09954,169.4137,https://gem.wiki/Cape_Nagloynyn_floating_nuclear_power_plant
Cape Nagloynyn floating nuclear power plant,nuclear,Russia,2,construction,55.0,2028.0,Atomflot; Rosatom,69.09954,169.4137,https://gem.wiki/Cape_Nagloynyn_floating_nuclear_power_plant
Cape Nagloynyn floating nuclear power plant,nuclear,Russia,3,pre-construction,55.0,2028.0,Atomflot; Rosatom,69.09954,169.4137,https://gem.wiki/Cape_Nagloynyn_floating_nuclear_power_plant
Cape Nagloynyn floating nuclear power plant,nuclear,Russia,4,pre-construction,55.0,2031.0,Atomflot; Rosatom,69.09954,169.4137,https://gem.wiki/Cape_Nagloynyn_floating_nuclear_power_plant
Central/Kostroma nuclear power plant,nuclear,Russia,1,announced,1250.0,2030.0,Rosatom,58.51381,41.5011,https://gem.wiki/Central/Kostroma_nuclear_power_plant
Central/Kostroma nuclear power plant,nuclear,Russia,2,announced,1250.0,2030.0,Rosatom,58.51381,41.5011,https://gem.wiki/Central/Kostroma_nuclear_power_plant
Central/Kostroma nuclear power plant,nuclear,Russia,3,announced,1255.0,,Rosatom,58.51381,41.5011,https://gem.wiki/Central/Kostroma_nuclear_power_plant
Central/Kostroma nuclear power plant,nuclear,Russia,4,announced,1255.0,,Rosatom,58.51381,41.5011,https://gem.wiki/Central/Kostroma_nuclear_power_plant
Dimitrovgrad nuclear power plant,nuclear,Russia,1,cancelled,100.0,,Rosatom; Irkutsenergo,54.1866,49.4793,https://gem.wiki/Dimitrovgrad_nuclear_power_plant
Kalinin nuclear power plant,nuclear,Russia,1,operating,1000.0,1985.0,Rosatom,57.905,35.0614,https://gem.wiki/Kalinin_nuclear_power_plant
Kalinin nuclear power plant,nuclear,Russia,2,operating,1000.0,1987.0,Rosatom,57.905,35.0614,https://gem.wiki/Kalinin_nuclear_power_plant
Kalinin nuclear power plant,nuclear,Russia,3,operating,1000.0,2005.0,Rosatom,57.905,35.0614,https://gem.wiki/Kalinin_nuclear_power_plant
Kola nuclear power plant,nuclear,Russia,1-1,operating,440.0,1973.0,Rosatom,67.4648,32.4821,https://gem.wiki/Kola_nuclear_power_plant
Kola nuclear power plant,nuclear,Russia,1-2,operating,440.0,1975.0,Rosatom,67.4648,32.4821,https://gem.wiki/Kola_nuclear_power_plant
Kola nuclear power plant,nuclear,Russia,1-3,operating,440.0,1982.0,Rosatom,67.4648,32.4821,https://gem.wiki/Kola_nuclear_power_plant
Kola nuclear power plant,nuclear,Russia,1-4,operating,440.0,1984.0,Rosatom,67.4648,32.4821,https://gem.wiki/Kola_nuclear_power_plant
Kola nuclear power plant,nuclear,Russia,2-1,announced,600.0,2035.0,Rosatom,67.4648,32.4821,https://gem.wiki/Kola_nuclear_power_plant
Kola nuclear power plant,nuclear,Russia,2-2,announced,600.0,,Rosatom,67.4648,32.4821,https://gem.wiki/Kola_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,1-1,retired,1000.0,1977.0,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,1-2,operating,1000.0,1979.0,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,1-3,operating,1000.0,1984.0,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,1-4,operating,1000.0,1986.0,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,1-5,cancelled,1100.0,,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,2-1,construction,1255.0,2022.0,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,2-2,construction,1255.0,2023.0,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,2-3,announced,1255.0,2028.0,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Kursk nuclear power plant,nuclear,Russia,2-4,announced,1255.0,2030.0,Rosatom,51.6764,35.6064,https://gem.wiki/Kursk_nuclear_power_plant
Leningrad nuclear power plant,nuclear,Russia,1-1,retired,1000.0,1974.0,Rosatom,59.8525,29.0486,https://gem.wiki/Leningrad_nuclear_power_plant
Leningrad nuclear power plant,nuclear,Russia,1-2,retired,1000.0,1976.0,Rosatom,59.8525,29.0486,https://gem.wiki/Leningrad_nuclear_power_plant
Leningrad nuclear power plant,nuclear,Russia,1-3,operating,1000.0,1980.0,Rosatom,59.8525,29.0486,https://gem.wiki/Leningrad_nuclear_power_plant
Leningrad nuclear power plant,nuclear,Russia,1-4,operating,1000.0,1981.0,Rosatom,59.8525,29.0486,https://gem.wiki/Leningrad_nuclear_power_plant
Leningrad nuclear power plant,nuclear,Russia,2-1,operating,1188.0,2018.0,Rosatom,59.8525,29.0486,https://gem.wiki/Leningrad_nuclear_power_plant
Leningrad nuclear power plant,nuclear,Russia,2-2,operating,1188.0,2021.0,Rosatom,59.8525,29.0486,https://gem.wiki/Leningrad_nuclear_power_plant
Leningrad nuclear power plant,nuclear,Russia,2-3,pre-construction,1170.0,2027.0,Rosatom,59.8525,29.0486,https://gem.wiki/Leningrad_nuclear_power_plant
Leningrad nuclear power plant,nuclear,Russia,2-4,pre-construction,1170.0,2027.0,Rosatom,59.8525,29.0486,https://gem.wiki/Leningrad_nuclear_power_plant
Nizhny Novgorod nuclear power plant,nuclear,Russia,1,cancelled,1255.0,2028.0,Rosatom,55.73474,42.3443,https://gem.wiki/Nizhny_Novgorod_nuclear_power_plant
Nizhny Novgorod nuclear power plant,nuclear,Russia,2,cancelled,1255.0,2030.0,Rosatom,55.73474,42.3443,https://gem.wiki/Nizhny_Novgorod_nuclear_power_plant
Nizhny Novgorod nuclear power plant,nuclear,Russia,3,cancelled,1255.0,,Rosatom,55.73474,42.3443,https://gem.wiki/Nizhny_Novgorod_nuclear_power_plant
Nizhny Novgorod nuclear power plant,nuclear,Russia,4,cancelled,1255.0,,Rosatom,55.73474,42.3443,https://gem.wiki/Nizhny_Novgorod_nuclear_power_plant
