project,type,country,unit,plant_local,status,capacity,subnational,region,start_year,owner,parent,lat,lng,url
Green Station,coal,United States,Unit 1,,operating,293,Kentucky,Americas,1979,Big Rivers Electric Corp,Big Rivers Electric Corp,37.64668,-87.5014,https://www.gem.wiki/Green_Station
Green Station,coal,United States,Unit 2,,operating,293,Kentucky,Americas,1981,Big Rivers Electric Corp,Big Rivers Electric Corp,37.64668,-87.5014,https://www.gem.wiki/Green_Station
Greene County Steam Plant,coal,United States,Unit 1,,retired,299.2,Alabama,Americas,1965,Alabama Power Co [60.0%]; Mississippi Power Co [40.0%],Southern Co,32.60133,-87.78158,https://www.gem.wiki/Greene_County_Steam_Plant
Greene County Steam Plant,coal,United States,Unit 2,,retired,269.2,Alabama,Americas,1966,Alabama Power Co [60.0%]; Mississippi Power Co [40.0%],Southern Co,32.60133,-87.78158,https://www.gem.wiki/Greene_County_Steam_Plant
Greene Energy Resource Recovery Project,coal,United States,,,cancelled,580,Pennsylvania,Americas,,Wellington Development,Wellington Development,39.80635,-79.55153,https://www.gem.wiki/Greene_Energy_Resource_Recovery_Project
Gulf Clean Energy Center,coal,United States,Unit 4,,retired,93.7,Florida,Americas,1959,Florida Power & Light Co,NextEra Energy Inc,30.56599,-87.22451,https://www.gem.wiki/Gulf_Clean_Energy_Center
Gulf Clean Energy Center,coal,United States,Unit 5,,retired,93.7,Florida,Americas,1961,Florida Power & Light Co,NextEra Energy Inc,30.56599,-87.22451,https://www.gem.wiki/Gulf_Clean_Energy_Center
Gulf Clean Energy Center,coal,United States,Unit 6,,retired,369.7,Florida,Americas,1970,Florida Power & Light Co,NextEra Energy Inc,30.56599,-87.22451,https://www.gem.wiki/Gulf_Clean_Energy_Center
Gulf Clean Energy Center,coal,United States,Unit 7,,retired,578,Florida,Americas,1973,Florida Power & Light Co,NextEra Energy Inc,30.56599,-87.22451,https://www.gem.wiki/Gulf_Clean_Energy_Center
H. Wilson Sundt Generating Station,coal,United States,Unit 4,,retired,173.3,Arizona,Americas,1967,Tucson Electric Power Co,Fortis Inc,32.15976,-110.90512,https://www.gem.wiki/H._Wilson_Sundt_Generating_Station
H.B. Robinson Steam power station,coal,United States,Unit 1,,retired,206.64,South Carolina,Americas,1960,Duke Energy Progress LLC,Duke Energy Corp,34.40311,-80.15681,https://www.gem.wiki/H.B._Robinson_Steam_power_station
Hamilton Municipal Electric Plant,coal,United States,Unit 9,,retired,50.6,Ohio,Americas,1975,"City of Hamilton, Ohio","City of Hamilton, Ohio",39.40944,-84.55452,https://www.gem.wiki/Hamilton_Municipal_Electric_Plant
Hammond Steam Generating Station,coal,United States,Unit 1,,retired,125,Georgia,Americas,1954,Georgia Power Co,Southern Co,34.25311,-85.34521,https://www.gem.wiki/Hammond_Steam_Generating_Station
Hammond Steam Generating Station,coal,United States,Unit 2,,retired,125,Georgia,Americas,1954,Georgia Power Co,Southern Co,34.25311,-85.34521,https://www.gem.wiki/Hammond_Steam_Generating_Station
Hammond Steam Generating Station,coal,United States,Unit 3,,retired,125,Georgia,Americas,1955,Georgia Power Co,Southern Co,34.25311,-85.34521,https://www.gem.wiki/Hammond_Steam_Generating_Station
Hammond Steam Generating Station,coal,United States,Unit 4,,retired,578,Georgia,Americas,1970,Georgia Power Co,Southern Co,34.25311,-85.34521,https://www.gem.wiki/Hammond_Steam_Generating_Station
Harbor Beach Power Plant,coal,United States,Unit 1,,retired,121,Michigan,Americas,1968,DTE Electric Co,DTE Energy Co,43.85183,-82.64363,https://www.gem.wiki/Harbor_Beach_Power_Plant
Hardin Generating Station,coal,United States,Unit 1,,operating,115.7,Montana,Americas,2006,Heorot Power Management,HEOROT POWER HOLDINGS LLC,45.76434,-107.59829,https://www.gem.wiki/Hardin_Generating_Station
Harding Street Station,coal,United States,Unit 5,,retired,100,Indiana,Americas,1958,Indianapolis Power & Light Co,AES Corp,39.70925,-86.1961,https://www.gem.wiki/Harding_Street_Station
Harding Street Station,coal,United States,Unit 6,,retired,100,Indiana,Americas,1961,Indianapolis Power & Light Co,AES Corp,39.70925,-86.1961,https://www.gem.wiki/Harding_Street_Station
Harding Street Station,coal,United States,Unit 7,,retired,463,Indiana,Americas,1973,Indianapolis Power & Light Co,AES Corp,39.70925,-86.1961,https://www.gem.wiki/Harding_Street_Station
Harllee Branch Generating Plant,coal,United States,Unit 1,,retired,299.2,Georgia,Americas,1965,Georgia Power Co,Southern Co,33.19449,-83.2996,https://www.gem.wiki/Harllee_Branch_Generating_Plant
Harllee Branch Generating Plant,coal,United States,Unit 2,,retired,359,Georgia,Americas,1967,Georgia Power Co,Southern Co,33.19449,-83.2996,https://www.gem.wiki/Harllee_Branch_Generating_Plant
Harllee Branch Generating Plant,coal,United States,Unit 3,,retired,544,Georgia,Americas,1968,Georgia Power Co,Southern Co,33.19449,-83.2996,https://www.gem.wiki/Harllee_Branch_Generating_Plant
Harllee Branch Generating Plant,coal,United States,Unit 4,,retired,544,Georgia,Americas,1969,Georgia Power Co,Southern Co,33.19449,-83.2996,https://www.gem.wiki/Harllee_Branch_Generating_Plant
Harrington Station,coal,United States,Unit 1,,operating,360,Texas,Americas,1976,Southwestern Public Service Co,Xcel Energy Inc,35.29929,-101.74736,https://www.gem.wiki/Harrington_Station
Harrington Station,coal,United States,Unit 2,,operating,360,Texas,Americas,1978,Southwestern Public Service Co,Xcel Energy Inc,35.29929,-101.74736,https://www.gem.wiki/Harrington_Station
Harrington Station,coal,United States,Unit 3,,operating,360,Texas,Americas,1980,Southwestern Public Service Co,Xcel Energy Inc,35.29929,-101.74736,https://www.gem.wiki/Harrington_Station
Harrison power station,coal,United States,Unit 1,,operating,684,West Virginia,Americas,1972,Monongahela Power Co,FirstEnergy Corp,39.38543,-80.3334,https://www.gem.wiki/Harrison_power_station
Harrison power station,coal,United States,Unit 2,,operating,684,West Virginia,Americas,1973,Monongahela Power Co,FirstEnergy Corp,39.38543,-80.3334,https://www.gem.wiki/Harrison_power_station
Harrison power station,coal,United States,Unit 3,,operating,684,West Virginia,Americas,1974,Monongahela Power Co,FirstEnergy Corp,39.38543,-80.3334,https://www.gem.wiki/Harrison_power_station
Hatfields Ferry power station,coal,United States,Unit 1,,retired,576,Pennsylvania,Americas,1969,FirstEnergy Solutions Corp,FirstEnergy Corp,39.85694,-79.93057,https://www.gem.wiki/Hatfields_Ferry_power_station
Hatfields Ferry power station,coal,United States,Unit 2,,retired,576,Pennsylvania,Americas,1970,FirstEnergy Solutions Corp,FirstEnergy Corp,39.85694,-79.93057,https://www.gem.wiki/Hatfields_Ferry_power_station
Hatfields Ferry power station,coal,United States,Unit 3,,retired,576,Pennsylvania,Americas,1971,FirstEnergy Solutions Corp,FirstEnergy Corp,39.85694,-79.93057,https://www.gem.wiki/Hatfields_Ferry_power_station
Havana power station,coal,United States,Unit 6,,retired,488,Illinois,Americas,1978,Dynegy Midwest Generation Inc,Vistra Corp,40.28146,-90.07904,https://www.gem.wiki/Havana_power_station
Hawthorn Station,coal,United States,Unit 5R,,operating,565,Missouri,Americas,2001,Evergy Metro Inc,Evergy Inc,39.13068,-94.4778,https://www.gem.wiki/Hawthorn_Station
Hayden Station,coal,United States,Unit 1,,operating,190,Colorado,Americas,1965,Public Service Company of Colorado [75.5%]; PacifiCorp [24.5%],Xcel Energy Inc [75.5%]; Berkshire Hathaway Inc [24.5%],40.48712,-107.18567,https://www.gem.wiki/Hayden_Station
Hayden Station,coal,United States,Unit 2,,operating,257,Colorado,Americas,1976,Salt River Project [50.0%]; Public Service Company of Colorado [37.4%]; PacifiCorp [12.6%],Salt River Project [50.0%]; Xcel Energy Inc [37.4%]; Berkshire Hathaway Inc [12.6%],40.48712,-107.18567,https://www.gem.wiki/Hayden_Station
Healy Power Plant,coal,United States,Clean Coal Unit 2,,operating,50,Alaska,Americas,2015,Golden Valley Electric Association Inc,Golden Valley Electric Association Inc,63.85443,-148.94815,https://www.gem.wiki/Healy_Power_Plant
Henderson One power station,coal,United States,Unit 6,,retired,32.3,Kentucky,Americas,1968,Henderson Muni Power & Light,Henderson Power & Light,37.8425,-87.59111,https://www.gem.wiki/Henderson_One_power_station
Henderson Station,coal,United States,Unit 1,,retired,200,Kentucky,Americas,1973,Henderson City Utility Commission,Big Rivers Electric Corp,37.64668,-87.5014,https://www.gem.wiki/Henderson_Station
Henderson Station,coal,United States,Unit 2,,retired,205,Kentucky,Americas,1974,Henderson City Utility Commission,Big Rivers Electric Corp,37.64668,-87.5014,https://www.gem.wiki/Henderson_Station
Hennepin power station,coal,United States,Unit 1,,retired,75,Illinois,Americas,1953,Dynegy Midwest Generation Inc,Vistra Corp,41.3032,-89.31536,https://www.gem.wiki/Hennepin_power_station
Hennepin power station,coal,United States,Unit 2,,retired,231.3,Illinois,Americas,1959,Dynegy Midwest Generation Inc,Vistra Corp,41.3032,-89.31536,https://www.gem.wiki/Hennepin_power_station
Herbert Wagner Generating Station,coal,United States,Unit 2,,retired,136,Maryland,Americas,1959,H.A. Wagner LLC,Talen Energy Corp,39.17883,-76.52733,https://www.gem.wiki/Herbert_Wagner_Generating_Station
Herbert Wagner Generating Station,coal,United States,Unit 3,,operating,359,Maryland,Americas,1966,H.A. Wagner LLC,Talen Energy Corp,39.17883,-76.52733,https://www.gem.wiki/Herbert_Wagner_Generating_Station
Heskett Station,coal,United States,Unit 1,,retired,40,North Dakota,Americas,1954,Montana-Dakota Utilities Co,MDU Resources Group Inc,46.86682,-100.88378,https://www.gem.wiki/Heskett_Station
Heskett Station,coal,United States,Unit 2,,retired,75,North Dakota,Americas,1963,Montana-Dakota Utilities Co,MDU Resources Group Inc,46.86682,-100.88378,https://www.gem.wiki/Heskett_Station
High Bridge power station,coal,United States,Unit 5,,retired,95,Minnesota,Americas,1956,Northern States Power Co,Xcel Energy Inc,44.93146,-93.11139,https://www.gem.wiki/High_Bridge_power_station
High Bridge power station,coal,United States,Unit 6,,retired,172,Minnesota,Americas,1959,Northern States Power Co,Xcel Energy Inc,44.93146,-93.11139,https://www.gem.wiki/High_Bridge_power_station
Holcomb Station,coal,United States,Unit 2,,cancelled,895,Kansas,Americas,,Sunflower Electric Power Corp,Sunflower Electric Power Corp,37.92698,-100.99266,https://www.gem.wiki/Holcomb_Station
Holcomb Station,coal,United States,Unit 1,,operating,348.7,Kansas,Americas,1983,Sunflower Electric Power Corp,Sunflower Electric Power Corp,37.93079,-100.97247,https://www.gem.wiki/Holcomb_Station
Homer City Generating Station,coal,United States,Unit 1,,operating,660,Pennsylvania,Americas,1969,Homer City Holdings LLC [98.0%]; other [2.0%],NRG Energy Inc [98.0%],40.51313,-79.19705,https://www.gem.wiki/Homer_City_Generating_Station
Homer City Generating Station,coal,United States,Unit 2,,operating,660,Pennsylvania,Americas,1969,Homer City Holdings LLC [98.0%]; other [2.0%],NRG Energy Inc [98.0%],40.51313,-79.19705,https://www.gem.wiki/Homer_City_Generating_Station
Homer City Generating Station,coal,United States,Unit 3,,operating,692,Pennsylvania,Americas,1977,Homer City Holdings LLC [98.0%]; other [2.0%],NRG Energy Inc [98.0%],40.51313,-79.19705,https://www.gem.wiki/Homer_City_Generating_Station
Hoot Lake Plant,coal,United States,Unit 2,,retired,54,Minnesota,Americas,1959,Otter Tail Power Co,Otter Tail Corp,46.29036,-96.04304,https://www.gem.wiki/Hoot_Lake_Plant
Hoot Lake Plant,coal,United States,Unit 3,,retired,75,Minnesota,Americas,1964,Otter Tail Power Co,Otter Tail Corp,46.29036,-96.04304,https://www.gem.wiki/Hoot_Lake_Plant
Hopewell Power Station,coal,United States,,,retired,71.1,Virginia,Americas,1992,Virginia Electric and Power Co,Dominion Energy Inc,37.2974,-77.2835,https://www.gem.wiki/Hopewell_Power_Station
Hudson Generating Station,coal,United States,Unit 2,,retired,660,New Jersey,Americas,1968,PSEG Fossil LLC,Parkway Generation LLC,40.74683,-74.07257,https://www.gem.wiki/Hudson_Generating_Station
Hugo power station,coal,United States,Unit 1,,operating,446,Oklahoma,Americas,1982,Western Farmers Electric Cooperative,Western Farmers Electric Cooperative,34.01467,-95.32097,https://www.gem.wiki/Hugo_power_station
Hugo power station,coal,United States,Unit 2,,cancelled,750,Oklahoma,Americas,2011,Western Farmers Electric Cooperative,Western Farmers Electric Cooperative,34.01483,-95.30237,https://www.gem.wiki/Hugo_power_station
Hunlock Power Station,coal,United States,Unit 3,,retired,49.9,Pennsylvania,Americas,1959,UGI Development Co,UGI Corp,41.20154,-76.06965,https://www.gem.wiki/Hunlock_Power_Station
Hunter Power Plant,coal,United States,Unit 1,,operating,525,Utah,Americas,1978,PacifiCorp [93.8%]; Provo City Corp [6.2%],Berkshire Hathaway Inc [93.8%]; Provo City Corp [6.2%],39.17334,-111.02891,https://www.gem.wiki/Hunter_Power_Plant
Hunter Power Plant,coal,United States,Unit 2,,operating,525,Utah,Americas,1980,PacifiCorp [60.3%]; Deseret Generation and Transmission Co-Operative [25.1%]; Utah Associated Municipal Power Systems [14.6%],Berkshire Hathaway Inc [60.3%]; Deseret Generation and Transmission Co-Operative [25.1%]; Utah Associated Municipal Power Systems [14.6%],39.17334,-111.02891,https://www.gem.wiki/Hunter_Power_Plant
Hunter Power Plant,coal,United States,Unit 3,,operating,527.2,Utah,Americas,1983,PacifiCorp,Berkshire Hathaway Inc,39.17334,-111.02891,https://www.gem.wiki/Hunter_Power_Plant
Huntington Power Plant,coal,United States,Unit 1,,operating,496,Utah,Americas,1974,PacifiCorp,Berkshire Hathaway Inc,39.37879,-111.07931,https://www.gem.wiki/Huntington_Power_Plant
Huntington Power Plant,coal,United States,Unit 2,,operating,541.3,Utah,Americas,1977,PacifiCorp,Berkshire Hathaway Inc,39.37879,-111.07931,https://www.gem.wiki/Huntington_Power_Plant
Huntley power station,coal,United States,Unit 67,,retired,200,New York,Americas,1957,NRG Energy Inc,NRG Energy Inc,42.97094,-78.93129,https://www.gem.wiki/Huntley_power_station
Huntley power station,coal,United States,Unit 68,,retired,200,New York,Americas,1958,NRG Energy Inc,NRG Energy Inc,42.97094,-78.93129,https://www.gem.wiki/Huntley_power_station
Huntley power station,coal,United States,Unit 63,,retired,80,New York,Americas,1942,NRG Energy Inc,NRG Energy Inc,42.97094,-78.93129,https://www.gem.wiki/Huntley_power_station
Huntley power station,coal,United States,Unit 64,,retired,100,New York,Americas,1948,NRG Energy Inc,NRG Energy Inc,42.97094,-78.93129,https://www.gem.wiki/Huntley_power_station
Huntley power station,coal,United States,Unit 65,,retired,100,New York,Americas,1953,NRG Energy Inc,NRG Energy Inc,42.97094,-78.93129,https://www.gem.wiki/Huntley_power_station
Huntley power station,coal,United States,Unit 66,,retired,100,New York,Americas,1954,NRG Energy Inc,NRG Energy Inc,42.97094,-78.93129,https://www.gem.wiki/Huntley_power_station
Hutchings Station,coal,United States,Unit 1,,retired,69,Ohio,Americas,1948,Kimura Power LLC,Rockland Capital,39.60909,-84.2924,https://www.gem.wiki/Hutchings_Station
Hutchings Station,coal,United States,Unit 2,,retired,69,Ohio,Americas,1949,Kimura Power LLC,Rockland Capital,39.60909,-84.2924,https://www.gem.wiki/Hutchings_Station
Hutchings Station,coal,United States,Unit 3,,retired,69,Ohio,Americas,1950,Kimura Power LLC,Rockland Capital,39.60909,-84.2924,https://www.gem.wiki/Hutchings_Station
Hutchings Station,coal,United States,Unit 4,,retired,69,Ohio,Americas,1951,Kimura Power LLC,Rockland Capital,39.60909,-84.2924,https://www.gem.wiki/Hutchings_Station
Hutchings Station,coal,United States,Unit 5,,retired,69,Ohio,Americas,1952,Kimura Power LLC,Rockland Capital,39.60909,-84.2924,https://www.gem.wiki/Hutchings_Station
Hutchings Station,coal,United States,Unit 6,,retired,69,Ohio,Americas,1953,Kimura Power LLC,Rockland Capital,39.60909,-84.2924,https://www.gem.wiki/Hutchings_Station
Hutsonville power station,coal,United States,Unit 3,,retired,75,Illinois,Americas,1953,Ameren Energy Generating Co,Ameren Corp,39.13165,-87.6588,https://www.gem.wiki/Hutsonville_power_station
Hutsonville power station,coal,United States,Unit 4,,retired,75,Illinois,Americas,1954,Ameren Energy Generating Co,Ameren Corp,39.13165,-87.6588,https://www.gem.wiki/Hutsonville_power_station
Hydrogen Energy California,coal,United States,,,cancelled,390,California,Americas,,SCS Energy LLC,SCS Energy LLC,35.2274,-119.321,https://www.gem.wiki/Hydrogen_Energy_California
Iatan Generating Station,coal,United States,Unit 1,,operating,726,Missouri,Americas,1980,Evergy Metro Inc [70.0%]; Evergy Missouri West Inc [18.0%]; Empire District Electric Co [12.0%],Evergy Inc [88.0%]; Liberty Utilities Co [12.0%],39.44667,-94.98018,https://www.gem.wiki/Iatan_Generating_Station
Iatan Generating Station,coal,United States,Unit 2,,operating,914,Missouri,Americas,2010,Evergy Metro Inc [54.7%]; Evergy Missouri West Inc [18.0%]; Empire District Electric Co [12.0%]; Missouri Joint Municipal Electric Utility Commission [11.8%]; other [3.5%],Evergy Inc [72.7%]; Liberty Utilities Co [12.0%]; Missouri Joint Municipal Electric Utility Commission [11.8%],39.44983,-94.97861,https://www.gem.wiki/Iatan_Generating_Station
Independence Steam Station,coal,United States,Unit 1,,operating,900,Arkansas,Americas,1983,Arkansas Electric Cooperative Corp [35.0%]; Entergy Arkansas LLC [31.5%]; Entergy Mississippi LLC [25.0%]; City Water and Light of Jonesboro [5.0%]; other [3.5%],Entergy Corp [56.5%]; Arkansas Electric Cooperative Corp [35.0%]; City Water and Light of Jonesboro [5.0%],35.67815,-91.40774,https://www.gem.wiki/Independence_Steam_Station
Independence Steam Station,coal,United States,Unit 2,,operating,900,Arkansas,Americas,1984,Arkansas Electric Cooperative Corp [35.0%]; Entergy Mississippi LLC [25.0%]; City Water and Light of Jonesboro [15.0%]; Entergy Power LLC [14.4%]; East Texas Electric Cooperative [7.1%]; other [3.5%],Arkansas Electric Cooperative Corp [35.0%]; Entergy Corp [25.0%]; City Water and Light of Jonesboro [15.0%]; Entergy Power LLC [14.4%]; East Texas Electric Cooperative [7.1%],35.67815,-91.40774,https://www.gem.wiki/Independence_Steam_Station
Indian River power station,coal,United States,Unit 1,,retired,81.6,Delaware,Americas,1957,Indian River Power LLC,NRG Energy Inc,38.5852,-75.2334,https://www.gem.wiki/Indian_River_power_station
Indian River power station,coal,United States,Unit 2,,retired,81.6,Delaware,Americas,1959,Indian River Power LLC,NRG Energy Inc,38.5852,-75.2334,https://www.gem.wiki/Indian_River_power_station
Indian River power station,coal,United States,Unit 3,,retired,176.8,Delaware,Americas,1970,Indian River Power LLC,NRG Energy Inc,38.5852,-75.2334,https://www.gem.wiki/Indian_River_power_station
Indian River power station,coal,United States,Unit 4,,operating,445,Delaware,Americas,1980,Indian River Power LLC,NRG Energy Inc,38.5852,-75.2334,https://www.gem.wiki/Indian_River_power_station
Indiantown Cogen power station,coal,United States,Unit 1,,retired,395.4,Florida,Americas,1995,Florida Power & Light Co,NextEra Energy Inc,27.03926,-80.51474,https://www.gem.wiki/Indiantown_Cogen_power_station
Intermountain power station,coal,United States,Unit 1,,operating,820,Utah,Americas,1986,Intermountain Power Agency,Intermountain Power Agency,39.51095,-112.58012,https://www.gem.wiki/Intermountain_power_station
Intermountain power station,coal,United States,Unit 2,,operating,820,Utah,Americas,1987,Intermountain Power Agency,Intermountain Power Agency,39.51095,-112.58012,https://www.gem.wiki/Intermountain_power_station
International Paper Savannah Mill,coal,United States,Unit 9,,retired,71.2,Georgia,Americas,1981,International Paper Co,International Paper Co,32.10212,-81.12638,https://www.gem.wiki/International_Paper_Savannah_Mill
International Paper Savannah Mill,coal,United States,Unit 10,,retired,82.8,Georgia,Americas,1998,International Paper Co,International Paper Co,32.10212,-81.12638,https://www.gem.wiki/International_Paper_Savannah_Mill
J. K. Spruce Station,coal,United States,Unit 1,,operating,566,Texas,Americas,1992,City of San Antonio - (TX),City of San Antonio - (TX),29.30796,-98.32113,https://www.gem.wiki/J._K._Spruce_Station
J. K. Spruce Station,coal,United States,Unit 2,,operating,878,Texas,Americas,2010,City of San Antonio - (TX),City of San Antonio - (TX),29.3072,-98.3202,https://www.gem.wiki/J._K._Spruce_Station
J.T. Deely Station,coal,United States,Unit 1,,retired,486,Texas,Americas,1977,City of San Antonio - (TX),City of San Antonio - (TX),29.30796,-98.32113,https://www.gem.wiki/J.T._Deely_Station
J.T. Deely Station,coal,United States,Unit 2,,retired,446,Texas,Americas,1978,City of San Antonio - (TX),City of San Antonio - (TX),29.30796,-98.32113,https://www.gem.wiki/J.T._Deely_Station
Jack Watson Generating Plant,coal,United States,Unit 4,,retired,299.2,Mississippi,Americas,1968,Mississippi Power Co,Southern Co,30.43923,-89.02611,https://www.gem.wiki/Jack_Watson_Generating_Plant
Jack Watson Generating Plant,coal,United States,Unit 5,,retired,578,Mississippi,Americas,1973,Mississippi Power Co,Southern Co,30.43923,-89.02611,https://www.gem.wiki/Jack_Watson_Generating_Plant
James E. Rogers Energy Complex,coal,United States,Unit 1,,retired,40,North Carolina,Americas,1940,Duke Energy Carolinas LLC,Duke Energy Corp,35.21637,-81.76241,https://www.gem.wiki/James_E._Rogers_Energy_Complex
James E. Rogers Energy Complex,coal,United States,Unit 2,,retired,40,North Carolina,Americas,1940,Duke Energy Carolinas LLC,Duke Energy Corp,35.21637,-81.76241,https://www.gem.wiki/James_E._Rogers_Energy_Complex
James E. Rogers Energy Complex,coal,United States,Unit 3,,retired,65,North Carolina,Americas,1948,Duke Energy Carolinas LLC,Duke Energy Corp,35.21637,-81.76241,https://www.gem.wiki/James_E._Rogers_Energy_Complex
James E. Rogers Energy Complex,coal,United States,Unit 4,,retired,65,North Carolina,Americas,1948,Duke Energy Carolinas LLC,Duke Energy Corp,35.21637,-81.76241,https://www.gem.wiki/James_E._Rogers_Energy_Complex
James E. Rogers Energy Complex,coal,United States,Unit 5,,operating,621,North Carolina,Americas,1972,Duke Energy Carolinas LLC,Duke Energy Corp,35.21637,-81.76241,https://www.gem.wiki/James_E._Rogers_Energy_Complex
James E. Rogers Energy Complex,coal,United States,Unit 6,,operating,909.5,North Carolina,Americas,2012,Duke Energy Carolinas LLC,Duke Energy Corp,35.21637,-81.76241,https://www.gem.wiki/James_E._Rogers_Energy_Complex
James River Cogeneration Plant,coal,United States,Unit 1,,retired,57.4,Virginia,Americas,1988,City Point Energy Center,City Point Energy Center,37.29398,-77.26976,https://www.gem.wiki/James_River_Cogeneration_Plant
James River Cogeneration Plant,coal,United States,Unit 2,,retired,57.4,Virginia,Americas,1988,City Point Energy Center,City Point Energy Center,37.29398,-77.26976,https://www.gem.wiki/James_River_Cogeneration_Plant
James River power station,coal,United States,Unit 3,,retired,44,Missouri,Americas,1960,City Utilities of Springfield - (MO),City Utilities of Springfield - (MO),37.10834,-93.26008,https://www.gem.wiki/James_River_power_station
James River power station,coal,United States,Unit 4,,retired,60,Missouri,Americas,1964,City Utilities of Springfield - (MO),City Utilities of Springfield - (MO),37.10834,-93.26008,https://www.gem.wiki/James_River_power_station
James River power station,coal,United States,Unit 5,,retired,105,Missouri,Americas,1970,City Utilities of Springfield - (MO),City Utilities of Springfield - (MO),37.10834,-93.26008,https://www.gem.wiki/James_River_power_station
Jefferies Generating Station,coal,United States,Unit 3,,retired,172.8,South Carolina,Americas,1970,Santee Cooper,Santee Cooper,33.24224,-79.98688,https://www.gem.wiki/Jefferies_Generating_Station
Jefferies Generating Station,coal,United States,Unit 4,,retired,172.8,South Carolina,Americas,1970,Santee Cooper,Santee Cooper,33.24224,-79.98688,https://www.gem.wiki/Jefferies_Generating_Station
Jeffrey Energy Center,coal,United States,Unit 1,,operating,720,Kansas,Americas,1978,Evergy Kansas Central Inc [72.0%]; Evergy Kansas South Inc [20.0%]; Evergy Missouri West Inc [8.0%],Evergy Inc,39.28684,-96.11613,https://www.gem.wiki/Jeffrey_Energy_Center
Jeffrey Energy Center,coal,United States,Unit 2,,operating,720,Kansas,Americas,1980,Evergy Kansas Central Inc [72.0%]; Evergy Kansas South Inc [20.0%]; Evergy Missouri West Inc [8.0%],Evergy Inc,39.28684,-96.11613,https://www.gem.wiki/Jeffrey_Energy_Center
Jeffrey Energy Center,coal,United States,Unit 3,,operating,720,Kansas,Americas,1983,Evergy Kansas Central Inc [72.0%]; Evergy Kansas South Inc [20.0%]; Evergy Missouri West Inc [8.0%],Evergy Inc,39.28684,-96.11613,https://www.gem.wiki/Jeffrey_Energy_Center
Jim Bridger Steam Plant,coal,United States,Unit 1,,operating,608.3,Wyoming,Americas,1974,PacifiCorp [66.7%]; Idaho Power Co [33.3%],Berkshire Hathaway Inc [66.7%]; IDACORP Inc [33.3%],41.73808,-108.78656,https://www.gem.wiki/Jim_Bridger_Steam_Plant
Jim Bridger Steam Plant,coal,United States,Unit 2,,operating,617,Wyoming,Americas,1975,PacifiCorp [66.7%]; Idaho Power Co [33.3%],Berkshire Hathaway Inc [66.7%]; IDACORP Inc [33.3%],41.73808,-108.78656,https://www.gem.wiki/Jim_Bridger_Steam_Plant
Jim Bridger Steam Plant,coal,United States,Unit 3,,operating,608.3,Wyoming,Americas,1976,PacifiCorp [66.7%]; Idaho Power Co [33.3%],Berkshire Hathaway Inc [66.7%]; IDACORP Inc [33.3%],41.73808,-108.78656,https://www.gem.wiki/Jim_Bridger_Steam_Plant
Jim Bridger Steam Plant,coal,United States,Unit 4,,operating,608.3,Wyoming,Americas,1979,PacifiCorp [66.7%]; Idaho Power Co [33.3%],Berkshire Hathaway Inc [66.7%]; IDACORP Inc [33.3%],41.73808,-108.78656,https://www.gem.wiki/Jim_Bridger_Steam_Plant
John B. Rich Memorial Power Station,coal,United States,Unit 1,,operating,88.4,Pennsylvania,Americas,1988,Gilberton Power Co,RI-CORP DEVELOPMENT INC dba GILBERTON POWER Co,40.7905,-76.198,https://www.gem.wiki/John_B._Rich_Memorial_Power_Station
John Madgett Station,coal,United States,Unit 1,,operating,387,Wisconsin,Americas,1979,Dairyland Power Cooperative,Touchstone Energy Cooperative Inc,44.30499,-91.9117,https://www.gem.wiki/John_Madgett_Station
John Sevier Fossil Plant,coal,United States,Unit 1,,retired,200,Tennessee,Americas,1955,Tennessee Valley Authority,Tennessee Valley Authority,36.3769,-82.96383,https://www.gem.wiki/John_Sevier_Fossil_Plant
John Sevier Fossil Plant,coal,United States,Unit 2,,retired,200,Tennessee,Americas,1955,Tennessee Valley Authority,Tennessee Valley Authority,36.3769,-82.96383,https://www.gem.wiki/John_Sevier_Fossil_Plant
John Sevier Fossil Plant,coal,United States,Unit 3,,retired,200,Tennessee,Americas,1956,Tennessee Valley Authority,Tennessee Valley Authority,36.3769,-82.96383,https://www.gem.wiki/John_Sevier_Fossil_Plant
John Sevier Fossil Plant,coal,United States,Unit 4,,retired,200,Tennessee,Americas,1957,Tennessee Valley Authority,Tennessee Valley Authority,36.3769,-82.96383,https://www.gem.wiki/John_Sevier_Fossil_Plant
John Twitty Energy Center,coal,United States,Unit 1,,operating,194,Missouri,Americas,1976,City Utilities of Springfield - (MO),City Utilities of Springfield - (MO),37.15088,-93.38974,https://www.gem.wiki/John_Twitty_Energy_Center
John Twitty Energy Center,coal,United States,Unit 2,,operating,300,Missouri,Americas,2011,City Utilities of Springfield - (MO),City Utilities of Springfield - (MO),37.15088,-93.38974,https://www.gem.wiki/John_Twitty_Energy_Center
John W. Turk Jr. Power Plant,coal,United States,Unit 1,,operating,609,Arkansas,Americas,2012,Southwestern Electric Power Co [73.3%]; Arkansas Electric Cooperative Corp [11.7%]; East Texas Electric Cooperative [8.3%]; Oklahoma Municipal Power Authority [6.7%],American Electric Power Co Inc [73.3%]; Arkansas Electric Cooperative Corp [11.7%]; East Texas Electric Cooperative [8.3%]; Oklahoma Municipal Power Authority [6.7%],33.65117,-93.81167,https://www.gem.wiki/John_W._Turk_Jr._Power_Plant
