project,capacity,unit,type,status,start_year,owner,operator,lat,lng,accuracy,url,country,region,subregion
Melk hydroelectric plant,187,MW,hydropower,operating,1982.0,Verbund Hydro Power GMBH,VERBUND Hydro Power GmbH,48.223,15.3041,exact,https://gem.wiki/Melk_hydroelectric_plant,Austria,Europe,Western Europe
Obervermunt II hydroelectric plant,380,MW,hydropower,operating,2019.0,Illwerke vkw,illwerke vkw,46.9349,10.0595,exact,https://gem.wiki/Obervermunt_II_hydroelectric_plant,Austria,Europe,Western Europe
Ottensheim-Wilhering hydroelectric plant,179,MW,hydropower,operating,1974.0,Verbund Hydro Power GMBH,VERBUND Hydro Power GmbH,48.3178,14.1503,exact,https://gem.wiki/Ottensheim-Wilhering_hydroelectric_plant,Austria,Europe,Western Europe
Pfaffenboden hydroelectric plant,300,MW,hydropower,construction,2025.0,Wien Energie GMBH,,47.9082,14.2501,exact,https://gem.wiki/Pfaffenboden_hydroelectric_plant,Austria,Europe,Western Europe
Prutz 2 hydroelectric plant,500,MW,hydropower,pre-construction,2034.0,Tiroler Wasserkraft AG (TIWAG),Tiroler Wasserkraft AG (TIWAG),47.0714,10.6654,exact,https://gem.wiki/Prutz_2_hydroelectric_plant,Austria,Europe,Western Europe
Prutz hydroelectric plant,392,MW,hydropower,operating,1964.0,Tiroler Wasserkraft AG (TIWAG),Tiroler Wasserkraft AG (TIWAG),47.0673,10.6652,exact,https://gem.wiki/Prutz_hydroelectric_plant,Austria,Europe,Western Europe
Prutz Ried hydroelectric plant,89,MW,hydropower,operating,2018.0,,,47.0619,10.6626,exact,https://gem.wiki/Prutz_Ried_hydroelectric_plant,Austria,Europe,Western Europe
Reissek II hydroelectric plant,430,MW,hydropower,operating,2016.0,Verbund Hydro Power GMBH,VERBUND Hydro Power GmbH,46.8934,13.3432,exact,https://gem.wiki/Reissek_II_hydroelectric_plant,Austria,Europe,Western Europe
Rodund I hydroelectric plant,198,MW,hydropower,operating,1943.0,Illwerke vkw,illwerke vkw,47.0854,9.8826,exact,https://gem.wiki/Rodund_I_hydroelectric_plant,Austria,Europe,Western Europe
Rodund II hydroelectric plant,295,MW,hydropower,operating,1976.0,Illwerke vkw,illwerke vkw,47.0844,9.8749,exact,https://gem.wiki/Rodund_II_hydroelectric_plant,Austria,Europe,Western Europe
Rosegg St Jakob hydroelectric plant,86,MW,hydropower,operating,1974.0,Verbund Hydro Power GMBH,,46.5696,14.0268,exact,https://gem.wiki/Rosegg_St_Jakob_hydroelectric_plant,Austria,Europe,Western Europe
Rosshag hydroelectric plant,231,MW,hydropower,operating,1972.0,Verbund Hydro Power GMBH,VERBUND Hydro Power GmbH,47.0867,11.7738,exact,https://gem.wiki/Rosshag_hydroelectric_plant,Austria,Europe,Western Europe
Schwabeck hydroelectric plant,79,MW,hydropower,operating,1943.0,Verbund Hydro Power GMBH,,46.6583,14.8749,exact,https://gem.wiki/Schwabeck_hydroelectric_plant,Austria,Europe,Western Europe
Silz hydroelectric plant,500,MW,hydropower,operating,1981.0,Tiroler Wasserkraft AG (TIWAG),Tiroler Wasserkraft AG (TIWAG),47.2689,10.9682,exact,https://gem.wiki/Silz_hydroelectric_plant,Austria,Europe,Western Europe
Tauernmoos hydroelectric plant,170,MW,hydropower,construction,2025.0,ÖBB-Infrastruktur AG,OEBB Infrastructure AG,47.1592,12.6328,exact,https://gem.wiki/Tauernmoos_hydroelectric_plant,Austria,Europe,Western Europe
Vermunt hydroelectric plant,157,MW,hydropower,operating,1930.0,Illwerke vkw,illwerke vkw,46.9692,10.056,exact,https://gem.wiki/Vermunt_hydroelectric_plant,Austria,Europe,Western Europe
Versetz hydroelectric plant,400,MW,hydropower,pre-construction,2034.0,Tiroler Wasserkraft AG (TIWAG),Tiroler Wasserkraft AG (TIWAG),46.9595,10.7364,exact,https://gem.wiki/Versetz_hydroelectric_plant,Austria,Europe,Western Europe
Walgauwerk hydroelectric plant,86,MW,hydropower,operating,1984.0,Illwerke vkw,,47.1989,9.6697,exact,https://gem.wiki/Walgauwerk_hydroelectric_plant,Austria,Europe,Western Europe
Wallsee-Mitterkirchen hydroelectric plant,210,MW,hydropower,operating,1968.0,Verbund Hydro Power GMBH,VERBUND Hydro Power GmbH,48.1665,14.6952,exact,https://gem.wiki/Wallsee-Mitterkirchen_hydroelectric_plant,Austria,Europe,Western Europe
Ybbs-Persenbeug hydroelectric plant,237,MW,hydropower,operating,1959.0,Verbund Hydro Power GMBH,VERBUND Hydro Power GmbH,48.1894,15.068,exact,https://gem.wiki/Ybbs-Persenbeug_hydroelectric_plant,Austria,Europe,Western Europe
Braunau-Simbach hydroelectric plant,100,MW,hydropower,operating,1954.0,Österreichisch-Bayerische Kraftwerke AG,Grenzkraftwerke GMBH (GKW),48.2451,13.0065,exact,https://gem.wiki/Braunau-Simbach_hydroelectric_plant,"Austria, Germany",Europe,Western Europe
Egglfing-Obernberg hydroelectric plant,84,MW,hydropower,operating,1950.0,,,48.3186,13.3199,exact,https://gem.wiki/Egglfing-Obernberg_hydroelectric_plant,"Austria, Germany",Europe,Western Europe
Jochenstein hydroelectric plant,132,MW,hydropower,operating,1956.0,Verbund Hydro Power GMBH,Grenzkraftwerke GMBH (GKW),48.5173,13.7069,exact,https://gem.wiki/Jochenstein_hydroelectric_plant,"Austria, Germany",Europe,Western Europe
Passau-Ingling hydroelectric plant,96,MW,hydropower,operating,1966.0,Österreichisch-Bayerische Kraftwerke AG,Grenzkraftwerke GMBH (GKW),48.5536,13.4369,exact,https://gem.wiki/Passau-Ingling_hydroelectric_plant,"Austria, Germany",Europe,Western Europe
Schärding Neuhaus hydroelectric plant,100,MW,hydropower,operating,1961.0,Österreichisch-Bayerische Kraftwerke AG,,48.4355,13.4399,exact,https://gem.wiki/Schärding_Neuhaus_hydroelectric_plant,"Austria, Germany",Europe,Western Europe
Mingechevir hydroelectric plant,424,MW,hydropower,operating,1954.0,JSC Azerenerji,,40.7886,47.0281,exact,https://gem.wiki/Mingechevir_hydroelectric_plant,Azerbaijan,Asia,Western Asia
Shamkir hydroelectric plant,380,MW,hydropower,operating,1983.0,JSC Azerenerji,,40.9472,46.1711,exact,https://gem.wiki/Shamkir_hydroelectric_plant,Azerbaijan,Asia,Western Asia
Yenikend hydroelectric plant,150,MW,hydropower,operating,2000.0,JSC Azerenerji,,40.9186,46.2847,exact,https://gem.wiki/Yenikend_hydroelectric_plant,Azerbaijan,Asia,Western Asia
Khudafarin (Khoda Afarin) hydroelectric plant,102,MW,hydropower,construction,2024.0,JSC Azerenerji,,39.1595,46.9343,exact,https://gem.wiki/Khudafarin_(Khoda_Afarin)_hydroelectric_plant,"Azerbaijan, Iran",Asia,"Western Asia, Southern Asia"
Karnafuli hydroelectric plant,230,MW,hydropower,operating,1962.0,Bangladesh Power Development Board (BPDB),,22.4949,92.2254,exact,https://gem.wiki/Karnafuli_hydroelectric_plant,Bangladesh,Asia,Southern Asia
Coo I hydroelectric plant,474,MW,hydropower,operating,1972.0,ENGIE,,50.3846,5.8616,exact,https://gem.wiki/Coo_I_hydroelectric_plant,Belgium,Europe,Western Europe
Coo II hydroelectric plant,690,MW,hydropower,operating,1972.0,ENGIE,,50.3846,5.8616,exact,https://gem.wiki/Coo_II_hydroelectric_plant,Belgium,Europe,Western Europe
La Plate Taille hydroelectric plant,144,MW,hydropower,operating,1980.0,Service Public Wallonie (SPW),,50.1884,4.3862,exact,https://gem.wiki/La_Plate_Taille_hydroelectric_plant,Belgium,Europe,Western Europe
Ketou-Dogo Bis hydroelectric plant,128,MW,hydropower,pre-construction,,,,7.5132,2.4413,approximate,https://gem.wiki/Ketou-Dogo_Bis_hydroelectric_plant,Benin,Africa,Sub-Saharan Africa
Adjarala hydroelectric plant,148,MW,hydropower,inactive,,Benin Electric Community (CEB),,6.9826,1.5593,exact,https://gem.wiki/Adjarala_hydroelectric_plant,"Benin, Togo",Africa,Sub-Saharan Africa
Amochu hydroelectric plant,540,MW,hydropower,inactive,,Government of India; Government of Bhutan,,26.8593,89.3878,approximate,https://gem.wiki/Amochu_hydroelectric_plant,Bhutan,Asia,Southern Asia
Bunakha hydroelectric plant,180,MW,hydropower,inactive,,Druk Green Power CORP LTD (DGPC); Tehri Hydro Development CORP LTD (THDCL),,27.1404,89.5374,approximate,https://gem.wiki/Bunakha_hydroelectric_plant,Bhutan,Asia,Southern Asia
Chamkharchhu I hydroelectric plant,770,MW,hydropower,inactive,,,,27.1456,90.6903,approximate,https://gem.wiki/Chamkharchhu_I_hydroelectric_plant,Bhutan,Asia,Southern Asia
Chhukha hydroelectric plant,336,MW,hydropower,operating,1986.0,Druk Green Power CORP LTD (DGPC),,27.0585,89.563,exact,https://gem.wiki/Chhukha_hydroelectric_plant,Bhutan,Asia,Southern Asia
Dagachhu hydroelectric plant,126,MW,hydropower,operating,2015.0,Druk Green Power CORP LTD (DGPC) [59%]; Tata Power CO LTD [26%]; National Pension & Provident Fund of Bhutan (NPPF) [15%],Dagachhu Hydropower CORP LTD,26.9656,89.9526,exact,https://gem.wiki/Dagachhu_hydroelectric_plant,Bhutan,Asia,Southern Asia
Dorjilung hydroelectric plant,1125,MW,hydropower,pre-construction,,Governments of Bangladesh; Government of India; Government of Bhutan,,27.7287,91.1364,approximate,https://gem.wiki/Dorjilung_hydroelectric_plant,Bhutan,Asia,Southern Asia
Kheng Shingkhar hydroelectric plant,570,MW,hydropower,announced,,,,27.2454,90.9444,approximate,https://gem.wiki/Kheng_Shingkhar_hydroelectric_plant,Bhutan,Asia,Southern Asia
Kholongchu hydroelectric plant,600,MW,hydropower,pre-construction,2025.0,Druk Green Power CORP LTD (DGPC); Satluj Jal Vidyut Nigam LTD (SJVN),Kholongchhu Hydro Energy LTD,27.4064,91.5492,exact,https://gem.wiki/Kholongchu_hydroelectric_plant,Bhutan,Asia,Southern Asia
Kuri Gongri hydroelectric plant,2640,MW,hydropower,pre-construction,,Bhutan Electricity Authority (BEA),,27.1031,91.3168,approximate,https://gem.wiki/Kuri_Gongri_hydroelectric_plant,Bhutan,Asia,Southern Asia
Mangdechhu hydroelectric plant,720,MW,hydropower,operating,2019.0,National Hydroelectric Power CORP (NHPC),Mangdechu Hydro Project Authority (MHPA),27.4801,90.4947,exact,https://gem.wiki/Mangdechhu_hydroelectric_plant,Bhutan,Asia,Southern Asia
Nikachhu hydroelectric plant,118,MW,hydropower,construction,2023.0,Druk Green Power CORP LTD (DGPC),Tangsibji Hydro Energy LTD (THyE),27.7059,90.5346,exact,https://gem.wiki/Nikachhu_hydroelectric_plant,Bhutan,Asia,Southern Asia
Punatsangchhu I hydroelectric plant,1200,MW,hydropower,construction,2025.0,Royal Government of Bhutan; Government of India,Punatsangchhu-I Hydroelectric Project Authority,27.3394,89.9303,exact,https://gem.wiki/Punatsangchhu_I_hydroelectric_plant,Bhutan,Asia,Southern Asia
Punatsangchhu II hydroelectric plant,1020,MW,hydropower,construction,2023.0,Royal Government of Bhutan; Government of India,Punatsangchhu-II Hydroelectric Project Authority,27.3138,89.9531,exact,https://gem.wiki/Punatsangchhu_II_hydroelectric_plant,Bhutan,Asia,Southern Asia
Sankosh hydroelectric plant,2560,MW,hydropower,shelved,,Tehri Hydro Development CORP LTD (THDCL),,27.0711,89.8201,approximate,https://gem.wiki/Sankosh_hydroelectric_plant,Bhutan,Asia,Southern Asia
Tala hydroelectric plant,1020,MW,hydropower,operating,2006.0,Druk Green Power CORP LTD (DGPC),,26.8709,89.5822,exact,https://gem.wiki/Tala_hydroelectric_plant,Bhutan,Asia,Southern Asia
Wangchu hydroelectric plant,570,MW,hydropower,pre-construction,,Government of India; Government of Bhutan,,27.1404,89.5374,approximate,https://gem.wiki/Wangchu_hydroelectric_plant,Bhutan,Asia,Southern Asia
Ambrosia hydroelectric plant,85,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Corani,-16.8498,-65.3475,approximate,https://gem.wiki/Ambrosia_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Banda Azul hydroelectric plant,147,MW,hydropower,announced,2024.0,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Corani,-17.2174,-65.816,approximate,https://gem.wiki/Banda_Azul_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Cachuela Esperanza hydroelectric plant,990,MW,hydropower,announced,2025.0,,,-10.3201,-65.3501,approximate,https://gem.wiki/Cachuela_Esperanza_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Cambarí hydroelectric plant,93,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Valle Hermoso (EVH),-22.0155,-63.6781,approximate,https://gem.wiki/Cambarí_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Cañahuecal hydroelectric plant,380,MW,hydropower,announced,,Empresa Nacional de Electricidad Bolivia (ENDE),,-18.9038,-63.3978,approximate,https://gem.wiki/Cañahuecal_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Carrizal hydroelectric plant,500,MW,hydropower,announced,2025.0,Empresa Nacional de Electricidad Bolivia (ENDE),,-22.0155,-63.6781,approximate,https://gem.wiki/Carrizal_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Chayanta hydroelectric plant,177,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Valle Hermoso (EVH),-19.025,-65.7035,approximate,https://gem.wiki/Chayanta_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Icona hydroelectric plant,102,MW,hydropower,announced,2022.0,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Corani,-17.0119,-65.4037,approximate,https://gem.wiki/Icona_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Juntas hydroelectric plant,92,MW,hydropower,construction,2022.0,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Valle Hermoso (EVH),-17.7362,-65.1917,approximate,https://gem.wiki/Juntas_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
La Pesca hydroelectric plant,160,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),,-18.9038,-63.3978,approximate,https://gem.wiki/La_Pesca_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Las Juntas hydroelectric plant,150,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),,-18.9038,-63.3978,approximate,https://gem.wiki/Las_Juntas_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Misicuni hydroelectric plant,120,MW,hydropower,operating,2017.0,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Corani,-17.3138,-66.2625,exact,https://gem.wiki/Misicuni_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Molineros hydroelectric plant,101,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Valle Hermoso (EVH),-18.037,-65.7697,approximate,https://gem.wiki/Molineros_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Ocampo hydroelectric plant,150,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),,-18.9038,-63.3978,approximate,https://gem.wiki/Ocampo_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Oquitas hydroelectric plant,125,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Guaracachi,8.2016,-70.4856,approximate,https://gem.wiki/Oquitas_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Palillada hydroelectric plant,118,MW,hydropower,operating,2021.0,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Corani,-16.9049,-67.1374,approximate,https://gem.wiki/Palillada_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Peña Blanca hydroelectric plant,380,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),,-18.9038,-63.3978,approximate,https://gem.wiki/Peña_Blanca_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Rositas hydroelectric plant,600,MW,hydropower,pre-construction,2025.0,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Guaracachi,-18.9038,-63.3978,approximate,https://gem.wiki/Rositas_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Santa Isabel hydroelectric plant,91,MW,hydropower,operating,1973.0,Empresa Nacional de Electricidad Bolivia (ENDE),,-17.1916,-65.8232,exact,https://gem.wiki/Santa_Isabel_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Sehuencas hydroelectric plant,200,MW,hydropower,construction,2022.0,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Valle Hermoso (EVH),-17.7362,-65.1917,approximate,https://gem.wiki/Sehuencas_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Seripona hydroelectric plant,400,MW,hydropower,shelved,,Empresa Nacional de Electricidad Bolivia (ENDE),,-18.9038,-63.3978,approximate,https://gem.wiki/Seripona_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Umapalca hydroelectric plant,85,MW,hydropower,operating,2021.0,Empresa Nacional de Electricidad Bolivia (ENDE),Ende Corani,-16.9049,-67.1374,approximate,https://gem.wiki/Umapalca_hydroelectric_plant,Bolivia,Americas,Latin America and the Caribbean
Bjelimici I hydroelectric plant,700,MW,hydropower,shelved,,,,43.5158,18.2301,approximate,https://gem.wiki/Bjelimici_I_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Bjelimici II hydroelectric plant,600,MW,hydropower,shelved,,,,43.5158,18.2301,approximate,https://gem.wiki/Bjelimici_II_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Bočac hydroelectric plant,110,MW,hydropower,operating,1981.0,Elektroprivreda Republike Srpske (ERS) [65%]; Pension Reserve Fund of the Republic of Srpska [10%]; Republic of Srpska Restitution Fund [5%]; Unknown [20%],,44.5083,17.1614,exact,https://gem.wiki/Bočac_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Buk Bijela hydroelectric plant,94,MW,hydropower,construction,,Elektroprivreda Srbije (EPS) [51%]; Elektroprivreda Republike Srpske (ERS) [49%],,43.4272,18.765,exact,https://gem.wiki/Buk_Bijela_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Čapljina hydroelectric plant,440,MW,hydropower,operating,1979.0,Elektroprivreda Hrvatske Zajednice Herceg Bosne (Elektroprivreda HZHB),,43.0134,17.8028,exact,https://gem.wiki/Čapljina_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Dabar hydroelectric plant,159,MW,hydropower,construction,2025.0,Elektroprivreda Republike Srpske (ERS) [65%]; Pension Reserve Fund of the Republic of Srpska [10%]; Kristal Invest [5.3%]; Republic of Srpska Restitution Fund [5%]; Unknown [14.7%],,43.0909,18.2004,approximate,https://gem.wiki/Dabar_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Dubravica hydroelectric plant,87,MW,hydropower,pre-construction,,,,44.2644,19.2878,approximate,https://gem.wiki/Dubravica_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Grabovica hydroelectric plant,114,MW,hydropower,operating,1982.0,Elektroprivreda Bosne i Hercegovine (EPBiH),,43.5868,17.7193,exact,https://gem.wiki/Grabovica_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Jablanica hydroelectric plant,180,MW,hydropower,operating,1955.0,Elektroprivreda Bosne i Hercegovine (EPBiH),,43.6924,17.7323,exact,https://gem.wiki/Jablanica_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
Rama hydroelectric plant,160,MW,hydropower,operating,1968.0,Elektroprivreda Hrvatske Zajednice Herceg Bosne (Elektroprivreda HZHB),,43.7467,17.6759,exact,https://gem.wiki/Rama_hydroelectric_plant,Bosnia and Herzegovina,Europe,Southern Europe
