project,unit,fuel1,fuel2,fuel3,capacity,status,start_year,conversion,owner,operator,country,url,lat,lng,accuracy,conversion_year,type
Jilin Dunhua power station,1-2,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,construction,,no conversion,Kaidi Ecological and Environmental Technology CO LTD,Dunhua Kaidi Green Energy Development CO LTD,China,https://gem.wiki/Jilin_Dunhua_power_station,43.30762,128.512431,approximate,,bioenergy
Jilin Yushu (Kaidi) power station,1,bioenergy_-_agricultural_waste,,,30.0,construction,,no conversion,Kaidi Ecological and Environmental Technology CO LTD,Yushu Kaidi Biomass Power Generation CO LTD,China,https://gem.wiki/Jilin_Yushu_(Kaidi)_power_station,44.804437,126.145541,approximate,,bioenergy
Heilongjiang Mishan (Jidian) power station,1,bioenergy_-_agricultural_waste,,,42.0,construction,,no conversion,Jilin Electric Power CO LTD,Jilin Electric Power CO LTD Erdaojiang Power Generation Branch,China,https://gem.wiki/Heilongjiang_Mishan_(Jidian)_power_station,45.536621,131.882791,approximate,,bioenergy
Inner Mongolia Kailu power station,1-1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,35.0,construction,,no conversion,Others,Tongliao Chenyue Bioenergy CO LTD,China,https://gem.wiki/Inner_Mongolia_Kailu_power_station,43.595937,121.367052,approximate,,bioenergy
Inner Mongolia Kailu power station,1-2,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,35.0,construction,,no conversion,Others,Tongliao Chenyue Bioenergy CO LTD,China,https://gem.wiki/Inner_Mongolia_Kailu_power_station,43.595937,121.367052,approximate,,bioenergy
Shanxi Tianzhen power station,1,bioenergy_-_agricultural_waste,,,30.0,construction,,no conversion,Shanxi Guochuang Energy CO LTD,Tianzhen Kaidi Green Energy Development CO LTD,China,https://gem.wiki/Shanxi_Tianzhen_power_station,40.450208,114.074426,approximate,,bioenergy
Anhui Yeji power station,2,bioenergy_-_agricultural_waste,,,30.0,construction,,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Bio Thermal Power (Lu'an) CO LTD,China,https://gem.wiki/Anhui_Yeji_power_station,31.8551,115.9107,approximate,,bioenergy
Guangxi Luzhai (Qiquan) power station,1-1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,construction,,no conversion,Guangxi Qiquan Energy Technology CO LTD,Guangxi Liuzhou Qiquan Biomass Power Generation CO LTD,China,https://gem.wiki/Guangxi_Luzhai_(Qiquan)_power_station,24.550025,109.809499,approximate,,bioenergy
Guangxi Luzhai (Qiquan) power station,1-2,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,construction,,no conversion,Guangxi Qiquan Energy Technology CO LTD,Guangxi Liuzhou Qiquan Biomass Power Generation CO LTD,China,https://gem.wiki/Guangxi_Luzhai_(Qiquan)_power_station,24.550025,109.809499,approximate,,bioenergy
Guangxi Beihai (Nine Dragons Paper) power station,1-3,bioenergy_-_paper_mill_wastes,bioenergy_-_wastewater_and_sewage_sludge,bioenergy_-_wood_and_other_biomass,50.0,construction,,no conversion,Nine Dragons Global (China) Investment Group CO LTD,Nine Dragons Paper (Bei Hai) CO LTD,China,https://gem.wiki/Guangxi_Beihai_(Nine_Dragons_Paper)_power_station,21.570884,109.527821,approximate,,bioenergy
Guangxi Guigang Gangnan District power station,1-1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,construction,,no conversion,Guangxi Qiquan Energy Technology CO LTD,Guangxi Guigang Qiquan Biomass Power Generation CO LTD,China,https://gem.wiki/Guangxi_Guigang_Gangnan_District_power_station,23.039025,109.664067,approximate,,bioenergy
Guangxi Guigang Gangnan District power station,1-2,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,construction,,no conversion,Guangxi Qiquan Energy Technology CO LTD,Guangxi Guigang Qiquan Biomass Power Generation CO LTD,China,https://gem.wiki/Guangxi_Guigang_Gangnan_District_power_station,23.039025,109.664067,approximate,,bioenergy
Guangxi Beihai (Nine Dragons Paper) power station,1-1,bioenergy_-_paper_mill_wastes,,,100.0,construction,,no conversion,Nine Dragons Global (China) Investment Group CO LTD,Nine Dragons Paper (Bei Hai) CO LTD,China,https://gem.wiki/Guangxi_Beihai_(Nine_Dragons_Paper)_power_station,21.570884,109.527821,approximate,,bioenergy
Guangxi Beihai (Nine Dragons Paper) power station,1-2,bioenergy_-_paper_mill_wastes,,,100.0,construction,,no conversion,Nine Dragons Global (China) Investment Group CO LTD,Nine Dragons Paper (Bei Hai) CO LTD,China,https://gem.wiki/Guangxi_Beihai_(Nine_Dragons_Paper)_power_station,21.570884,109.527821,approximate,,bioenergy
Fujian Sanming Sha County (Tsingshan Paper) power station,1,bioenergy_-_paper_mill_wastes,,,50.0,construction,,no conversion,Fujian Energy Group CO LTD[10%]; Fujian Textile (Holdings) CO LTD[8%]; Fujian Salt Industry Group CO LTD[8%]; Others[74%],Fujian Tsingshan Paper CO LTD,China,https://gem.wiki/Fujian_Sanming_Sha_County_(Tsingshan_Paper)_power_station,26.560934,117.984527,approximate,,bioenergy
Fujian Nanping Yanping District (Taisheng) power station,1,bioenergy_-_paper_mill_wastes,,,100.0,construction,,no conversion,Taisheng Technology (Group) CO LTD,Taisheng (Fujian) Bamboo Resources Development CO LTD,China,https://gem.wiki/Fujian_Nanping_Yanping_District_(Taisheng)_power_station,26.526077,118.299138,approximate,,bioenergy
Jiangsu Suzhou Wuzhong District power station,1-3,bioenergy_-_refuse,,,50.0,construction,,no conversion,Everbright Environmental Energy (Jiangsu) Holdings CO LTD; Suzhou Municipal Environmental Sanitation Renewable Resources Development and Utilization CO LTD,Everbright Environmental Energy (Suzhou) CO LTD,China,https://gem.wiki/Jiangsu_Suzhou_Wuzhong_District_power_station,31.244491,120.545782,approximate,,bioenergy
Jiangsu Suzhou Wuzhong District power station,1-4,bioenergy_-_refuse,,,30.0,construction,,no conversion,Everbright Environmental Energy (Jiangsu) Holdings CO LTD; Suzhou Municipal Environmental Sanitation Renewable Resources Development and Utilization CO LTD,Everbright Environmental Energy (Suzhou) CO LTD,China,https://gem.wiki/Jiangsu_Suzhou_Wuzhong_District_power_station,31.244491,120.545782,approximate,,bioenergy
Jilin Yushu Xiushui Town power station,1,bioenergy_-_agricultural_waste,,,30.0,construction,,no conversion,Yinfeng Holdings CO LTD,Lvjie New Energy Technology Yushu CO LTD,China,https://gem.wiki/Jilin_Yushu_Xiushui_Town_power_station,44.648355,126.462982,approximate,,bioenergy
Guangdong Huizhou Huicheng District power station,1,bioenergy_-_refuse,,,30.0,construction,,no conversion,Yuefeng Kewei Environmental Protection Investment (Guangdong) CO LTD[51%]; Dongguan Jiabao Landscaping CO LTD[34%]; Huizhou Aofengda Industrial CO LTD[15%],Huizhou Zhongkai Yuefeng Environmental Protection Power CO LTD,China,https://gem.wiki/Guangdong_Huizhou_Huicheng_District_power_station,23.079257,114.224633,approximate,,bioenergy
Heilongjiang Bin County (Changheng) power station,1,bioenergy_-_agricultural_waste,,,30.0,construction,,no conversion,Harbin Changheng Thermal Power CO LTD[34%]; Tongjiang Changheng Biomass Thermal Power CO LTD[33%]; Heilongjiang Huiyi Agricultural Science and Technology Development CO LTD[33%],Harbin Changheng Bio-based Materials CO LTD,China,https://gem.wiki/Heilongjiang_Bin_County_(Changheng)_power_station,45.757251,127.181391,exact,,bioenergy
Jilin Huaide power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,,no conversion,,,China,https://gem.wiki/Jilin_Huaide_power_station,43.876261,124.755056,approximate,,bioenergy
Shandong Qingdao Huangdao District (Yitong Thermal Power) power station,2,bioenergy_-_wastewater_and_sewage_sludge,,,30.0,operating,,no conversion,Qingdao West Coast Utilities Group Energy Heating CO LTD,Qingdao West Coast Public Utilities Group Yitong Thermal Power CO LTD,China,https://gem.wiki/Shandong_Qingdao_Huangdao_District_(Yitong_Thermal_Power)_power_station,35.94045,120.001119,approximate,,bioenergy
Henan Xuchang power station,1,bioenergy_-_refuse,,,30.0,operating,,no conversion,Mizuda Group CO LTD[96%]; Others[4%],Xuchang Tianjian Thermal Power CO LTD,China,https://gem.wiki/Henan_Xuchang_power_station,34.049939,113.90835,approximate,,bioenergy
Jinhai Mill power station,1-1,bioenergy_-_paper_mill_wastes,,,120.0,operating,,no conversion,Gold East Paper (Jiangsu) CO LTD[59%]; Jinguang Paper (China) Investment CO LTD[41%],Hainan Jinhai Pulp & Paper CO LTD,China,https://www.gem.wiki/Jinhai_Mill_power_station,19.773615,109.18576,approximate,,bioenergy
Jinhai Mill power station,1-2,bioenergy_-_paper_mill_wastes,,,120.0,operating,,no conversion,Gold East Paper (Jiangsu) CO LTD[59%]; Jinguang Paper (China) Investment CO LTD[41%],Hainan Jinhai Pulp & Paper CO LTD,China,https://www.gem.wiki/Jinhai_Mill_power_station,19.773615,109.18576,approximate,,bioenergy
Hubei Fang County power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,,no conversion,Hubei Xingyu Ore Industry CO LTD; Canton International CO LTD,Yueneng (Fangxian) Biomass Power Generation CO LTD,China,https://gem.wiki/Hubei_Fang_County_power_station,32.054184,110.76807,approximate,,bioenergy
Shandong Linqing power station,1,bioenergy_-_unknown,,,50.0,operating,,no conversion,Shandong Shouguang Giant Energy Thermal Power Development CO LTD,Linqing Deneng Biotechnology CO LTD,China,https://gem.wiki/Shandong_Linqing_power_station,36.794731,115.741995,approximate,,bioenergy
Taiyang Mill power station,1,bioenergy_-_paper_mill_wastes,bioenergy_-_wastewater_and_sewage_sludge,,50.0,operating,,no conversion,Shandong Sun Holding Group CO LTD[45%]; Others[55%],Shandong Sun Paper CO LTD,China,https://www.gem.wiki/Taiyang_Mill_power_station,35.545265,116.802088,approximate,,bioenergy
Hebei Luannan (Nine Dragons Paper) power station,1-3,bioenergy_-_paper_mill_wastes,,,50.0,operating,,no conversion,Nine Dragons Global (China) Investment Group CO LTD,Nine Dragons Paper (Hebei) CO LTD,China,https://gem.wiki/Hebei_Luannan_(Nine_Dragons_Paper)_power_station,39.48229,118.675661,exact,,bioenergy
Shandong Yanggu power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,,no conversion,Xinfengxiang Energy Development CO LTD[50%]; Yanggu Xiangguang Copper Industry CO LTD[37%]; Yanggu Xiangguang Thermal Power CO LTD[13%],Yanggu County Xiangqi Biomass Power Generation CO LTD,China,https://gem.wiki/Shandong_Yanggu_power_station,36.165851,115.875285,approximate,,bioenergy
Zhangpu Chihu Industrial Park Cogen power station,1-1,bioenergy_-_paper_mill_wastes,,,150.0,operating,,no conversion,Others,Liansheng Pulp & Paper (Zhangzhou) CO LTD,China,https://www.gem.wiki/Zhangpu_Chihu_Industrial_Park_Cogen_power_station,24.064757,117.890131,approximate,,bioenergy
Zhangpu Chihu Industrial Park Cogen power station,1-2,bioenergy_-_paper_mill_wastes,,,150.0,operating,,no conversion,Others,Liansheng Pulp & Paper (Zhangzhou) CO LTD,China,https://www.gem.wiki/Zhangpu_Chihu_Industrial_Park_Cogen_power_station,24.064757,117.890131,approximate,,bioenergy
Sichuan Muchuan (Yongfeng) power station,1,bioenergy_-_paper_mill_wastes,coal_-_unknown,,30.0,operating,,no conversion,Sichuan Yongfeng Paper CO LTD[58%]; Xiamen C&D CO LTD[40%); Suzhou Junjing Industrial CO LTD[2%],Sichuan Yongfeng Pulp & Paper CO LTD,China,https://gem.wiki/Sichuan_Muchuan_(Yongfeng)_power_station,28.972302,103.905585,approximate,,bioenergy
Hebei Wuji power station,1-1,bioenergy_-_refuse,bioenergy_-_wastewater_and_sewage_sludge,,40.0,operating,,no conversion,Lin'an Jiasheng Environmental Protection CO LTD[82%]; Hebei Lanchi Environmental Protection Equipment CO LTD[18%],Shijiazhuang Jiasheng New Energy CO LTD,China,https://gem.wiki/Hebei_Wuji_power_station,38.126205,114.972749,approximate,,bioenergy
Hebei Wuji power station,1-2,bioenergy_-_refuse,bioenergy_-_wastewater_and_sewage_sludge,,40.0,operating,,no conversion,Lin'an Jiasheng Environmental Protection CO LTD[82%]; Hebei Lanchi Environmental Protection Equipment CO LTD[18%],Shijiazhuang Jiasheng New Energy CO LTD,China,https://gem.wiki/Hebei_Wuji_power_station,38.126205,114.972749,approximate,,bioenergy
Liaoning Beipiao power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,,no conversion,Dalian Hongsheng Investment CO LTD,Beipiao Huineng Biological Power Generation CO LTD,China,https://gem.wiki/Liaoning_Beipiao_power_station,41.808185,120.74405,approximate,,bioenergy
Hebei Xiong County power station,1-1,bioenergy_-_refuse,bioenergy_-_wastewater_and_sewage_sludge,,35.0,operating,,no conversion,China Xiongan Group Ecological Construction Investment CO LTD[51%]; China Everbright Environment (Group) CO LTD[46%]; China Construction Second Engineering Bureau LTD[3%],Hebei Xiongan Everbright Ecological Industrial Park CO LTD,China,https://gem.wiki/Hebei_Xiong_County_power_station,38.953029,116.241822,exact,,bioenergy
Hebei Xiong County power station,1-2,bioenergy_-_refuse,bioenergy_-_wastewater_and_sewage_sludge,,35.0,operating,,no conversion,China Xiongan Group Ecological Construction Investment CO LTD[51%]; China Everbright Environment (Group) CO LTD[46%]; China Construction Second Engineering Bureau LTD[3%],Hebei Xiongan Everbright Ecological Industrial Park CO LTD,China,https://gem.wiki/Hebei_Xiong_County_power_station,38.953029,116.241822,exact,,bioenergy
Heilongjiang Jixian power station,2,bioenergy_-_agricultural_waste,,,30.0,pre-construction,,no conversion,Heilongjiang Chenneng Investment Group CO LTD [59%]; Harbin Qingqun Investment CO LTD [32%]; Others[9%],Heilongjiang New Industry Investment Group Longjiang New Energy Development CO LTD,China,https://gem.wiki/Heilongjiang_Jixian_power_station,46.77444,131.12443,approximate,,bioenergy
Yunnan Kunming East District power station,2,bioenergy_-_refuse,,,40.0,pre-construction,,no conversion,CHINA STAR INTERNATIONAL HOLDINGS LIMITED,Kunming Zhongdian Environmental Protection Power CO LTD,China,https://gem.wiki/Yunnan_Kunming_East_District_power_station,24.8864,103.2035,approximate,,bioenergy
Guangdong Foshan power station,2,bioenergy_-_refuse,,,40.0,pre-construction,,no conversion,Foshan Water Environmental Protection CO LTD,Foshan Green Energy Environmental Protection CO LTD,China,https://gem.wiki/Guangdong_Foshan_power_station,22.80048,112.68101,approximate,,bioenergy
Hebei Tangshan Caofeidian power station,1,bioenergy_-_agricultural_waste,,,30.0,construction,,no conversion,Guangdong Rundian Environmental Protection CO LTD,Rundian Environmental Protection (Tangshan Caofeidian) CO LTD,China,https://gem.wiki/Hebei_Tangshan_Caofeidian_power_station,39.135391,118.481881,approximate,,bioenergy
Jilin Tongyu power station,1,bioenergy_-_agricultural_waste,,,30.0,pre-construction,,no conversion,Mingyuan Wang[80%]; Shixiong Liu[20%],Tongyu County Runyu Biomass Energy Thermal Power CO LTD,China,https://gem.wiki/Jilin_Tongyu_power_station,44.812522,123.067458,approximate,,bioenergy
Zhejiang Yueqing power station,2,bioenergy_-_refuse,,,40.0,construction,,no conversion,Yueqing State-owned Investment CO LTD,Yueqing Urban Construction Investment Group CO LTD,China,https://gem.wiki/Zhejiang_Yueqing_power_station,28.38825854,121.1623924,approximate,,bioenergy
Heilongjiang Mulan power station,1,bioenergy_-_agricultural_waste,,,30.0,construction,,no conversion,Heilongjiang Duoya Engineering Management CO LTD,Mulan County Jianeng Biomass Thermal Power CO LTD,China,https://gem.wiki/Heilongjiang_Mulan_power_station,46.384904,127.85858,approximate,,bioenergy
Heilongjiang Harbin Shuangcheng District power station,1,bioenergy_-_agricultural_waste,,,40.0,construction,,no conversion,Heilongjiang Duoya Engineering Management CO LTD,Harbin Shuangcheng District Jianeng Biomass Thermal Power CO LTD,China,https://gem.wiki/Heilongjiang_Harbin_Shuangcheng_District_power_station,45.53326,126.472272,approximate,,bioenergy
Jilin Liuhe power station,1,bioenergy_-_agricultural_waste,,,30.0,pre-construction,,no conversion,Zhejiang Shentai Biomass Energy Development CO LTD,Liuhe Shentai New Energy CO LTD,China,https://gem.wiki/Jilin_Liuhe_power_station,42.296277,125.761142,approximate,,bioenergy
Heilongjiang Daqing power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,80.0,pre-construction,,no conversion,Huaneng Heilongjiang Power Generation CO LTD[70%]; Heilongjiang New Industry Investment Group CO LTD[30%],Huaneng Xinhua Power Generation CO LTD,China,https://gem.wiki/Heilongjiang_Daqing_power_station,46.135237,124.602864,approximate,,bioenergy
Heilongjiang Yichun (Huaneng) power station,2,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,pre-construction,,no conversion,Huaneng Heilongjiang Power Generation CO LTD,Huaneng Yichun Thermal Power CO LTD,China,https://gem.wiki/Heilongjiang_Yichun_(Huaneng)_power_station,47.739176,128.751045,approximate,,bioenergy
Gansu Gaolan power station,2,bioenergy_-_refuse,,,36.0,pre-construction,,no conversion,Jiangsu Yongying Environmental Protection Technology CO LTD,Lanzhou Fengquan Environmental Protection Power CO LTD,China,https://gem.wiki/Gansu_Gaolan_power_station,36.148392,103.793293,approximate,,bioenergy
Guangdong Jieyang power station,2,bioenergy_-_refuse,,,40.0,construction,,no conversion,,,China,https://gem.wiki/Guangdong_Jieyang_power_station,23.621529,116.505303,approximate,,bioenergy
